,직무중분류,직무소분류,채용공고명,채용기한,해시태그,채용공고상세_text,채용공고상세_img,채용공고상세_url,고용형태,경력,근무지역,학력,급여조건,우대사항,회사명,회사규모,회사분야,복리후생,출처
52,웹프로그래머,PHP,국내금융사 - 플랫폼 서비스 백엔드 개발 채용,~07.03 (월),웹프로그래머,"국내금융사  직급: 대리~과장 업무: - 디지털 컨텐츠 플랫폼 서비스를 위한 백엔드 개발 및 운영 - 데이터 모델과 REST API 설계 및 개발  [자격조건] - 국내외 초대졸 이상 - PHP, Javascript 등을 활용한 개발 경력 8년 이상 - 데이터 모델링 경험  우대 - 비동기 시스템 설계 및 운영 경험  우대   [제출서류] 이력서에 연락처, 현재연봉, 희망연봉 기재 제출한 서류는 일체 반환하지 않음 국문이력서  [전형방법] 서류전형, 면접전형  담당자 : Tim 이사 (Pincus Korea) 문의처 : 02-2051-3913 이메일 : ******@*******.***",,,정규직,경력8년이상,서울 > 전지역,초대졸이상,협의,,(주)핀커스코리아,중소기업 (사원수 34명),용역·인력알선,"주5일근무, 연차, 월차, 경조휴가, 육아휴직, 국민연금, 의료보험, 산재보험, 고용보험, ...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306300003523
53,웹프로그래머,PHP,[국내솔루션기업] 프론트앤드개발자 채용,~07.23 (일),"응용프로그래머, 웹프로그래머, 컨텐츠·사이트운영","[국내솔루션기업] 프론트앤드개발자 채용 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 프론트앤드개발자 [담당업무] - 클라우드 솔루션 개발 - R&D 및 DeepLearning 플랫폼 개발 - 반응형 웹 기반 사용자 인터페이스 개발(PHP, JSP) [자격요건] - 초대졸이상 - 관련경력 3년~15년 - 보유 기술 : PHP(필수), Node.js, x-x-javascript, jQuery, bootstrap, CSS, HTML, MySQL, Web-framework - 개발 환경 : 리눅스시스템  [우대사항] - 해당 직무 경험자 - 관련 분야 전공자 - 정보처리기사 자격 보유자 - 웹 솔루션 개발자 - 웹 서비스 기획  [전형절차] 서류전형/1,2차 면접전형  [제출서류] 국문이력서/경력기술서/자기소개서 이메일 제출  ******@*******.***  [담당자] 윤현정부장 010-6317-3302 /  ******@*******.***  0 명 근무조건 고용형태: 정규직 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 이력서, 자기소개서 접수방법 2023-07-23 (일) 23시59분까지 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",,,정규직,경력3~15년,서울 > 영등포구,초대졸이상,협의,,휴먼인써치,-,시장조사·여론조사·경영컨설팅,"(16954) 경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동,이씨티) B동 4층 409호",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306230001483
54,웹프로그래머,PHP,AI Engineer (1년이상) - 미국계 기업용 지식관리 AI 솔루션,채용시,"응용프로그래머, 빅데이터·AI(인공지능), 웹프로그래머","국내 Top 서치펌 프로매치코리아 윤창진 전무입니다. 아래 포지션에 관심 있으시면 ""MS-Word 이력서"" 송부바랍니다. (ASAP 마감)  공고 : AI Engineer (1년이상) - 미국계 기업용 지식관리 AI 솔루션  채용사는 Deep Learning 기술을 이용하여 ""기업용 지식관리 솔루션""을 제공합니다. 기업내에 구글 닥스, 위키 페이지, 사내 게시판 등에 흩어져서 저장되어 있던 지식을 AI 가 자동으로  하이라트, 분류하고, 관리해 주는 서비스를 제공. (본사는 미국 샌프란시스코이며, 2017년 일본 탑 VC로 부터 투자 유치) * 고객사 : SK그룹, KB금융그룹, 코스맥스 그룹, 노무라, 히타치, 후지쯔 등 유수 기업  담당업무 - 자연어 인식 AI 모델을 개발합니다.  - Text Classification, Named Entity Recognition, Machine Reading Comprehension, Review Conversion,    Question and Answering, Sentiment Analysis, Summarization 모델을 지속적으로 설계하고 개선 - 기업의 프러덕션에서 사용할 수 있는 Accuracy 와 Response Time 을 보장할 수 있도록 엔지니어링을 수행  - 데이터 버젼 관리, 모델 버젼 관리, Online Training  필수자격 - Keras, Tensorflow, PyTorch와 같은 딥러닝 프레임워크에 익숙하신 분  - Keras, Tensorflow, PyTorch의 내부 코드를 살펴 본 적이 있으신 분  - Keras 와 Tensorflow의 내부 코드를 살펴 본 적이 있으신 분  - 최신 NLU 의 모델에 대해서 공부한 경험이 있으신 분  - 고객이 직접 사용하는 프러덕션 서비스의 back-end 개발 및 배포 경험이 있으신 분  - 고객의 요구사항에 대해서 기민하게 반응하고, 디자이너, 기획자, 세일즈와 커뮤니케이션이 가능한 분  - Readable 한 코드를 작성하시는 분  - 백엔드의 코드 체인지가 고객에게 어떤 영향을 미치는지 고객 관점에서 생각하실 수 있는 분  우대사항 - 본인이 알고 있는 지식을 팀원과 공유하는데 적극적이신 분  - Redis, Kafka 등 데이터 파이프라인 쪽 처리 경험이 있으신 분  - Large scale web application 개발 경험이 있으신 분  - Open Source 를 사용하시는 것에 열려있지만, 가져다 쓰시는 코드의 내부는 가급적 들여다 보시는 분  - Agile process 에 익숙하신 분  근무지 및 연봉사항 - 서울시 강남구 - 6,000 ~ 12,000 만원 (역량별 협의)  복지 및 기타사항 [글로벌 인재로 성장할 수 있는 기회]  - 미국 휴스턴 본사 및 실리콘 밸리, 일본 도쿄에 있는 팀과 일할 수 있는 글로벌한 업무 환경을 제공.  - 미국 본사로 Exchange Program(1-2개월)을 운영하며 희망할 경우 경비를 지원.   [자율적이고 업무 몰입을 돕는 근무 환경]  - 근무시간은 9시 - 6시가 기본이지만 상황에 맞게 유연한 출/퇴근이 가능.  - 고사양의 노트북과 모니터를 지원해드려요. 그 외 필요한 장비를 적극 지원.  - 주 2회만 사무실 출근하고 나머지는 재택 할 수 있는 Hybrid Work를 시행 중.  - 사무실에 나오시는 날은 점심 값 걱정 없도록, 식사 비용(식사 후 커피까지!)을 지원.  - 재택 근무 하실 때 업무에 몰입할 수 있도록 재택 근무 환경 구축을 위한 비용을 지원.  ----------------------------------------- 프로매치 Korea & AIMS International 헤드헌터 윤창진 전무 이메일 : ******@*******.*** 전화 : 010-7768-2494 -----------------------------------------",,,정규직,신입/경력1년이상,서울 > 강남구,학력무관,협의,,(주)프로매치코리아,중소기업 (사원수 70명),용역·인력알선,"주5일근무, 연차, 월차, 보건휴가, 경조휴가, 결혼기념일 휴가, 국민연금, 의료보험, 산재...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2301120003771
55,웹프로그래머,PHP,모바일 백엔드 개발자 경력직 채용,~07.23 (일),"웹프로그래머, 데이터베이스·DBA, 네트워크·서버·보안","모바일 백엔드 개발자 경력직 채용 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원  백엔드개발  [담당업무] - 모바일 백엔드 개발자 - 서비스 뒷단의 운영 프로세스 담당 - 신규로 추가되는 커머스 기능(솔루션)의 개발 - 서비스가 장애없이 안정적으로 운영  [자격요건] 경력사항: 경력(7년 이상 12년 이하) 학력사항: 대학교(4년)졸업 이상 직무기술: PHP, JAVASCRIPT, Typescript, RestAPI, MySQL, Maria DB - 대규모 트래픽 서비스 운영 경험이 있으신 분 - Spring Framwork에 대한 이해가 있으신 분 - 클라우드 환경 및 DOCKER, CI/CD에 대한 이해가 있으신 분  0 명  근무조건 고용형태: 정규직(수습기간3개월) 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 국문이력서, 경력소개서 및 자기소개서 포함 접수방법 2023-07-23 (일) 23시59분까지 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",,,정규직 [수습기간: 3개월],경력7~12년,서울 > 서초구,대졸이상,협의,,맨쉬컨설팅주식회사,중소기업 (사원수 80명),시장조사·여론조사·경영컨설팅,"(06235) 서울특별시 강남구 테헤란로16길 9 2 ~ 5층(주동빌딩, 역삼동)",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306230002944
56,웹프로그래머,PHP,[보안솔루션 서비스 기업] 보안앱 백엔드 개발,~07.21 (금),"웹프로그래머, 통신·모바일, 응용프로그래머","커리어라임즈컨설팅 [보안솔루션 서비스 기업] 보안앱 백엔드 개발 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 보안앱 백엔드 개발 [담당업무] - 고객분들이 이용하시는 서비스 뒷단의 운영 프로세스를 담당해요 - 서비스가 장애없이 안정적으로 운영이 될수 있도록 든든하게 지켜줘요 - 신규로 추가될 커머스 기능 솔루션의 담당자와 협업하고 개발을 해요 - 내가 개발했다고 자랑하고 싶은 서비스를 만들어요. 그리고 동료들도 응원해줘요.  [근무부서 및 직급/직책] 직급/직책: 과장 [자격요건] - 4년제 대졸 - 백엔드 개발경력이 7년 이상이거나 그에 준하는 역량을 갖춘 분(~10년까지) - 다양한 경험으로 이미 잘하시는 분 or 잘한다고 스스로 감탄이 가능하신 분 - 대규모 트래픽 서비스 운영은 어렵지 않다고 생각하시는 분 - 도전적이고 적극적으로 실행이 가능하며 원만한 커뮤니케이션이 가능하신 분 - 주요 기술 : PHP, JavaScript, TypeScript, Rest API, DB(Mysql, MariaDB 등) [우대사항] - 회원관리 경험이 있으신 분 - Spring Framework 에 대한 이해가 있으신 분 - 클라우드 환경 및 Docker, CI/CD 에 대한 이해가 있으신 분 - 만들고 싶은 서비스를 생각하며 즐겁게 일할 수 있는 분 - 본인이 갖춘 플러스알파를 어필할 수 있는 분  0 명 근무조건 고용형태: 정규직(수습기간3개월) 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 1차면접진행 > 2차면접진행 > 최종합격 추가 제출서류 이력서, 자기소개서 접수방법 2023-07-21 (금) 23시59분까지 접수방법: 인크루트 채용시스템, 이메일 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",,,정규직 [수습기간: 3개월],경력7~11년,서울 > 서초구,대졸이상,협의,,커리어라임즈컨설팅,중소기업 (사원수 7명),시장조사·여론조사·경영컨설팅,"(08506) 서울특별시 금천구 가산디지털2로 98 1동 318호 (가산동,아이티캐슬)",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306230001434
57,웹프로그래머,PHP,"[강남/경력직] 웹페이지, 서버 시스템관리 중간개발자",~07.22 (토),"웹프로그래머, 네트워크·서버·보안, 데이터베이스·DBA","강남 IT 상장기업 계열사 풀스택 시스템관리 개발자(팀장급) 채용  해당 회사명은 비공개로 진행하고 있으며, 지원자 및 면접자분들에 한하여 구두로 설명드리고 있습니다.  모집부문 담당업무 자격요건 및 우대사항 풀스택 시스템관리 개발자 (팀장급) - 병원 웹/모바일/관리자페이지/광고솔루션 유지보수 및 고도화 - AWS / Linux 서버운영 및 시스템 MySQL 관리 - 내/외부 광고솔루션 운영 및 관리, 외부 API(CRM운영 및 의료관련 광고서비스) 관련 대응 [자격요건] - 개발경력 5년 이상 리드 개발 - PHP, MySQL, Javascript 소스 분석 및 개발 - MySQL 데이터베이스 관리 및 최적화 경험  [우대사항] - PHP 웹개발 및 MySQL DB 관리 경력 - 리눅스 및 AWS 서버 구축 유경험자 - 병원/의료분야 시스템, 광고관리 툴   구축 및 유지보수 경험자 - 기획자 및 디자이너와 협업, 공조할 수 있는 원활한 커뮤니케이션 능력 보유자 - 꼼꼼한 성격으로 모든 일을 긍정적으로 접근하는 사고를 보유하신 분 우대 근무조건 고용형태 - 정규직 근무시간 - 월요일 ~ 금요일 09:00 ~ 18:00 (휴게시간 1시간) 급여조건 - 면접 후 결정 **면접 후 내규에 따라 결정 근무지역 - 서울 강남구 역삼동 본사(선릉역 도보 10분) 진행절차 - 서류지원 → 면접진행  → 최종합격 복리후생 - 복지비, 생일축하금 + 생일 유급 반차 - 장기근속 포상금, 장기근속 휴가, 경조사 지원 및 경조휴가 - 간식 제공 - 자유로운 연월차 및 반차 - 기업 건강검진 - 팀 회식비 지원 - 자율복장, 2~30대 활기찬 분위기 - 그 외 회사 내규에 따라 다양한 복지 제공  담당자 정보 연락처 : 010-3645-2694 E-mail : ******@*******.***",,,정규직 [수습기간: 3개월],경력5년이상,"서울 > 광진구, 강남구, 전지역, 서초구, 송파구, 경기 > 성남시 수정구, 성남시 중원구, 성남시 분당구",대졸이상,협의,"전공계열 : 공학계열, 컴퓨터활용능력 : [프로그래밍] JAVA Script, [프로그래밍] PHP, [OS/시스템 관리] Linux, 기타 : 인근거주자",주식회사 데일리워크,중소기업,용역·인력알선,"주5일근무, 연차, 월차, 경조휴가, 국민연금, 의료보험, 산재보험, 고용보험, 퇴직금, 생...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306220005425
58,웹프로그래머,PHP,"[강남/정규직] 웹페이지 개발자(HTML, CSS, PHP 등) 채용",~07.22 (토),"웹프로그래머, HTML·퍼블리싱·UI개발","강남 IT 상장기업 계열사 프론트엔드 웹/모바일 개발자(주니어) 채용  해당 회사명은 비공개로 진행하고 있으며, 지원자 및 면접자분들에 한하여 구두로 설명드리고 있습니다.  모집부문 담당업무 자격요건 및 우대사항 프론트엔드 웹/모바일 개발자 (주니어) - 병의원 웹/모바일/관리자/광고솔루션/콜솔루션 운영페이지 프론트엔드 개발 관리 - 사용자 편의를 고려한 UI/UX 구현, 사이트 SEO 구축 및 운영 - 신규사업 프로젝트 및 기타 서비스 구축 관리 [자격요건] - 신입/경력 무관(포트폴리오 필수)  - 웹 표준 퍼블리싱 코딩 가능한    비전공자 신입 지원가능   (HTML, CSS, jQuery, Javascript 사용 가능한 자) - PHP 웹개발 가능자 - 웹/모바일 클라이언트 요구분석 및 개선 능력 보유  [우대조건] - PHP 웹개발 및 MySQL DB 관리 경력 - 리눅스 및 AWS 서버 구축 유경험자 - 병원/의료분야 시스템, 광고관리 툴 구축 및 유지보수 경험자 - 기획자 및 디자이너와 협업, 공조할 수 있는 원활한 커뮤니케이션 능력 보유자 - 꼼꼼한 성격으로 모든 일을 긍정적으로 접근하는 사고를 보유하신 분 우대 근무조건 고용형태 - 정규직 근무시간 - 월요일 ~ 금요일 09:00 ~ 18:00 (휴게시간 1시간) 급여조건 - 면접 후 결정 **면접 후 내규에 따라 결정 근무지역 - 서울 강남구 역삼동 본사(선릉역 도보 10분) 진행절차 - 서류지원 → 면접진행  → 최종합격 복리후생 - 복지비, 생일축하금 + 생일 유급 반차 - 장기근속 포상금, 장기근속 휴가, 경조사 지원 및 경조휴가 - 간식 제공 - 자유로운 연월차 및 반차 - 기업 건강검진 - 팀 회식비 지원 - 자율복장, 2~30대 활기찬 분위기 - 그 외 회사 내규에 따라 다양한 복지 제공  담당자 정보 연락처 : 010-3645-2694 E-mail : ******@*******.***",,,정규직 [수습기간: 3개월],신입/경력(연차무관),"서울 > 광진구, 강남구, 전지역, 서초구, 송파구, 경기 > 성남시 수정구, 성남시 중원구, 성남시 분당구",고졸이상,협의,"전공계열 : 공학계열, 컴퓨터활용능력 : [프로그래밍] JAVA Script, [프로그래밍] PHP, [프로그래밍] JAVA, [프로그래밍] HTML, 기타 : 해당직무인턴경력자, 인근거주자",주식회사 데일리워크,중소기업,용역·인력알선,"주5일근무, 연차, 월차, 경조휴가, 국민연금, 의료보험, 산재보험, 고용보험, 퇴직금, 생...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306220005406
59,웹프로그래머,PHP,"디지털 플랫폼, IoT 플랫폼 기획/개발 경력사원 모집",~08.31 (목),"네트워크·서버·보안, 웹프로그래머, 응용프로그래머","ㅁ 디지털 플랫폼, IoT 플랫폼 기획/개발 경력사원 모집 ㅁ  * 자격요건 1) 대졸 전기, 전자, 제어, 소프트웨어, 컴퓨터공학 등 유관계열 전공자로 디지털 플랫폼,   IoT 플랫폼 기획/개발 경력 3년 이상 있으신 분 2) 데이터 기반 서비스 기획 경험 있으신 분 우대 3) 제품 기반 비데이터 IoT 플랫폼 관련 경험 있으신 분 우대  *부여업무 1)  IoT 플랫폼 기획/구축 2) 디지털 전환 기획 및 서비스 발굴 3) 데이터 분석 및 AI 알고리즘 개발  * 채용직급 - 대리급~과(차)장급 (2명 모집)  * 근무지 - 서울 영등포구 여의도(전철역 근처)  * 제출서류 1) 이력서(경력사항 및 자기소개서 포함)를 자유양식으로 작성하여 이메일 송부   (이력서에 연락처, 현재연봉, 희망연봉 기재) 2) 이메일 전송시 이력서 제목[디지털 플랫폼 기획_개발-성명ooo] 으로 기재 요망  * 전형방법   - 서류전형 ▶ 면접전형 ▶ 연봉협상  * 제출방법 및 제출기간 1) 제출방법 : 지원서류를 이메일 접수 2) 제출기간 : 2023.06.09(금)~채용 시 까지  * 처우 1) 연봉수준 : 경력사항 감안, 최적의 연봉 결정 2) 복리후생 : 제반 좋은 복리후생 적용  * 문의사항 1) 담당자 : HR맨파워그룹 컨설턴트 김현우 이사     (전화 : 02-2183-2289, 이메일 : ******@*******.***) 2) 궁금한 사항 있으시면 연락 바랍니다.",,,정규직,경력3년이상,서울 > 영등포구,대졸,협의,,(주)에이치알맨파워그룹,중소기업 (사원수 154명),용역·인력알선,"주5일근무, 연차, 월차, 경조휴가, 창립일휴무, 육아휴직, 산전/후 휴가, 국민연금, 의료...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306090006463
60,웹프로그래머,PHP,"워라벨 좋은 이커머스 중견기업, 개발팀장 급구",~07.14 (금),"웹프로그래머, 데이터베이스·DBA, 컨텐츠·사이트운영","삼성동 소재,  온라인플랫폼사, 개발팀장 포지션 제안드립니다.   매년 폭발적인 성장성으로 인한 커리어 발전과  격주 4.5일 근무제도 운영으로 워라벨을 추구할 수 있는 장점이 있습니다.    하기의 회사소개 및 직무요건을 긍정적으로 검토 부탁드리겠습니다. ^^ --------------------------------------------------------------------------------------------------------------------------------------------------  1. 회사소개     1) 주요품목 :  뷰티, 건강식품, 패션, 생활/가전     2) 매출액:      - 2019년 : 약 127억      - 2020년 : 약 230억      - 2021년 : 약 310억      - 2022년 : 약 360억  <특징> 1. 젊은 조직으로서, 20~40대 까지 젊은 연령으로 구성  [복리후생] - 격주 금요일 13시 30분 퇴근 - 카페테리아 운영(무료), 조식데이(월, 수, 격주 금요일 아침식사 제공) - 생일(1시간 조기퇴근, 생일선물) - 경조사 지원 - 신규입사자 웰컴키트 - 명절선물 - Refesh 휴가   ------------------------------------------------------------------------------------------------------------------------------  특징:  - 개발자 야근 문화 없음 - 프로젝트 단위 업무 진행, 담당하는 개개인의 코드와 플레이타임에 대한 자유도 부여 - 프로젝트 설정기간 전에 완료 시, 남은기간 자유로운 시간활용(디버킹이나 코드리뷰 등) 가능   <포지션 정보>   [담당업무]  1. 개발 조직 및 프로젝트 관리  2. 개발 실적 관리  3. 개발 전략 수립  4. 예산 관리  [개발 환경]  X-javascript, PHP(주언어), Java, MySQL, MariaDB  [자격요건]  1. 경력: 개발경력 10년 이상   2. 직급: 과장/차장  3. 필요역량    - 유연한 커뮤니케이션 능력을 보유한 분    - 개발팀 운영 능력을 보유한 분    - 이커머스 솔루션 경력을 보유한 분  [직책/직급] 팀장/과차장  [근무지] 서울 삼성역 도보 5분 거리  [전형절차] 서류심사-AI역량검사-면접-코딩테스트",,,정규직 [수습기간: 3개월],경력10년이상,서울 > 강남구,학력무관,협의,,(주)피플렙,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2305140000102
61,웹프로그래머,PHP,IoT 플랫폼 기획/개발 경력사원 모집,~07.31 (월),"네트워크·서버·보안, 웹프로그래머, 응용프로그래머","ㅁ IoT 플랫폼 기획/개발 경력사원 모집 ㅁ  * 자격요건 1) 대졸 컴퓨터공학, 공학계열 전공자로 IoT 플랫폼 기획/개발 경력 5년 이상 있으신 분 2) AWS 클라우드 기반 IoT 플랫폼 경험 있으신 분 3) IoT 기반 콜드체인 서비스 기획/개발 가능하신 분 4) 냉동/냉장 제품 IoT 플랫폼 기획/개발 가능하신 분 우대  *부여업무 1) AWS 클라우드 기반 냉동/냉장 IoT 플랫폼 기획/개발 2) IoT 기반 콜드체인 서비스 기획/개발  * 채용직급 - 대리급~과장급  * 근무지 - 서울 영등포구 여의도(전철역 근처)  * 제출서류 1) 이력서(경력사항 및 자기소개서 포함)를 자유양식으로 작성하여 이메일 송부   (이력서에 연락처, 현재연봉, 희망연봉 기재) 2) 이메일 전송시 이력서 제목[IoT 플랫폼 기획_개발-성명ooo] 으로 기재 요망  * 전형방법   - 서류전형 ▶ 면접전형 ▶ 연봉협상  * 제출방법 및 제출기간 1) 제출방법 : 지원서류를 이메일 접수 2) 제출기간 : 2023.04.28(금)~채용 시 까지  * 처우 1) 연봉수준 : 경력사항 감안, 최적의 연봉 결정 2) 복리후생 : 제반 좋은 복리후생 적용  * 문의사항 1) 담당자 : HR맨파워그룹 컨설턴트 김현우 이사     (전화 : 02-2183-2289, 이메일 : ******@*******.***) 2) 궁금한 사항 있으시면 연락 바랍니다.",,,정규직,경력5년이상,서울 > 영등포구,대졸,협의,,(주)에이치알맨파워그룹,중소기업 (사원수 154명),용역·인력알선,"주5일근무, 연차, 월차, 경조휴가, 창립일휴무, 육아휴직, 산전/후 휴가, 국민연금, 의료...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2304280006265
62,웹프로그래머,PHP,[TOP 엔터테인먼트] 프론트엔드 개발자 (3년~7년),채용시,"웹프로그래머, 응용프로그래머","담당업무  - MIXTAPE 플랫폼 React 고도화 개발 및 유지 관리 - 자사몰 사이트 개발 및 유지 관리 - 신규 프로젝트 개발     지원자격 - 대학교 2년제 졸업생 이상 (컴퓨터공학과 우대) - 경력 3년~7년  # 필수 역량 - PHP 프로젝트 실무 개발 경력 3년 이상이거나 그에 준하는 역량을 보유하신 분 - React 프로젝트 경험 있으신 분 - 웹 표준(HTML / CSS / JavaScript)에 대해 깊이 이해하고 계신 분 - GIT 분산 버전 관리 시스템 이용에 능숙하신 분 - REST API 경험하신 분 - 꼼꼼하고 주도적으로 일하시는 분 - 원활한 커뮤니케이션 능력을 보유 하신 분  # 우대 사항 - 음악업계 경력이 있으신 분 - 웹 퍼블리싱 가능하신 분 - 반응형 웹 개발 경험 있으신 분    # 근무지 : 여의도     [접수기간 및 방법]  접수기간 채용시 마감 (Urgent) 이력서 양식 MS-Word로 작성한 이력서와 자기소개서 담당 문응석 상무 / 맨쉬컨설팅㈜ 헤드헌터 / ******@*******.***  문의 010-5593-8879    기타 유의사항 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다. 지원자 중 업무에 접합한 분들께 개별적으로 연락 드리겠습니다. 학력, 경력, 자격 등에 대한 내용 기재시 정확하게 작성해 주시기 바랍니다.",,,정규직,경력3~7년,"서울 > 전지역, 영등포구",초대졸이상,협의,,맨쉬컨설팅주식회사,중소기업 (사원수 80명),시장조사·여론조사·경영컨설팅,"(06235) 서울특별시 강남구 테헤란로16길 9 2 ~ 5층(주동빌딩, 역삼동)",https://job.incruit.com/jobdb_info/jobpost.asp?job=2306080006748
63,웹프로그래머,PHP,[웹 백엔드 개발자] 모바일 플랫폼 스타트업,채용시,"웹프로그래머, 응용프로그래머","주식회사 브랜드미 [웹 백엔드 개발자] 모바일 플랫폼 스타트업 모집부문 및 자격요건 담당업무 자격요건 인원 담당업무 - 자사의 프로덕트(하이브리드앱) 백엔드 개발 - Admin/CMS 등 백오피스 시스템 개발 자격요건 - 경력 5년 이상 - PHP, Laravel Framework 사용 가능한 분 - MySQL 등 RDB SQL 능숙한 분 - 모바일향 웹 개발 경험  우대사항 - Redis 또는 Memcached 활용 개발 경험 - AWS (ECS/EC2, S3, VPC) 운영 경험 - Docker 사용 또는 구축 경험 - Linux, ShellScript 활용 능숙한 분 - Full-stack 개발자 우대 - 클린코드, 소스 형상관리에 대한 고민과 원칙이 있는 분 - 정확한 커뮤니케이션/유연한 협업 능력을 갖추신 분  복지 및 혜택 - 탄력 출퇴근 제도  - 원격 근무 제도 - 사내교육 및 외부교육 지원 - 티/커피 무한 제공 - 경조사비 지원, 생일축하금 지급 - 장기근속 포상휴가지급 - 식대지원 - 연 17일 연월차 - 스톡옵션  - 개인 장비 지원: 듀얼 모니터, (요청에 따라)맥북 프로 13"", 맥북 프로 15"" 등 etc.   1 명 근무조건 고용형태: 정규직 인근전철역: 서울2호선 역삼 (3번 출구에서 100m이내) 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 이력서, 자기소개서 접수방법 채용시 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",https://i.incru.it/jobTemplet/temp2018/img/temp_slogan.png,,정규직,경력5년이상,서울 > 강남구,학력무관,협의,,주식회사 브랜드미,중소기업,용역·인력알선,주5일근무,https://job.incruit.com/jobdb_info/jobpost.asp?job=2201110003871
64,웹프로그래머,PHP,06. 개발담당 경력 채용 [대형 엔터사],채용시,"웹프로그래머, 데이터베이스·DBA, 네트워크·서버·보안","베스트네트워크(주) 06. 개발담당 경력 채용 [대형 엔터사] 모집부문 및 자격요건 담당업무 자격요건 인원 1. 유통정산 - 음원 / 음반 유통 정산 업무 - 시스템 운영 및 관리 - 신규 프로젝트 개발 - 이슈 발생시 대응  2. 웹 개발 (PHP) - 사내 홈페이지 운영 및 유지 관리 - 신규 프로젝트 개발 [자격요건] 경력사항: 경력(6년 이하) 학력사항: 학력무관   필수 조건: - PHP, Python 개발 & 운영 가능한 분 - Mysql, Linux, GIT 운영 가능한 분 - REST API 경험자 - 꼼꼼하고 주도적인 성격 - 원활한 커뮤니케이션 능력  우대 조건: - 동종 업계 경력자 (음악 업계) - 빅데이터 & 정산 업무 경험  경력: 6년 이하 (사원대리급) 0 명 근무조건 고용형태: 정규직 급여조건: 연봉 회사내규 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 경력위주의 국문 또는 영문이력서 (Word File Only) 최호식대표 (******@*******.***)   접수방법 채용시 접수방법: 인크루트 채용시스템 경력위주의 국문 또는 영문이력서 (Word File Only) 최호식대표 (******@*******.***)    접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",https://i.incru.it/jobTemplet/temp2018/img/temp_slogan.png,,정규직,경력6년이하,"서울 > 전지역, 강남구",학력무관,회사내규,,베스트네트워크(주),중소기업,시장조사·여론조사·경영컨설팅,"주5일근무, 연차, 월차, 경조휴가, 반차, Refresh 휴가, 포상휴가, 육아휴직, 산전/후 휴...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2202150003031
