회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
포소드,"마감일
상시","NVR, VMS 관련 SW 연구개발 경력 모집",SW/솔루션,"• C/C++ 프로그래밍 능력
• NVR, CMS, VMS, IP 카메라 등 CCTV 관련 SW 개발 경험
• 서버/클라이언트, RTSP, Onvif 개발 경험
• 비디오 디코딩, 렌더링 개발 경험","• 서버/클라이언트, RTSP, Onvif 개발 경험
• 비디오 디코딩, 렌더링 개발 경험
• 정보처리기사 자격증 소지자","경력
경력 4~20년","SW
C
C++",https://www.jumpit.co.kr/position/6874,"• 경조휴가 및 경조금
• 장기근속자 포상
• 우수사원 표창/포상
• 건강검진
• 체력단련비 지원
• 통신비지원
• 출산휴가
• 신입사원교육(OJT)
• 직무능력향상교육"
티오더,"마감일
상시",POS 연동(Backend) 개발자,SW/솔루션,"• 전문 학사 이상의 학력을 보유하신 분
• 관련 개발 경험이 2년~7년이시거나, 혹은 이에 상응하는 실력을 갖추신 분
• Linux 환경에서 서비스 개발 및 운영 경험이 있으신 분
• Node.js 언어에 익숙하고 활용 가능하신 분
• RDBMS에 대한 이해도가 있으시고 관련 개발 및 운영 경험이 있으신 분
• 업무 관계자와 협업을 위한 원활한 커뮤니케이션 능력을 보유하신 분","• 여러 벤더의 POS 장비와 연동 경험이 있으신 분
• 여러 IoT 및 로봇 장비 연동 경험이 있으신 분
• AWS 운영 경험이 있으신 분
• Python/Rust/Typescript 등 컴퓨터 언어에 익숙한 분
• 웹 서비스에 대한 이해도가 높으신 분
• NoSQL (Redis, 엘라스틱서치 등)에 대한 운영 경험이 있으신 분
• Git/노션/슬랙 및 기타 협업 툴에 대한 이해도가 높으신 분","경력
경력 2~7년","Rust
Node.js
TypeScript
Python
NoSql
Git
AWS
Docker
Linux",https://www.jumpit.co.kr/position/17453,"• 원하시는 사양의 컴퓨터 (맥북 가능)지급 해 드립니다. 업무의 효율만 생각하세요!
• 선택적 근로시간제 아시나요? 코어 시간대 외에는 하루 8시간 선택해서 출퇴근 하세요.
• 남들 다 해주는 4대보험, 퇴직연금은 기본이고요~
• 직장생활 n년차인데요.. 이렇게 쾌적한 사무실은 처음이에요. 300평 규모 체감됩니다.
• 로봇이 만들어주는 커피 드셔 보셨나요? 다양한 음료도 마셔 가면서 일합시다!
• 출근길.. 많이 피곤하시죠? 바디프렌드 장착된 릴렉싱룸에서 피로 풀고 일하세요.
• 생일, 결혼기념일, 어린이날 자녀 선물 등 경조사 상품권은 회사에서 챙겨 드릴게요!
• 당신의 지식이 회사의 자산입니다! 월 1권 자유롭게 도서 신청하세요.
• 휴가에 사유가 있나요? 연차/반차/반반차 신청 자유롭게 하세요!"
베이리스,"마감일
상시",차량 IVI(In-Vehicle Infortainment) 시스템 SW 개발자 채용,SW/솔루션,"• 학사 이상
• 컴퓨터, SW 분야 전공
• 경력: 개발경력 5년 이상
• 기술스택 : C/C++, JAVA, Linux or Android ,Embedded System
• 업무경력 
　- C/C++, JAVA 프로그래밍
　- Linux 또는 Android 기반 SW 개발 경험
　- Embedded System 개발 경험","• 자동차 Embedded System 개발 경험 및 상용화 프로젝트 경험이 있는 분
• Android, Linux Platform 이해도가 높은 분
• 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분
• 무선업데이트(OTA) 기능 개발 경험","경력
경력 5~12년","C
C++
Java
Linux
Android OS
Embedded",https://www.jumpit.co.kr/position/13770,"• 유연한 근무시간
• 점심식사비용 지원"
인터엑스,"마감일
상시",[울산] 유니티(Unity) 개발자,SW/솔루션,"[이런 분이 필요해요!]
• 5년 이상 경력을 갖추신 분
• C#, 자료구조, 알고리즘 이해 및 네트워크 프로그래밍 경험이 있으신 분
• 프로그래밍 경험이 있으신 분

[업무에 꼭 필요한 기술 스택 입니다]
• Unity 3D
• C#","[이런 분이면 더욱 좋아요!]
• 웹 기반의 프로젝트이기에 WebGL 기반 유니티 3D개발 경험이 있으신 분 
• Digital Transformation의 새로운 영역에 대한 관심 및 도전 의식을 갖추신 분
• 긍정적인 업무 마인드를 갖추신 분 
• 본인 역할에 대한 책임감이 강한 분","경력
경력 2~10년","Unity
3D Rendering
C#
WebGL",https://www.jumpit.co.kr/position/14411,"★ 업무진행
• Google Workspace를 통해 업무를 진행하며, 구성원 간 시간을 존중하고 있습니다. 
• agile 조직 답게 구성원들을 서로 신뢰하며, 신속하게 업무를 진행합니다. 
• 모든 구성원은 고객 가치 창출을 목표로 일하고 있습니다. 

★ 업무지원 
• 당 떨어짐 방지 ! 다양한 간식들(커피,음료,과자)이 구비되어 있는 카페테리아! 
• 일의 효율을 위해 최신 장비 지원! 
• 식대지원 (개인 법인카드 지급)
• 항시 음악이 흐르는 쾌적한 오피스공간 
• 월급날은 가족과 함께 보내세요 ! 패밀리 데이 운영 (조기퇴근)

★ 성장을 위한 지원
• 자율복장
• 항시 음악이 흐르는 쾌적한 오피스공간 
• 사내 카페테리아 운영 중 (커피, 음료 등 다양한 간식 구비) 
• 1년에 한번 일주일 통 큰 하계휴가! (최대 5일)
• 월급날(패밀리 데이) 가족과 함께 보내세요! (1시간 조기퇴근)
• 자유로운 연차 및 시간단위 연차 사용 가능!! 
• 패밀리데이 월급일 1시간 일찍 퇴근! 
• 모든 도서 구입 지원! (직원 성장에 필요한 부분은 아끼지 않아요!) 
• 교육 강의 지원! (업무 유관 교육 수강 신청 시 적극 지원하고 있습니다!) 
• 직무별 IX Academy 운영을 통해 커리어 성장 지원
• 사내 스터디 지원 (시험 합격 시 응시비용 전액 지원) 
• 직원 분들의 경조사를 지원하고 있어요 
• 추석 등 명절선물을 지급하고 있어요!"
엔시스템,"마감일
상시","HMI, PLC, C언어 개발자",SW/솔루션,• 국내외 출장 및 파견 업무에 지장 없어야 함,"• 전공 기사 자격증 보유자
• 전공분야 석,박사
• 외국어(영어) 가능자
• 교내 전공관련 수상실적 및 대회 참가 경력자","경력
신입","C++
C#
Java
SQL
BigData",https://www.jumpit.co.kr/position/9630,"• 사대보험 및 퇴직연금 적립
• 구내식당 점심, 저녁 식대 지원
• 휴대폰 요금 지원
• 자기개발비
• 본인, 배우자 생일 선물
• 휴가비(가족포함)
• 년말 경영성과급
• 자격증취득지원(과정중 50%/취득후 50%)
• 콘도(리조트,호텔) 예약 및 숙박비 지원
• 팀별 회식비 지원(월별)
• 시기별 각종 선물 지급
• 계절별 작업복, 근무복, 노트북, 모니터 등 장비 지급"
웅진,"마감일
상시",SAP FCM 운영,SW/솔루션,"• SAP FCM 운영 or 프로젝트 수행 경험 3년 이상
• 회계, 자금, 원가, 손익 관련 전반적인 업무 이해 보유자","• SAP S/4HANA 경험
• SAP FCM 관련 자격증 보유
• 타모듈 및 ABAP 관련 지식 및 경력 보유
• 다수 고객사 운영업무 경험
• 고객사 파견 가능자","경력
경력 3~20년","SAP
ABAP",https://www.jumpit.co.kr/position/11949,"• 복지카드 지급 - 직위 및 근속 기간에따라 포인트 지급
• 또또사랑 휴가 - 근속기간 7년 이상 근속자에게 안식 휴가 제공
• 고사양 노트북 및 모니터 지급
• 기술 자격증 취득 지원 및 자격증 수당 지급
• 시간단위 연차사용 가능 (최소 2시간 부터)
• 사내카페 / 사내 동호회 / 전자도서관 운영
• 건강검진(년 1회) / 헬스케어 프로그램 운영
• 경조사지원 / 휴양시설 지원
• 자녀입학축하금 / 명절선물 지원
• 정기휴가(유급) / 출산휴가, 육아휴직 / 출산축하선물 등
• 연말 우수사원 / 장기근속 포상제도"
웅진,"마감일
상시",ABAP 개발,SW/솔루션,"• SAP ABAP 개발 경험 4년 이상
• New Open SQL 경험","• SAP S/4HANA 프로젝트 경험
• Fiori, BOBF, Web Dynpro, Java 관련 개발 경험
• TR, TM, EWM 개발 경험
• SAP 관련 자격증 보유","경력
경력 4~20년","SAP
ABAP
SQL",https://www.jumpit.co.kr/position/11944,"• 복지카드 지급 - 직위 및 근속 기간에따라 포인트 지급
• 또또사랑 휴가 - 근속기간 7년 이상 근속자에게 안식 휴가 제공
• 고사양 노트북 및 모니터 지급
• 기술 자격증 취득 지원 및 자격증 수당 지급
• 시간단위 연차사용 가능 (최소 2시간 부터)
• 사내카페 / 사내 동호회 / 전자도서관 운영
• 건강검진(년 1회) / 헬스케어 프로그램 운영
• 경조사지원 / 휴양시설 지원
• 자녀입학축하금 / 명절선물 지원
• 정기휴가(유급) / 출산휴가, 육아휴직 / 출산축하선물 등
• 연말 우수사원 / 장기근속 포상제도"
원프레딕트,"마감일
상시","HW 개발 (센서 및 통신, 전문연구요원 가능)",SW/솔루션,"이런 분이 필요해요!
• 신호처리, 센서 관련 학과를 나오신 분
• 센서 핸들링 (IEPE 진동, MEMS 진동, CT 센서 등) 경험이 있으신 분
• 3년 이상의 경력을 보유하신 분
• NI Labview 프로그래밍 경험이 있으신 분
• Python/C/MatLab/Julia 등 하나 이상의 프로그래밍 경험이 있으신 분
• 데이터 분석(신호처리) 경험이 있으신 분","이런 경험이 있으면 더 좋아요!
• Git / Jira / Confluence 등의 협업 툴 사용 가능하신 분
• 유관 분야 석/박사 학위 보유자
• 전문연구요원 편입 / 전직을 희망하시는 분
• HW base에서 SW(backend/cloud)로의 업무 확장을 희망하는 분(교육 및 관련 분야 협업 기회)","경력
경력 3~5년","labview
Python
C
MATLAB
Julia
Jira
Confluence",https://www.jumpit.co.kr/position/16323,"[Compensation Package]
• 최고의 인재에 걸맞는 경쟁력 있는 수준의 연봉 지급
• 4대 보험, 퇴직금, 연차
• 전사 목표 달성 시, 상여금 지급
• 직원 추천 및 특허 포상 지급
• 장기근속자 포상

[Work Environment]
• 책임자율출퇴근제 (교통 걱정, 아이 걱정하지 않게 오전 7:30~10:30 사이에 자유롭게 출근)
• 자유로운 복장과 수평적인 조직문화
• 점심 식대 지원
• 사내 카페(Awesome Place)에서 커피, 음료, 간식 무한 제공
• 언제든지 편안하게 쉴 수 있는 휴식 공간
• 선릉역에서 200미터, 테헤란로에 위치한 최고의 접근성과 쾌적한 사무실에서 최고의 동료들과 함께 근무
• 최고 사양의 업무 장비 및 소프트웨어
• 야근 시 택시비 지원
• 업무 관련 서적 및 물품 전부 지원
• 최신 세미나/컨퍼런스 및 업무 관련 교육 지원

[Refresh]
• 매년 건강검진 지원
• 명절 선물 및 경조사 지원
• 생일 당일 유급 휴가
• 티키타카데이(2시간 조기 퇴근)
• 사내 동호회 활동비 지원
• 법인차량 주말/휴일 개인 사용 가능"
42dot,"마감일
상시",Vehicle Application SW Engineer(Connectivity),SW/솔루션,"• 학사 이상의 학위 소지자로서, 차량 SW 개발 관련 3년 이상 경력 보유자
• SW 요구사항 분석 및 아키텍처 관련 설계 문서 작성 경험 보유자
• 임베디드 소프트웨어 개발 관련 프로젝트 수행 경험 보유자
• 시스템 및 어플리케이션 기능 설계 및 개발 경험 보유자
• C/C++ 언어, 임베디드 관련 코딩 기술 보유자","• HKMC 통신 통합 제어기(CCU : Central Communication Unit) 소프트웨어 개발 유경험자
• HKMC CCU 표준사양(기능/시스템/진단 사양서) 개발 및 CCU 차종 전개
• 비즈니스 기본 영어 및 기술 미팅 가능자","경력
경력 3~10년","SW
C
C++",https://www.jumpit.co.kr/position/17607,"• 근무제도: 유연근무제를 통해 임직원이 효율적으로 근무시간을 활용할 수 있도록 지원합니다.
• 단체 상해보험: 본인 및 배우자, 직계가족의 상해보험 가입을 지원합니다.
• 경조사 지원: 본인 및 가족의 경조사 발생 시 지원합니다.
• 명절선물: 설/추석 명절에 각 300,000원의 명절선물을 지급합니다.
• 건강검진: 임직원의 건강검진을 매년 지원합니다.
• 저금리 대출지원: 회사와 협약을 맺은 시중은행을 통해 저금리 대출을 지원합니다.
• 복지카드: 연간 3,000,000원을 지급하며 자기계발, 문화/여가 활동 등의 목적으로 사용 가능합니다. (중도 입사 시 당해 년도 재직일수 기준으로 일할 계산 후 부여) 
• 휴양시설: 별도의 직원 전용 프라이빗 휴양시설(아난티 리조트)을 이용하실 수 있도록 지원합니다."
아인시스에이아이랩,"마감일
상시",소프트웨어 엔지니어 경력 채용,SW/솔루션,"• 컴퓨터 공학 및 유관학과 학사 이상의 학위를 소지하신 분
• 2년 이상, 7년 미만의 Software Engineering 업무경험을 보유하신 분
• C++, C#, Java, Rust 중 1개 이상 코딩 경험이 있으신 분
• Git 버전 관리 시스템 사용 경험이 있으신 분
• 네트워크 애플리케이션 개발 경험이 있으신 분
• NoSQL 구축 및 개발 경험 (RocksDB, MongoDB, ElasticSearch, Clickhouse 등) 이 있으신 분
• 클라우드 환경에서 업무 경험이 있으신 분","• Rust 개발 경험이 있으신 분
• 머신러닝 데이터 분석 경험이 있으신 분","경력
경력 2~7년","SW
AI/인공지능
C#
C++
Java
Rust
Git
NoSql
REST API",https://www.jumpit.co.kr/position/17651,"• 포지션에 맞는 최고급 장비(갤럭시북, 그램, 맥북) 지급
• 4K 모니터 제공
• 로지텍, 애플 등 개인이 희망하는 키보드・마우스 제공
• 영어 닉네임을 통한 직급 없는 소통문화
• 근로시간을 개인이 관리하는 1개월 단위의 완전 선택적 근로시간제 운영
• 자율적인 근무장소 지정 (재택/사무실/카페 등)
• 반반차 단위의 자유로운 연차 사용
• 점심 식비 지원
• 커피/간식 무제한 제공
• 자율 복장
• 장기근속자 대상 유급휴가/휴가비 지급
• 개인 법인 카드 지급
• 업무 관련 교육•컨퍼런스•세미나 등 비용 지원
• 명절선물 및 경조사 지원
• 최대 300만원의 인재추천 보상금"
인투액션,"마감일
상시","Java 개발자, 솔루션 개발자",SW/솔루션,"• Java, JavasScript 3년 이상 개발 경험
• 대시보드 개발 경험
• 비즈니스 프로세스 관리 시스템 개발 경험자 우대
• PI 프로젝트 경험자 우대","• 업무와 일상을 즐길줄 아시는 분
• 동료 및 고객과 좋은 관계를 유지하시는 분
• 함께 성장하고 함께 희노애락을 나눌줄 아시는 분
• 담당업무에 열정을 갖고 계신 분","경력
경력 3~20년","Java
JavaScript
HTML5
XML",https://www.jumpit.co.kr/position/17777,"• 고객사 투입 프로젝트가 없는 경우 재택근무 권장
• 4대 보험
• 식대 지원
• 3년, 5년, 10년 근속자 포상
• 건강검진
• 사업성과에 따른 Profit Share"
알지티,"마감일
상시",대시보드 소프트웨어 개발자,SW/솔루션,"• 웹 애플리케이션 개발/운영 실무 2년 이상 경력자
• 클라우드 환경에서 애플리케이션 개발 경험자 
 - AWS / RESTful API
• Git과 같은 협업툴 개발 경험자","• 로봇 모니터링 웹 개발 경험자 (서비스로봇, AMR, AGV)
• 컴퓨터공학/전자공학 전공자
• 급성장하는 서빙로봇 시장의 RaaS 개발을 경험할 분 (Robotics as a Service)","경력
경력 2~20년","AWS
REST API
Git",https://www.jumpit.co.kr/position/17864,"• 자유로운 연/월차 사용
• 간식 제공
• 중,석식 제공
• 자녀 학자금 지원
• 상여금 및 복지비 지급"
프라이빗테크놀로지,"마감일
상시",Windows 개발,SW/솔루션,"• 유관 경력 3년 이상
• C/C++ 이나 C# 둘 중 하나는 다룰 수 있는 분","• C/C++/C# 모두 다루실 수 있는 분
• MVVM 등 아키텍쳐 설계 경험
• 네트워크, VPN 관련 지식
• 시스템 프로그래밍 경험
• Git, JIRA, Notion 사용 경험","경력
경력 3~15년","Windows
C
C++
C#
VPN
Network",https://www.jumpit.co.kr/position/17944,"• 시차출퇴근제 (오전 8시부터 10시까지 원하는 시간에 출근)
• Go Together Program 성과급 지급(성과에 따른 변동성 보상)
• 연간 50만원한도 내 자기계발비 지급
• 생일축하금 및 경조사 지원
• 다과 제공
• Hero of the Year: 그 해 최고로 회사를 빛낸 멤버 선정 및 보너스 지급
• 명절상여금 지급
• 퇴직연금 별도가입
• 회식비 지급
• 장기근속자 5년 Refresh 휴가 5일
• 하계휴가비 지급"
그린브릭스컴퍼니,"마감일
상시",[디지털 광고 운영/분석 솔루션 개발자] 채용,SW/솔루션,"• 학력: 초대졸 이상
• 경력: 5년~15년","• 풀스택(앱포함)
• DSP/SSP/DMP 등의 디지털마케팅 플랫폼 구축 경험이 있는 분
• MsSQL 등의 DB프로그래밍 설계 경험이 있는 분
• 대용량 DB 데이터 운영 및 관리 경험이 있는 분
• 디지털 광고 로그분석 관련 시스템 개발 경험이 있는 분
• 빅데이터 처리 및 쿼리 튜닝이 가능한 분","경력
경력 5~15년","db
mssql
querydsl
api tracker
sw
SQL
MSSQL",https://www.jumpit.co.kr/position/15120,"• 탄력근무제(9시~10시 출근)
• 퇴직연금
• 내일채움공제 신청 가능
• 각종 경조사지원
• 고사양 업무용 노트북/PC
• 명절 상여금
• 연봉 외 연 240만원 상당의 복지비 지급
• 1인 1법인카드 지급
• 웰컴키트 지급
• 신입사원 10주간 온보딩 프로그램 진행
• 그린데이: 한달에 한 번, 하루 4시간만 근무
• 브릭스데이: 매달 2회 금요일 1시간 일찍 퇴근
• 필요 시 재택근무 시행(업무 환경 지원)
• 3년/5년 만근 유급 휴가
• 생일자 오후 2시 퇴근, 생일 반차
• 자유로운 연차 사용
• 임직원 리조트 회원권 이용 가능
• 사전 예약시 법인차량 이용 가능
• 장기 근속자 및 승진 인센티브
• 생일 축하 선물 지급
• 건물 내 커피숍 제휴: 1일 1커피 무료 제공
• 스낵바 상시 운영
• 업무 관련 강좌, 웨비나 지원
• 업무 관련 도서 지원"
노르마,"마감일
상시","S/W 부문 개발자 채용(연봉 5,000~7,000/병역특례가능)",SW/솔루션,"[공통 자격요건]
• 학력 : 대졸 이상 (4년)
• 나이/성별 : 무관

[네트워크 보안 SW개발]
• 경력 : 경력(3년 이상)
• C/C++ SW 개발 능력 
• Linux 커널 및 Linux 시스템에 대한 이해 ","[네트워크 보안 SW개발]
• 유관업무 경력자
• 전공 : 전산학·컴퓨터공학, 응용소프트웨어공학, 정보·통신공학
• 네트워크 보안 장비 (IPsec VPN, SSL VPN, 방화벽, IPS 등) 개발 경험 
• OpenVPN, OpenSSL 개발 경험
• VPN 클라이언트 개발 경험 
• PQC (양자내성암호) 관련 경험 ","경력
경력 3~10년","sw
c
c++
linux
embedded
python",https://www.jumpit.co.kr/position/15310,"• 자율 복장
• 정시퇴근
• 자율적 연차 사용
• 야근수당 지급
• 자기개발비 지급
• 4대보험
• 스톡옵션 지급
• 퇴직금 지급
• 명절 상여금 지급
• 생일 선물 지급"
엔지온시스템,"마감일
상시",비전검사 / 자동화 검사 / 인공지능 / 머신러닝 제어 개발자 정규직 채용,SW/솔루션,• 신입/경력 무관,"• 전기/전자공학, 컴퓨터/시스템공학, 공학계열 
• 해당직무 근무경험","경력
신입~20년","ai/인공지능
machinelearning
c#
.net",https://www.jumpit.co.kr/position/15503,"[지원금/보험]
• 각종 경조사 지원, 단체 상해보험

[급여제도]
• 퇴직연금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험
• 명절선물/귀향비

[교육/생활]
• 신입사원교육(OJT), 교육비 지원, 점심식사 제공, 저녁식사 제공, 식비 지원, 음료제공(차, 커피)

[근무 환경]
• 휴게실, 회의실, 노트북

[조직문화]
• 수평적 조직문화, 자유로운 연차사용

[출퇴근]
• 기숙사 운영, 주차장제공, 회사차량 있음, 주 52시간제 준수, 주 40시간제 시행

[리프레시]
• 연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
모트렉스,"마감일
상시",MCU 개발,SW/솔루션,"• 학사 이상
• 경력 4년 ~ 10년
• 차량용 ECU 개발 경험자
• H/W 리뷰/디버깅 가능자
• OSEK 등 RTOS 경험자","• Vector MICROSAR / Vector CANbedded 기반 개발 경험
• 다채널 CAN/LIN 개발 경험
• ALTOSAR 기반 OTA 개발 경험
• HSM Firmware 활용 보안 기능 개발 경험
• BMS Solution Integration / FW 개발
• ASIL-B 개발 경험","경력
경력 4~10년","SW
MCU
RTOS",https://www.jumpit.co.kr/position/14922,"• 휴가 : 하계유급휴가, 단체연차
• 일/가정 : 유연근무제, 패밀리데이
• 포상 : 장기근속자 포상
• 건강 : 종합건강검진, 독감예방접종 지원
• 현물성 복지 : 복지포인트(80만원/年), 변동성과급
• 근무제도 : 주5일 근무, 자율복장제도, 기숙사지원(천안공장), 구내식당(천안공장)"
모트렉스,"마감일
상시",Android Automotive Frameworks 개발,SW/솔루션,"• 학사 이상
• 전자/전산/정보통신 계열
• 경력 5년 ~ 10년 이하
• Android/Linux 기반 개발 경험자
• Android Automotive Frameworks 개발 경험자
• C/C++, JAVA 고급","• Automotive Interface 구조 이해
• 양산 경험","경력
경력 5~10년","Android OS
Android Studio
Linux
Java
C++
Android SDK
C",https://www.jumpit.co.kr/position/14919,"• 휴가 : 하계유급휴가, 단체연차
• 일/가정 : 유연근무제, 패밀리데이
• 포상 : 장기근속자 포상
• 건강 : 종합건강검진, 독감예방접종 지원
• 현물성 복지 : 복지포인트(80만원/年), 변동성과급
• 근무제도 : 주5일 근무, 자율복장제도, 기숙사지원(천안공장), 구내식당(천안공장)"
엑소시스템즈,"마감일
상시",디지털헬스케어 플랫폼 SW개발자(병역특례 가능),SW/솔루션,"• Kotlin 기반의 안드로이드 네이티브 앱 개발 역량
• Bluetooth 데이터 통신을 위한 네트워크 프로그래밍 역량
• AWS/Firebase 기반의 백엔드 기초개발 역량 (이해도)
• 개발 포트폴리오 제출","• 앱/웹 기반 사용 서비스 초기 개발 및 런칭 경험
• 실제 사용자의 피드백을 통한 주기적인 디버깅 및 업데이트 경험
• 클라우드 플랫폼에서의 서버 구축 및 구동에 관한 높은 이해와 경험
• 프로젝트 리드 경험","경력
신입~7년","Kotlin
Android OS
AWS
SW",https://www.jumpit.co.kr/position/4492,"최고의 복지는 함께 하는 동료들과의 협업하는 과정에서 성장을 경험하는 것이라고 합니다. 개인과 회사의 성장, 성과에 대한 보상 등 치열한 만큼 보람을 느낄 수 있도록 만들어가고 있습니다. 기업의 성장 단계에 맞는 복지체계를 지속적으로 늘려가도록 하겠습니다.

• 육아 고충에 대한 공감 및 근무시간 조정
• 자유로운 휴가 사용문화
• 아직은 크게 열려있는 스톡옵션 부여 기회
• 성과에 따른 인센티브 지급
• 결혼 축하금 및 기타 경조사비
• 리프레시 휴가 및 휴가비 지원
• 병역특례 제도 운영"
Klinelex,"마감일
상시",윈도우/리눅스 어플리케이션 개발자,SW/솔루션,• Embedded SW 개발 경험 3년 이상,"• Android/Linux application 개발 경험하신분
• Android/Linux Kernel/Driver 개발 경험하신분","경력
경력 3~20년","C
C++
C#
Windows
Linux
Qt
SW
GitLab
Android OS",https://www.jumpit.co.kr/position/11333,"• 4대보험 + 퇴직연금
• 구정, 추석, 여름, 연말 보너스 + 연1회 이상 인센티브
• 사내식당, 카페테리아, 중식 제공, 석식 제공(야근시)
• 기술개발제안포상
• 주차가능"
스카이오토넷,"마감일
상시",임베디드 SW 개발자,SW/솔루션,"• 본 채용건은 병역특례 (전문연구요원) 모집 건입니다.
• 석사 재학/졸업자 必","• 자율주행, 임베디드, 블랙박스, ADAS 등 관련 연구 경험이 있으시다면 우대됩니다.","경력
신입~10년","Linux
Embedded
Embedded Linux
Qt
RTOS
C
C++
SW
FW",https://www.jumpit.co.kr/position/13439,"근속연수 평균 5년 이상, 다양한 연령대가 공존하는 기업 (주)스카이오토넷입니다.

[근무조건]
• 근무형태 : 정규직 (수습기간 3개월)
• 근무시간 : 주 5일 / 09:00~18:00
• 급여/직위 : 면접 시 협의 (전직장 대비 협의)

[복리후생]
• 4대보험 / 퇴직연금 가입
• 웰컴키트 제공
• 개별 법인카드 제공
• 자유로운 연차 사용
• 맛있는 커피, 차류 구비
• 경조휴가 / 경조사비 지원
• 야근 발생 시 석식제공
• 직무 관련 도서/교육/세미나 지원
• 사내 인재추천 포상제도
• 부서별 회식비 지원 등"
딥엑스,"마감일
상시",[AI반도체] 딥엑스 SW 기술 개발 리드,SW/솔루션,"• 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력
• 조직 단위로 개발되는 각종 SW 기술 개발 지식 및 기술 
• 전체 개발되는 SW 코드의 품질 관리
• CI/CD 및 기타 소프트웨어 엔지니어링 관행을 따르는 애자일/스크럼 환경에 대한 경험
• SW 개발 프로젝트를 매니지 해본 경험 및 직무 능력
• 상용 SW 결과물 배포와 관리 및 개선 경험
• 신규 개발자 역할을 신설하고 전체 조직에 유기적 협력이 가능하도록 Integration해 본 경험
• C++, Python 및/또는 CUDA에 대한 프로페셔널한 지식 및 경험","• 최신 딥러닝 기법과 응용 분야에 대한 지식을 보유한 분
• NPU SDK 기술을 개발해 본 경험
• 큰 조직 단위 SW 기술 개발 경험","경력
경력 5~20년","SW
C++
Python",https://www.jumpit.co.kr/position/8998,"• 회사와 함께 성장을 위한 전 직원 스톡옵션 증여
• 일 3식(아침, 점심, 저녁) 식사 지원
• 명절 상여 금 등 별도 상여 총 100만원/년 지급 
• 스탠딩 데스크, 최신 사양의 노트북, 듀얼 모니터 등 업무 환경 지원
• 경조휴가 및 경조금 지원
• 구성원의 건강증진을 위한 종합 건강검진 지원(연1회)
• 커피, 티, 두유, 비타음료, 각종 스낵 등 다양한 음료와 간식 무한 지원 
• 국민연금, 건강보험, 산재보험, 고용보험 4대 보험 가입 

복지제도는 (주)딥엑스와 함께 성장해 나아갈 예정입니다."
베이리스,"마감일
상시",[병역특례] 자율주행 부문 S/W 개발자,SW/솔루션,"• 석사 이상
• 이공계 전공 (전자 혹은 컴퓨터공학과)
• C/C++ or Python","• 자율주행 및 AI 분야 전공자 
• 해외학회/저널 제1저자로 논문 게재 경험 
• 수상 경험 
• 논문 내용을 구현 가능한 사람 
• 구현 속도가 빠른 사람","경력
신입~5년","C
C++
Python
AI/인공지능
SW",https://www.jumpit.co.kr/position/15819,"• 부서별 자율출근제 운영 (8,9,10시 중 부서상황에 맞게 조율가능)
• 중/석식 지원
• 사내 동호회 활동 지원
• 하계휴가일 별도 지"
모트렉스,"마감일
상시",Bluetooth/WiFi 개발,SW/솔루션,"• 학사 이상
• 전자/전산/정보통신 계열
• 경력 5년 ~ 10년
• Android/Linux 기반 개발 경험자
• C/C++, JAVA 고급","• Bluetooth/WiFi 동시 개발 경험
• Wired/Wireless CarPlay/Android Auto 인증 지원 
• Bluetooth/WiFi Combo Module 기반 개발 경험
• Bluetooth v4.2 이상 Stack/Profile 개발 경험
• Linux Device Driver 개발 경험
• 양산 경험","경력
경력 5~10년","C
C++
Android OS
Java
Linux",https://www.jumpit.co.kr/position/14921,"• 휴가 : 하계유급휴가, 단체연차
• 일/가정 : 유연근무제, 패밀리데이
• 포상 : 장기근속자 포상
• 건강 : 종합건강검진, 독감예방접종 지원
• 현물성 복지 : 복지포인트(80만원/年), 변동성과급
• 근무제도 : 주5일 근무, 자율복장제도, 기숙사지원(천안공장), 구내식당(천안공장)"
단디코리아,"마감일
상시",백엔드 프로그램 (ERP) 유지보수 경험자,SW/솔루션,"• ASP.NET MVC 5 프레임워크 이해
• SDK (개발툴) 개발
• .MS - SQL","• ERP , CRM , WMS등 기업 업무관리 시스템 유지보수 경험자
• 경력 2년이상","경력
경력 2~3년","ASP.NET
MSSQL
ERP",https://www.jumpit.co.kr/position/17111,"[업무 관련 복지]
• 우수사원 시상식
• 워크샵
• 신입사원교육(OJT)
• 직무능력 향상 교육
• 탄력근무제
• 4대 보험
• 여름 휴가
• 경조휴가제
• 반차
• 근로자의 날 휴무
• 포상휴가
• 인센티브제

[다양한 지원]
• 도서구입비 지원
• 교육비 지원
• 자기계발비 지원
• 노트북 지원
• 야간 교통비 지급
• 사무용품 지급

[기타 복지]
• 명절선물 / 귀향비
• 생일선물 / 파티
• 육아휴직
• 회의실
• 자유복장
• 음료 제공(차, 커피)"
