회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
EVAR,"마감일
상시","안드로이드, iOS 개발자 채용",크로스플랫폼 앱개발자,"• Flutter 개발 및 서비스 운영 경험이 있으신 분
• 안드로이드, iOS 애플리케이션 개발 경력 1 ~ 3년 이신 분
• 안드로이드, iOS 플랫폼에 대한 이해도를 가지신 분: Kotlin, Swift
• REST API 연동 경험 있으신 분
• iOS 또는 AOS 로 개발된 앱을 스토어에 배포 한 경험이 있으신 분","• iOS/Android개발 경험(기존 네이티브)이 있으신 분
• flutter 플랫폼 별 코드 작성 경험이 있으신 분
• Firebase 연동 경험이 있으신 분
• 디자인 패턴과 성능 최적화에 능숙하신 (혹은 많은 고민을 해보신) 분","경력
경력 1~3년","Flutter
REST API
Kotlin
Firebase
Swift
Android OS
iOS",https://www.jumpit.co.kr/position/16921,"• 주5일 / 자율출퇴근제
• 점심/저녁 식사 제공은 물론, 간식 무제한
• 특별한 당신을 위한 생일 반차!
• 제주도 여행 시 제주도 직원 사택 사용 가능
• 자기개발을 위한 도서 구매 지원
• 체력단련을 위한 헬스비 지원
• 임직원 건강을 위한 종합검진 지원"
잉글리시에그,"마감일
상시","PHP, Laravel, MySQL, Flutter 웹개발자 경력직 채용",크로스플랫폼 앱개발자,"• Flutter 개발 경력 3년 이상
• Legacy PHP,Lalavel 웹 개발 경험자
• AWS 등 클라우드 개발 환경 경험자","• React 개발 경험
• Restful API 경험자
• 다양한 기술 스택 관심이 많은 분
• 원활한 커뮤니케이션 가능한 분","경력
경력 2~5년","PHP
Laravel
MySQL
React
AWS
Linux
Flutter",https://www.jumpit.co.kr/position/9377,"• 자신의 아이디어와 역량을 자유롭게 펼칠 수 있는 수평적 구조(PD제 도입) 
• 출근시간 조정할 수 있는 선택근무제도 
• 눈치 보지 않는 자유로운 연차 사용 
• 눈치 안보는 칼퇴근! 야근을 지양하고 근무시간에 집중하는 문화 
• 저녁식사 지원 
• 사내 커피 지원 
• 도서 지원"
블루앤트,"마감일
상시",Flutter 개발자(1년 이상),크로스플랫폼 앱개발자,"• Flutter를 사용하여 앱 개발 및 서비스 가능(IOS, AOS 배포 가능)하신 분
• 상태 관리에 대한 이론을 숙지하신 분 (사용 패키지 BLOC)
• 주도적으로 서비스를 개발 및 운영 하실 수 있는 분
• 애자일한 업무 방식에 적응이 가능하신 분","• 화상통화서비스, 채팅서비스를 플루터로 해보신분
• App Native(Kotlin, Swift 등) 개발을 해보셨거나 개발을 하시는데 두려움이 없으신 분
• 자사 서비스에 애정을 가지고 서비스를 만들어나가실 분
• 자기 주도적으로 프로젝트 설계 및 토론이 가능하신 분
• 좋은 코드를 위해 고민하시는 것을 즐기시는 분","경력
경력 1~5년","iOS
Android OS
Flutter",https://www.jumpit.co.kr/position/3485,"• 본인 및 가족 건강 검진 지원
• 직무 역량 강화 교육 프로그램 지원
• 창립 기념일 휴가
• 무제한 도서 구입 지원
• 복지 포인트 지급
• 생일 당일 케이크 제공
• 경조 휴가 및 경조사비 지원
• 건강 간식 제공
• 휴가비 지원
• 자유로운 연차 사용
• 야근 식대 지원"
가인지캠퍼스,"마감일
상시",주니어 어플리케이션 개발자,크로스플랫폼 앱개발자,"• 비즈니스 요구사항에 맞게 로직을 설계 구현하고 운영할 수 있는 분
• React Native를 통한 WebView 기반 앱 개발 관심 있으신 분
• Git과 Github을 통한 협업 경험이 있으신 분
• Android Developer로 성장하고 싶은 분","• Node.js, Typescript, React Native 기술을 잘 사용하시는 분
• React를 활용하여 client-side 웹을 만든 경험이 있으신 분
• 개인의 성장과 프로덕트의 완성도를 높이는데 열정이 있으신 분
• 개발 코드 품질을 높이는 일에 열정이 있으신 분
• 디자이너, 기획자, 동료 개발자와의 소통이 원활하신 분","경력
신입~3년","React Native
JavaScript
Android OS
iOS
Git
GitHub",https://www.jumpit.co.kr/position/15979,"[가인지캠퍼스 개발 문화]

• 매주 월요일 오전에 개발자 정기 티타임을 가지면서 작업을 하며 가졌던 고민들을 함께 나누고 개발 문화를 팀원과 함께 만드는 시간을 가지고 있습니다.
• 성장에 대해서 아낌없는 응원과 지원을 해드립니다. (외부 컨퍼런스 참석, 외부 세미나 참석, 교육비 지원, 미팅 등)
• Agile 기법을 활용해서 개발 계획을 세우고 개발을 하며 피드백을 매 주 스프린트로 진행하고 있습니다.


[즐겁게 일할 수 있다면]

• 업무용 노트북 및 주요 장비 제공
• 건강검진 지원(배우자 포함)
• 연 1회 해외여행
• 자유로운 연차 및 재택 근무
• 스낵코너 및 음료 냉장고 무제한 무료 이용"
미소,"마감일
상시",[miso] Mobile Developer(Growth),크로스플랫폼 앱개발자,"[What you need]
• Experience in a rapidly changing environment, startup all-hands-on-deck experience with a do whatever it takes mentality
• Great problem solving skills. You think from first-principles, you know how to take apart a problem and identify key issues.
• Data driven mentality. You make decisions based on facts but also understand how to balance speed vs. perfection when executing
• 2+ years of experience in mobile application development for Android and iOS platforms with a focus on consumer-facing products and experimentation.
• Strong knowledge of mobile application development using React Native
• Strong analytical skills with experience in data analysis and A/B testing
• Ability to communicate in English
• (Preferred) 1+ years of experience in back-end development, including developing and maintaining APIs and databases
• (Preferred)Experience with Firebase
• (Preferred) Experience with growth marketing tools and platforms such as Google Analytics, Mixpanel / Amplitude, or Mobile Attribution Tools - AppsFlyer, Adjust, Branch","[Our tech stack]
• Mobile Frontend : Typescript, React Native, Redux, FCM(Firebase Cloud Messaging), Jest
• Web Frontend : Typescript, Next.JS, React, Webpack, Jest, Storybook
• Backend : Serverless Framework, Express JS, Koa, Fastify, Python, Go, FastAPI, Ruby on Rails(Legacy)
• Infrastructure : AWS, Nginx, Terraform, Kubernetes(EKS)
• Database : PostgresSQL, DynamoDB, MongoDB, Hasura
• Data Warehouse : Redshift
• Data Science : Go, Python
• Analytics Tool : Amplitude, Branch
• CI/CD Pipeline : Github Actions
• Design Tool : Figma, Adobe","경력
경력 2~10년","JavaScript
TypeScript
React
Next.js
Webpack
Jest
Redux
React Native
Android OS
iOS",https://www.jumpit.co.kr/position/15839,"• Stock options for full-time employees
• Latest equipment every two years
• Hybrid work that allows you to work from home and to work in the office 
• miso service once a month (4 hours)"
아프리카티비,"마감일
상시",[아프리카TV] Global 스트리밍 플랫폼 React Native 개발,크로스플랫폼 앱개발자,"• 관련 경력 4년 이상 보유하신 분
• React Native 기반의 앱 개발 경험을 보유하신 분
• CodePush 등을 이용한 배포 관리 경험을 보유하신 분","• React Native 기반의 앱 개발 경험을 보유하신 분
• 글로벌 서비스 개발 경험을 보유하신 분
• 원활한 커뮤니케이션이 가능하신 분
• Native App 개발 경험이 있으신 분 ( Android, iOS Native )
• 영어 커뮤니케이션이 가능하신 분","경력
경력 4~10년","React Native
CodePush
Android OS
iOS",https://www.jumpit.co.kr/position/17177,"• 더 크게 누려요
복지포인트, 명절포인트, 사내대여금, 성과급, 장기근속상, 자기계발 지원, 출퇴근 지원, 동호회

• 건강하고 즐겁게 일해요
주 35시간, 재택근무, 닉네임 소통, e-townhall meeting, 리프레쉬 휴가, 건강검진, 단체상해보험, 마음토닥 프로그램, 카페테리아, 휴양시설 지원, 전사행사, SEED 제도

• 가족을 응원해요
가족친화 경영, 경조사 지원, 부모님 생신선물, 본인생일축하

• 나누면 행복해요
1% 나눔운동, 사회공헌 콘텐츠"
바이스벌사,"마감일
상시",Flutter 프론트엔드 개발자,크로스플랫폼 앱개발자,"• 프론트엔드 개발 관련 경력 3년 이상
• 빠른 습득 능력과 협업 커뮤니케이션 역량","• Flutter 개발 경험 있는 분
• 앱 서비스 출시 및 운영 경험 있는 분
• AI 기술에 관심 많은 분
• 생산성 향상에 관심 있는 분
• 패션, 패션 트렌드에 관심 있는 분","경력
경력 3~10년","Flutter
React
AWS",https://www.jumpit.co.kr/position/17618,"[일하는 방법]
• 일의 “효율”보다는 일의 “효과”를 생각하여 실행합니다.
• 혼자서 다른 의견이 있을 때에도 주저하지 않고 얘기합니다.
• 피드백을 줄 때에는 솔직하고 명확하게, 하지만 인격적 비난으로 느껴지지 않게 합니다.
• 자신의 의견이나 업무 결과물에 대한 평가를 자신에 대한 평가로 받아들이지 않습니다.
• 정보는 신속하고 투명하게 공유하여, 같이 빠르게 고민하고 실행합니다.

[근무 조건]
• 근무 형태 : 정규직 (수습 3개월, 급여 100% 지급)
• 근무 시간 : 월 - 금, 9:30 - 18:30
• 근무 장소 : 서울시 중구 삼일대로 343, 10층 (위워크 을지로, 을지로3가역 도보 5분)"
바이브존,"마감일
2023-07-31",React Native App 개발(2년이상),크로스플랫폼 앱개발자,"• React Native App 서비스 개발 및 운영 경험 2년이상
• Mobile App (Android, iOS) 개발/배포/운영 경력 3년이상
• JavaScript/TypeScript, JavaScript Style 능숙자
• React-Native, Recoil(or Redux), CodePush 배포관리 경험자","• 글로벌 앱서비스 개발 경험자 (i18n, l10n)
• Cross-platform 기술스택에 대한 기술적 이해 보유자 (Flutter/ionic 등)
• Unit Test 및 CI/CD에 대한 경험자
• Git 사용한 협업이 가능하고 Code review에 적극적으로 참여","경력
경력 2~8년","React Native
TypeScript
JavaScript
Git
iOS
Android OS",https://www.jumpit.co.kr/position/17803,"• 09시 30분 ~ 16시 30분 (금요일 유연근무제)
• 생일 유급휴가 제공
• 도서구입비 지원, 간식 및 음료 제공
• 제로페이 20만원/월 지급(자유로운 식사)
• 수평적인 조직 문화(~님 으로 소통)
• 명절 귀성여비 제공
• 자유로운 연차 사용"
블랙탠저린,"마감일
상시",모바일 앱 개발자 구인,크로스플랫폼 앱개발자,"• 지원 자격: 경력직 (서비스 개발 및 운영 경험 필수)
• 앱 개발 경험(안드로이드/iOS/하이브리드 앱 개발 모두 포함)
• 과거에 Flutter 경험이 없더라도 쓸 의향만 있으면 돼요.

현재 Client 기술 스택은 기존 앱 개발자들의 의견에 따라가고 있는데요.
좀 더 자세한 기술 스택은 다음과 같습니다.

- Flutter
 - State Management
 - GetX (현재 적용 중)
 - Provider
 - BloC
 - RiverPod 중 하나로 전환 계획도 있습니다.
- Android
 - Kotiln
- iOS
 - Swift
- Front Library
 - React
 - Vue
 - Svelte 중 1개 표준을 근 시일 내 확정 예정
- Firebase
- Git / Github / Github Action","• 적극적으로 스스로 문제점을 찾고 수정하며 성장
• Cross-Platform 생태계의 이해
• Clean Architecher에 대한 관심
• Mobile Application 개발 외에 다른 분야(ex. DevOps, FrontEnd, Backend, 기초 CS)에 대한 관심
• 비지니스와 사용자에 대한 깊은 이해
• 개발 전문가가 되어 지식을 공개적으로 아낌 없이 공유
• 백엔드 개발자, 기획자, 디자이너 등 제품팀과 끈끈한 협업 관계를 맺기 위해 최선을 다해야 함","경력
경력 3~15년","Kotlin
Swift
iOS
Android OS
Flutter
Dart",https://www.jumpit.co.kr/position/15454,"• 연봉 협의 (직전 연봉 고려)
• 스톡 옵션
• 연차, 생일 휴가
• 4대 보험
• 도서 및 교육비 지원
• 경조사비 지원
• 점심 식대 제공
• 커피 및 간식 제공
• 청년내일채움공제 가입(희망시)
• 중소기업 취득자 소득세 감면"
아이쿠카,"마감일
상시",개발팀장,크로스플랫폼 앱개발자,"• 소프트웨어 엔지니어 경험이 7년 이상이거나 그에 준하는 경험이 있으신 분
• React Native + Java SpringBoot 개발 가능자
• 개발 조직을 만들고 이끌어본 경험이 있으신 분
• 대규모 트래픽이 발생하는 웹서비스를 운영한 경험이 있으신 분
• 개발 생산성에 대해 고민하고 동료들에게 제안해주시는 분
• 소프트웨어 품질에 대해 깊게 고민하고 개선하는 분","• C-Level 경험이 있으신 분
• B2B SaaS에 대한 경험이 있으신 분
• 데이터 분석, 정보보안 관련 경험이 있으신 분","경력
경력 7~20년","MySQL
Java
Spring Boot
SW
React Native
JavaScript",https://www.jumpit.co.kr/position/17376,"• 개인 장비를 모두 지원합니다.
• 8시~10시 사이에 자유로운 출근제를 운영합니다.
• 점심시간은 11:30~13:00로 운영합니다.
• 야근없는 문화입니다."
띵킹프렌즈,"마감일
상시",[경력] 프론트엔드 개발자(flutter),크로스플랫폼 앱개발자,"• flutter 사용이 능숙하신 분
• html, js 언어 숙련자
• 위 두가지 모두 충족하는 분","• 관련학과 졸업
• 서비스 개발 경험 보유
• flutterflow 활용 경험 보유
• 각 스토어(android, IOS) 업로드 경험 보유
• AWS, Firebase 서비스 연결 경험 보유","경력
경력 2~20년","Flutter
Python
Git
C#
AWS
Firebase",https://www.jumpit.co.kr/position/3582,"• 일정기간 사내근무 후 희망 시 전면재택근무 전환 가능!
• 최상의 워라밸을 향한 근로조건(오전 10시 출근 오후 6시 퇴근)
• 업무메신져 활용으로 공-사 구분 확실!"
피어테크,"마감일
2023-07-31",React Native 개발자 (가상자산 거래소 앱 개발),크로스플랫폼 앱개발자,"• 네이티브 앱 개발 혹은 React 를 사용한 웹 서비스 개발 경험 있으신 분
• Javascript 에 대한 기본 지식을 보유하신 분
• React 에 대한 높은 이해도 보유 (React hook flow / State, Redux)
• 플랫폼별 차이 및 흐름을 이해하고 그에 맞는 페이지를 구성할 수 있는 분
• 비동기 처리(async)에 대한 이해가 있으신 분
• 2년 이상의 개발 경력 보유","• React Native 로 앱 출시한 경험이 있으신 분
• Native App 개발 경험이 있으신 분 (Android, iOS Native)
• 문제 파악 능력이 뛰어나고 근본적인 문제해결 방법을 찾아 구현하실 수 있는 분","경력
경력 2~10년","JavaScript
REST API
React Native
iOS
Android OS
WebSocket",https://www.jumpit.co.kr/position/10743,"피어테크는 구성원들이 뛰어난 동료들과 함께 최고의 퍼포먼스를 낼 수 있도록 다양한 복리후생 프로그램을 제공하며, 더 좋은 근무환경을 만들기 위해 지속적으로 연구하고 있습니다.

[업계 최고 복지혜택]
• 든든하게 점심식대 지원
• 본인과 가족의 건강검진 지원
• 개인 법인카드로 편리하게, 석식 지원
• 외근, 야근 교통비 지원
• 듀얼 모니터, MAC 및 필요 최신장비 제공

[커리어 개발 지원]
• 최신식 금융 시스템 및 혁신 트렌드 선도
 (클라우드 기반 ISMS, 블록체인, 디지털 자산, CBDC, 결제, 금융상품 등)
• 꾸준한 지식습득 장려 도서비 지원
• 업무 역량강화 교육비 지원

[업무 효율 최우선]
• 최신식 클라우드 업무 환경 
 (AWS, G-suite, Slack, Atlassian, 1Password 등)
• 지하철 2호선, 9호선 근접한 편리한 교통

[추가 포상제도]
• 평가를 통한 인센티브 제공
• 기여도에 따른 스톡옵션 기회 부여
 
[휴게공간]
• 아침마다 채워지는 식사대용 간편식과 과일
• 내가 원하는 간식 언제든지 스낵바 이용

[경조사 지원]
• 본인과 가족의 출산과 육아지원 출산휴가/육아휴직
• 기쁨과 슬픔도 함께하며 경조사비 및 경조휴가
• 직원들의 생일도 함께 사내 생일파티"
제네시스네스트,"마감일
상시",Flutter 앱 개발자,크로스플랫폼 앱개발자,"• Flutter 개발 경험이 1년 이상이신 분
• Provider, BLoc, GetX 등 상태 관리 라이브러리에 대한 이해가 있으신 분
• Swift/Kotlin 개발 경험이 있으신 분
• RESTful API를 연동한 개발 경험이 있으신 분
• Git을 이용한 버전 관리 및 협업 경험이 있으신 분
• 끊임없는 자기 계발, 문제 해결 능력을 갖추신 분
• 원활한 커뮤니케이션 및 협업 능력을 보유하신 분","• 모바일 앱 출시 및 유지보수 경험이 있으신 분
• iOS, Android Native 앱 개발 경험 2년 이상
• 모바일 SDK 개발 경험이 있으신 분
• 블록체인 서비스 개발 경험이 있으신 분
• UX/UI에 대한 이해도가 높으신 분
• 앱 성능 최적화 및 코드 리팩토링 경험이 있으신 분
• 테스트 및 배포 프로세스 자동화(CI/CD) 경험이 있으신 분","경력
경력 1~7년","Flutter
Swift
Kotlin
Git",https://www.jumpit.co.kr/position/17025,"• 회사의 성장을 함께 누릴 수 있도록 입사 인력 전원에게 스톡옵션 지급 
• NHN, Wemade등 일류 IT기업에서 게임부문 CTO, 실장, 팁장, 팀원을 했던 다양한 업계 최고의 팀 동료와 일할 수 있는 기회
• 전원 허먼 밀러 의자 제공
• 유연한 시차 출퇴근제 운영
• 직원 및 가족에 대한 단체상해실비보험 제공 - 본인의 안정적인 생활과 더불어 아이들에겐 좋은 부모가 될수 있는 기회^^
• 점심, 저녁 식대 제공
• 3년 마다 장기근속자에 대한 안식월 및 휴가 지원비 지급
• 최고의 개발 장비 제공 
• 직책 상관없이 수평적이고, 부서 구분 없이 소통하는 업무 환경
• 명절(구정/추석) 선물 지급
• 경조사 지원 (지원금/휴가)
• 4대보험 
• 자기계발을 위한 교육 및 서적 구매 지원"
캔랩코리아,"마감일
2023-07-31",크로스플랫폼 앱개발자 채용,크로스플랫폼 앱개발자,"• Flutter를 이용한 앱 개발 경력
• Flutter 개발의 소스 코드 생성 자동화나 기타 자동화 기술에 대한 관심
• Flutter 오픈 소스 생태계에 관심이 있고, 잘 사용하실 수 있는 분
• 새로운 기술이나 설계, 개념에 대한 빠른 학습능력","• iOS 또는 Android 앱 개발 및 운영 경험
• RxSwift 사용 경험
• 오픈소스 기여 경험
• Mobile App Low Code 문화에 관심이 많은 분","경력
경력 2~12년","flutter
ios
android os
dart
firebase",https://www.jumpit.co.kr/position/17638,"• 주도적이고 자유로운 업무 문화
• 재택 근무 가능
• 자유로운 휴가 사용"
지노텍,"마감일
2023-07-23",산업용 디지털 협업 플랫폼의 초중급 flutter 개발자,크로스플랫폼 앱개발자,"• 학력 : 대졸 이상
• 나이 / 성별 : 무관
• 포트폴리오 제출 필수 (git 또는 ppt, 블로그 등) 
• 경력 : 2년 이하 (대리급 이하)","• SW 관련 학과 전공자
• flutter 배포 및 운영 유경험자
• flutter 활용한 Android / iOS 개발 유경험자
• 모바일 app 개발 유경험자
• unity 개발 유경험자
• 협업툴 사용 유경험자","경력
경력 1~2년","Flutter
Android OS
iOS
AR
Unity",https://www.jumpit.co.kr/position/17657,"• 자기계발 : 공부합시다~ 공부하고 싶은 서적, 강의 얘기만 하세요. 지원해 드릴게요.
• 야근 : 근무시간에만 집중해서 열심히 일합니다.
• 회식 : 회식은 집에 가서 가족들이랑 하셔야죠~ 월 1회 이상 점심회식은 있어요.
• 티타임 : 매주 금요일 티타임 있습니다.
• 주말근무 : 평일 근무시간에만 열심히 하시면 됩니다.
• 탄력근무 : 나는 아침형 인간 - 아침부터 일하세요, 나는 저녁형 인간 - 오후부터 일하세요.
• 휴가 : 사유는 묻지도 따지지도 않습니다, 본인의 휴가 한도내에서 자유롭게 쓰세요. 
• 스톡옵션 : 회사의 성장은 나의 성장, 모두 같이 성장합니다.
• 선물 : 기분좋은 날 선물이 있어야 제맛이죠. (명절선물/귀향비, 생일선물/파티)"
액션파워,"마감일
상시",React Native 엔지니어,크로스플랫폼 앱개발자,"• 관련 경력 2년 이상 보유
• 상용 서비스 개발 및 운영 경험이 있으신 분
• REST API에 대한 이해가 있으신 분","• 안드로이드 또는 iOS 네이티브 앱 개발 경험이 있으신 분
• Google Cloud Platform 관련 지식이 있는 분
• socket 사용 경험 있으신 분","경력
경력 2~15년","React Native
TypeScript
Redux
React Query
REST API",https://www.jumpit.co.kr/position/16433,"[효율적으로 일하고 자율적으로 쉽니다]
• 선택적 근로시간제를 운영하고 있어요.
　- 8시~10시 사이 출근, 17시~19시 퇴근이 가능해요.
　- Core Time 10시~17시만 준수해주시고 주 40시간을 근무하시면 돼요.
• 몇 월에 입사하시든, 다음 해 1월 1일에 연차 15개를 선 부여해드려요.
　- 연차는 결재 받지 않아요!
• 생일에는 쉬세요!
• 회사 생일에도 쉬세요!
• 건강검진 받으실 때도 유급 휴가를 드려요.
• 그 외 각종 경조사 휴가를 지원해요.
• B사 안마의자, 빈백룸에서 편안하게 쉴 수 있어요.

[성장과 적응을 지원합니다]
• 업무에 필요한 도서를 지원해요.
• 월 5만원의 역량개발비를 지원해요.
　- 운동, 강의 등에 활용할 수 있어요.
• 4인 이상 모이실 경우 아무 조건 없이 1인당 3만원을 지원해요.
　- 주로 회식, 스터디, 문화생활 등에 활용해주고 계세요.
• 신규 입사 시, 유용한 물건들이 가득한 웰컴키트를 지급해드려요.
　- 그 외 필요한 물품을 구매하실 수 있도록 10만원을 지원해요.
　- 후드집업, 반팔티 등 팀복도 드려요.
 
[사소한 것도 잘 챙겨드리고 싶습니다]
• 각종 경조사의 경조비를 드려요.
• 명절(구정, 추석)에는 상품권을 드려요.
• 입사 1주년에는 소정의 상품을 드려요.
• 커피, 음료, 다과, 냉동식품 등 다양한 간식들이 항상 가득 차 있어요.
• S보험사의 단체 실손보험을 가입해드리고 있어요."
루시드랩,"마감일
2023-07-28","크로스 플랫폼 앱 개발자 채용(신입,경력) - 자격요건 미달시 지원불가",크로스플랫폼 앱개발자,"• 학사 이상 졸업 필수 (전문학사 및 졸업예정자는 지원 불가합니다)
• 관련전공 필수 (부전공 인정안함)

• 남자의 경우 군필자 또는 면제자
• 해외여행에 결격사유가 없는 자 

• 현재 재택근무를 병행하고 있지만 매주 수요일은 전체 팀 회의가 있고, 각 팀별로 별도 회의일정이 있을 수 있습니다.
 거주지가 서울/경기 외 거주자 인 경우 업무가 어려우실 수 있으니 오피스 위치 확인해주세요","• 관련 경력 2년 이상 우대
• 왜? 라는 질문을 항상 가지고 개발하시는 분
• 같이 공유하며 개발하는데 거부감이 없으신 분","경력
신입~10년","Android OS
MySQL
React
JavaScript
Kotlin
AWS
Flutter
iOS",https://www.jumpit.co.kr/position/17427,"• 현재 자율출퇴근제도 운영중 (재택&사무실출근 병행, 매주 수요일 전체회의 -> 오피스 출근 필수)
• 임직원 단체 실손 및 상해보험 가입 (보험료 전액 지원)
• 본인 종합건강검진 지원(무료) 
• 건강검진 당일 유급휴가 (연차소진없음)
• 생일자 1일 유급휴가 (연차소진없음)
• 고사양 노트북 지원 (맥북 등)
• 팀별 회식비 지원 (자율참석, 강요없음)
• 업무역량을 위한 교육 지원
• 연차 외 각종 경조사 휴가 별도 지급 

이외에도 다양한 복지를 계획중에 있습니다 :)"
코보시스,"마감일
상시",Flutter 개발자,크로스플랫폼 앱개발자,"• Dart 프로그래밍
• Flutter 개발 전반에 대한 이해
• HTTP 와 Client-Server 간 통신에 대한 이해
• Git 등 형상관리에 대한 이해","• Flutter 로 상용 서비스 출시 및 운영 경험 있으신 분
• Android, iOS 환경에 대한 높은 이해도를 보유하신 분
• 웹뷰(WebView) 환경 대응 경험이 있으신 분
• 라이브러리, 플러그인, SDK 등의 패키지 개발에 관심 있으신 분
• React, Vue.js 등 SPA 에 대한 이해가 있으신 분
• Jira 협업 가능하신 분
• 본인인증/PG 등의 외부 서비스와의 연동 경험
• 좋은 서비스 구조에 대해 적극적으로 의견을 내고 피드백을 받는 것을 즐기는 분","경력
경력 2~10년","Flutter
Android OS
iOS
Dart
Git
React
Vue.js
Jira",https://www.jumpit.co.kr/position/10006,"• 매월 중식 식권대장 15만포인트 지급
• 매월 팀빌딩비 인당 5만원 지급
• 생일 축하금과 명절 선물 지급
• 각종 경조금 및 경조휴가 제공
• 자기계발을 위한 사내 도서관 운영
• 카페테리아 제공(네스프레소 캡슐커피/간식/음료)
• 연차수당, 퇴직금 지급
• 연봉 외 성과급 지급
• 웰컴 사무용품 지원
• 자유로운 연차 사용
• 장기근속자 포상
• 내일채움공제 지원"
아몬드컴퍼니,"마감일
상시",모바일앱 플러터 Flutter 개발자,크로스플랫폼 앱개발자,• Flutter(플러터) 개발 경력자,"• 실제 출시앱 개발경험이 있는 분
• 서비스 기획에 도움주고 서비스 구현 아이디어를 토론하는 일이 즐거운 분
• 서비스와 유저에 대한 애착과 열정이 일하는 동기 분","경력
경력 2~5년","Flutter
Android OS
iOS
REST API
WebRTC
Git
Jira
Zeplin
Dart",https://www.jumpit.co.kr/position/16689,"• 연봉은 협의를 통해 결정 (1년 단위로 평가/협상)
• 상장 목표로 스톡옵션과 우리사주 보상제도 실시
• 출퇴근 시간(9~6 or 10~7), 휴가는 본인이 정합니다.
• 자기계발비, 간식 지원, 회식은 평일 점심 때
• 청담역(7호선) 바로 앞, 삼성중앙역(9호선) 8분 거리"
헥토이노베이션,"마감일
상시",더쎈카드개발팀 앱 개발,크로스플랫폼 앱개발자,"• React Native 기반 모바일 앱 서비스 개발 경력 3년 이상이신 분
• Javascript, Typescript 를 활용한 개발이 능숙하신 분
• Rest API 연동 개발 경험이 풍부하신 분
• 배포 및 운영 경험이 있고 문제점 대응 경험이 있으신 분","• React Native 네이티브 모듈 개발 경험이 있으신 분
• React Native 배포 파이프라인 구축 경험이 있으신 분
• Swift, Kotlin 언어 개발이 가능하신 분","경력
경력 3~7년","React Native
JavaScript
TypeScript
REST API
Swift
Kotlin
iOS
Android OS",https://www.jumpit.co.kr/position/14630,"• 지원금/보험 : 직원대출제도, 각종 경조사 지원, 선택적복리후생
• 급여제도 : 퇴직연금, 인센티브제, 4대 보험
• 선물 : 명절선물/귀향비, 생일선물/파티
• 교육/생활 : 워크샵, 도서구입비지원, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사우회(경조사회), 아침식사 제공, 음료제공(차, 커피)
• 근무 환경 : 회의실, 공기청정기, 카페테리아, 자회사 제품할인, 콘도/리조트 이용권, 사무용품 지급
• 조직문화 : 회식강요 안함, 야근강요 안함, 자유복장
• 출퇴근 : 주택자금 융자, 야간교통비지급
• 리프레시 : 연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가, 휴양시설 제공"
필라테크,"마감일
상시",모바일 앱개발자 경력 채용,크로스플랫폼 앱개발자,• 병원 업무 시스템 경험자,• 병원 근무 경험자 우대,"경력
경력 3~10년","iOS
Android OS
Flutter
Kotlin
Swift",https://www.jumpit.co.kr/position/17751,"• 4대보험 
• 경조휴가 및 경조금 지원
• 퇴직연금 운영
• 업무관련 기술자격증 취득 비용 지원
• 직원대출 제도 운영(퇴직금한도)
• 사내 사우외 운영
• 장기근속 포상금 지급"
