회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
와이즐리컴퍼니,"마감일
상시","시니어 백엔드 개발자 (PHP, 커머스 솔루션)",서버/백엔드 개발자,"• 전체 웹 개발 라이프 사이클에 대한 이해를 바탕으로 한 PHP 백엔드 개발자로서 8년 이상의 실증된 경험
• 이커머스 솔루션 작업 경험 최소 3년
• PHP에 대한 깊은 지식, 코드 작성, 디버깅, 배포 경험
• MySQL 또는 기타 관계형 데이터베이스 경험
• RESTful 아키텍처 이해를 바탕으로 한 API 사용 및 개발 경험
• WMS, ERP 등 외부 API 연동이 가능하신 분
• AWS 클라우드 서비스 활용이 가능하신 분
• 네트워크/앱 보안에 대한 충분한 이해도
• 탁월한 문제 해결 능력과 세부 사항에 대한 주의
• 강력한 의사소통 및 팀워크 기술
• 빠르게 변하는 환경에서 여러 작업 및 프로젝트를 관리할 수 있는 능력
• 목표지향적인 사고와 실행력이 뛰어난 분
• 실제 작업한 코드를 확인할 수 있는 GitHub, 홈페이지 등의 링크나 경력 기술서를 첨부해주시면 좋습니다.","• 고도몰/카페24 등 커머스 플랫폼 튜닝 경험자
• 컴퓨터 과학, 정보 기술 또는 관련 분야의 학사 학위
• 다른 프로그래밍 언어(JavaScript, Python 등)에 대한 경험
• 제품 생산, 판매, 유통, 정산 등 전자상거래 비즈니스 운영에 대한 기본적인 이해
• Laravel 또는 Symfony와 같은 현대 PHP 프레임워크에 대한 지식
• SVN, 깃헙 등 코드버전 관리 사용 가능자
• 최소 100만건 이상의 DB 튜닝 경험","경력
경력 8~15년","JavaScript
Python
MySQL
GitHub
Laravel
Symfony
PHP",https://www.jumpit.co.kr/position/17806,"• 동 직무 최고 수준의 보상
• 매우 자유로운 자율과 책임의 업무 문화
• 자율 출퇴근(오전 8~11시) 근무
• 근거리 주거 지원 제도
• 종합 건강검진 지원
• 명절/생일 선물 제공
• 경조사비 지급 및 경조휴가 지원
• 무제한 휴가
• 최신 사양의 업무 기기와 소프트웨어 제공"
비케이씨앤씨,"마감일
2023-07-31",백엔드 개발자,서버/백엔드 개발자,"• Node.js, React, Next.js 환경 3년 이상 경력 자
• Linux 유경험자
• AWS 서비스 유경험자","• AWS 배포경험
• 프로젝트 초기 구축부터 배포까지의 경험","경력
경력 3~10년","Node.js
ExpressJS
MySQL
Firebase
Linux
AWS
React
Next.js",https://www.jumpit.co.kr/position/17684,"• 자기개발비
• 통신비(휴대폰 사용요금) 
• 명절 선물
• 생일 선물
• 경조사 (경조금, 화환)
• 야근식대
• 시내교통비(외근), 심야교통비
• 단체상해보험(본인,배우자 실비보험)"
다큐브,"마감일
2023-07-24",백엔드 개발자 (Back-end Developer),서버/백엔드 개발자,"• 5년 이상의 개발 경력을 보유하신 분 
• Springboot, Thymeleaf 에 대한 이해 및 프로젝트 경험이 있는 분
• Spring Framework에 대한 이해 및 프로젝트 경험이 있는 분
• Interface 개발 경험이 있는 분
• REST API개발 경험이 있는 분","• JMeter를 사용하여 부하테스트 및 테스트 자동화를 구축한 경험이 있는 분
• 테스트 및 CI/CD 경험이 있는 분
• MVP 단위 개발 프로세스에서의 개발 경험이 있는 분
• Frontend & Backend 개발 경험이 있는 분
• AI 음성 서비스에 대한 관심과 이해도가 높은 분","경력
경력 5~15년","Java
Spring
PostgreSQL
Python
REST API
MySQL
jsp
jquery
spring boot
mariadb",https://www.jumpit.co.kr/position/17805,"# 여유로운 하루를 보내세요.
• 넉넉한 점심시간 (1시간 30분)
• 소중한 근무시간 (7시간 30분)

# 소중한 식대, 투자에 양보하세요.
• 중식 모바일 식권 제공
• 스타벅스 커피&스낵바 운영 

# 최고의 환경을 누리세요.
• 5/9호선 여의도역 도보 3분 거리
• 최신 인테리어 깔끔하고 쾌적한 사무실
• 고사양 IT 장비, 듀얼모니터 제공

# 나만의 맞춤형 자기개발 지원!
• 교육 수강 프로그램 지원 
• 세미나, 컨퍼런스 참가 지원 
• 도서구입비 지원

# 잘 쉬는 것도 중요해요.
• 자유로운 연차 사용
• 생일엔 묻지마 반차 제공

# 핫플레이스, 자유롭게 다녀오세요. 
• 유명 리조트 지원
• 캠핑장/요트 지원
• 국내외 여행경비 지원 
• 장기근속자 리프레시 휴가

# 임직원의 가정이 제일 중요합니다.
• 건강검진 본인 및 가족 할인 제공
• 주택자금 대출이자 지원 
• 자녀 학자금 지원 
• 각종 경조사 지원 
• 출산, 육아휴직 
• 사내 어린이집"
휴가중,"마감일
상시",Django 백엔드 개발자(3년~),서버/백엔드 개발자,"• 백엔드 개발 3년 경력 혹은 그에 준하는 역량
• Django, Flask, FastAPI 경험
• SQL, NoSQL 데이터베이스 사용 경험
• DevOps 경력 혹은 그에 준하는 역량
• AWS 사용 경험
• 컨테이너, k8s, ECS 등 사용경험
• 다양한 시도를 통해 레슨런드를 쌓아가는 태도 (실패도 환영입니다!)
• 팀 워크 및 커뮤니케이션을 중요하게 생각하는 마인드
• 새로운 기술 배우는것을 좋아하고 빨리 습득하는 열린 마음",• 여행사 업계에 종사 경험,"경력
경력 3~10년","Django
MySQL
FastAPI
SQL
NoSql
AWS
K8S
Flask",https://www.jumpit.co.kr/position/16848,"• 근무장소는 공유오피스 위워크입니다. 불편함 없는 시설 속에서 일할 수 있어요.
• 업무에 더욱 집중할 수 있도록 다양한 종류의 스낵이 무제한 제공됩니다.
• 8~10시 출근하는 탄력출근제도를 적용하고 있습니다.
• 보름 1회씩 자율 재택근무를 하고 있습니다.
• 최고의 인재를 위한 최고 수준의 업무용 장비(맥북프로 혹은 동급 사양 및 모니터 등 기타 장비)를 지원합니다.
• 자유로운 업무 환경을 제공합니다. 사무실, 위워크 라운지, 카페 등 효율이 좋은 곳을 선택해보세요.
• 스터디 모임 지원, 세미나 참가비 지원합니다.
• 식비가 별도로 제공됩니다. 에너지가 떨어질 때, 자유롭게 허기를 달래보세요.
• 스톡옵션을 선택하는 기회를 제공합니다. 회사가 성장하며 같이 성장하는 기회를 놓치지 마세요."
유진로봇,"마감일
2023-08-04",개발본부 Python 개발자,서버/백엔드 개발자,• Python언어의 자료 구조에 대한 이해 및 응용 분야에 대한 적용 경험,"• Game AI 등에서 계획 수행 알고리즘 사용 경험(Ex : Behaviour tree)
• SDK 설계 및 작성 경험.
• Robotics 전공자 혹은 ROS 사용 경험자","경력
경력 4~15년","Python
ROS",https://www.jumpit.co.kr/position/17367,"• 연금·보험 : 퇴직연금, 국민연금, 고용보험, 산재보험, 건강보험
• 휴무·휴가·행사 : 유연근무제, 연차(1시간 단위), 근로자의날 휴무, 경조휴가, 출산휴가, 육아휴직, 사내 동호회 운영, 창립기념일 행사 등
• 보상·수당·지원 : 인센티브제, 직무 발명비, 각종 경조금 지원, 사우회 운영, 장기근속자 포상, 우수사원 표창/포상, 가족수당, 직원추천 포상금, 결혼 선물 로봇청소기 지급, 입사 웰컴키트 지급 등
• 교육·연수 : 신입사원교육(OJT/분기별), 사내 직무교육, 기술동향 자료집 제공 등
• 사내시설·장애인지원 : 사내 식당, 사내 카페, 사내 피트니스센터, 사내 정원, 사내 주차장, 사내 도서관
• 생활편의·여가행사 : 자기계발비 지원, 건강검진, 조식/중식/석식 제공, 출퇴근 교통비 지원, 회식비 지원, 리조트 지원"
버즈니,"마감일
상시",[커머스 AI 스쿼드] 커머스 플랫폼 백엔드 엔지니어 (전문연구요원 가능),서버/백엔드 개발자,"• 컨테이너 기반 환경의 서비스 구축 경험이 있으신 분
• Flask, FastAPI, Django 등 Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분
• RDBMS 와 Elasticsearch 등을 활용한 시스템 구축 경험이 있으신 분
• 백엔드 실무 경험 2년 이상

※ 참고사항 : 해당 직군은 상세 경력기술서 제출이 필수입니다.","• 테스트 코드의 가치를 알고, 업무에 알맞게 활용하여 개발할 줄 아시는 분
• 오픈소스 코드를 자유롭게 수정하고 활용할 수 있으신 분
• e-커머스 서비스를 직접 개발/운영한 경험이 있으신 분
• 대규모 사용자 서비스의 트래픽 처리/경험이 있으신 분
• 대규모 서비스에 대한 마이크로서비스 아키텍쳐 구축 지식/경험이 있으신 분
• Kubernetes 등 컨테이너 기반 인프라에 대한 이해와 경험이 있으신 분
• Celery, Kafka 등 분산/병렬 처리에 활용되는 기술에 대한 이해와 경험이 있으신 분
• 빌드/테스트/배포 자동화(CI/CD) 경험이 있으신 분
• AWS 사용 경험이 있으신 분","경력
경력 2~7년","Docker
Azure Container Service
Flask
Python
Elasticsearch
Kubernetes
MSA
AWS
REST API
Java",https://www.jumpit.co.kr/position/16345,"■ 버즈니크루에게 제공되는 다양한 베네핏
 
[상위 최고 수준의 연봉 대우] 
• 우리는 우수한 인재를 우리의 동료로 함께 하기 위한 투자를 아끼지 않습니다.
• 경력직의 경우 상위 최고 수준의 대우를 보장
• 스톡옵션 선착순 부여

[연간 복지혜택]
• 점심식비 10,000원 / 일 (연간 250만원 이상/재택근무 포함)
• 종합검진 2년에 1회

[워라밸과 함께합니다.]
• 7 to 11 자율출근제 (1일 최소 6시간 근무, 주 40시간 근무)
• 매주 수요일은 재택근무 day
• 12시 ~ 2시까지 중 희망하는 시간에 자유로운 점심 시간 진행
• 업무 시간 중 자유로운 개인 외출 가능 (외출과 복귀는 사내 시스템을 통해 자유롭게 등록)
• 자유로운 휴가제도 (당일 연차 사용도 OK!)

[웰컴 뉴 버즈니 크루 패키지]
• 웰컴 키트 지급 (뉴 버즈니 크루를 환영하기 위한 온보딩 키트 지급)
• 웰컴 업무 장비 지급 (400만원 정도의 개인 업무장비 지급 / 신형 맥북 프로, LG모니터, 브랜드 의자 등)
• 웰컴 기프트 (버즈니 합류 전 감사의 마음을 담아 과일바구니를 자택으로 발송)
• 신규입사자 온보딩 (신규입사자 적응을 돕는 온보딩 과정과 메타버스 공간에서 진행하는 신규 버즈니 크루 소개)
• 페이스메이커 제도 (입사 후 3개월 간 페이스메이커 두 분을 통해 버즈니를 알아가고 핏을 맞춰가는 시간)

[쾌적하고 집중할 수 있는 업무 환경을 위해]
• 사내 스낵바 운영
• 업무 능률 향상을 위한 안마의자실 공간
• 버대리를 통해 편하고 자율적인 근태 신청과 운영이 가능

[쉼표가 필요할때는 리프레시를 드려요 / 근속 혜택]
• 2년 근속 시 월 6만 원의 교통비(근속수당) 지급
• 3,6,9년 근속 시 100만 원의 포상금과 5일의 리프레시 휴가 지급
• 종합건강검진
• 결혼 시 100만원 지급, 10만원 상당의 출산 선물 지급

[퇴근이 늦어진다면 보상해드려요]
• 저녁 제공 (저녁식대 1.2만원/오후 9시 이후)
• 야근교통비 실비 or 2만원 중 택1
• 올빼미 지원(늦게 퇴근하면 당연히 늦은 출근-12시 퇴근 시 다음날 12시 출근)
• 특근 시 근무시간에 비례한 휴가 지급

 ■ 버즈니크루가 함께 만들어가는 조직문화

[활발한 공유 문화 및 효율적인 소통 문화]
1)전사 프라이데이토크
-매주 (금) 메타버스 공간에서 주간 이슈, 방향성, 경영진 소통 등 정보를 투명하게 공유하는 문화

2)불필요한 보고, 회의 지양 문화
-불필요한 형식의 보고, 미팅 보다는 노션,슬랙,스몰톡을 통해 그때 그때 공유하는 문화

[지식 교류 및 스터디 문화]
•업무 시간 중 가능한 자율 스터디 지원.
-테크쉐어, 파이썬 아키텍처, SQL 스터디, 데이터 스터디, 디자인 컴퍼넌트, 독서 등
•업무와 관련하여 듣고 싶은 유.무료 외부 교육 지원
•사내 세미나 직원들에게 공유하고 싶은 인사이트가 있다면 사내 세미나를 통해 자유롭게 전달
•업무에 필요한 도서는 버즈니 도서관에서 해결! 없다면 무제한 구매 지원 가능

[수평적인 조직 문화]
• Role-driven 조직
• 구성원 스스로가 결정권자로서 모든 일에 자유로운 권한과 책임감을 통한 주도적 성장 환경
• 딱딱한 직급 대신 닉네임으로 서로를 부르며 상호존중하는 문화
• 성장의 즐거움을 즐기는 것은 버즈니의 가장 큰 성과로서, 그에 맞는 보상으로 보답하는 환경
• 실패가 아닌 ""경험"" 경험은 쌓일수록 더 좋은 다음을 만들 수 있기에... :)"
이글루코퍼레이션,"마감일
2023-07-31",[연구개발본부] 제품보고서 유지보수 및 개발,서버/백엔드 개발자,"• 학력 : 초대졸 이상
• 경력 : 신입 또는 경력 1년 이상
• C# (Winform, Net, WPF, DB연동) 코드 이해 가능 혹은 경험자
• 해외여행에 결격사유가 없는 자",• Java / Python Backend 개발 경험자 우대,"경력
신입~10년","C#
WPF
.NET
Java
Python",https://www.jumpit.co.kr/position/17246,"① 임직원 건강관리 지원제도 
• 임직원 단체보험 가입 (보장성, 일반형)
• 정기 건강검진 (연 1회)

② 학자금 지원제도 
• 학위 취득 장려금 제도 (석사/박사) 

③ 포상제도 
• 장기근속 포상제도, 우수사원 표창제도, 특허개발 포상제도, 인재추천 포상제도 

④ 회사 콘도 지원제도 
• 회사 명의의 콘도 이용

⑤ 동호회 지원제도 
• 건전한 취미활동 및 진목 도모를 위한 동호회 활동비 지원

⑥ 경조사 지원제도 
• 경조휴가, 경조금, 경조 화환 등
• 상조회 지원

⑦ 근무환경 지원
• 유연근무제 도입 (재량근무제, 탄력근무제, 선택근무제, 간주근무제 등)

⑧ 동호회 지원제도
• 동호회 활동비 지원

⑨ 기타 제도
• 가족수당 지급
• 통신비 일부 지원"
쿡앱스,"마감일
상시",[쿡앱스] 서버 개발자 (3년이상),서버/백엔드 개발자,"• 서버 개발 경력 3년 이상 갖추신 분
• TypeScript 또는 Python 서버 설계 및 구현 경험이 있으신 분 
• 데이터베이스를 활용한 서비스 개발 경험이 있으신 분 
• 적극적이고 원만한 커뮤니케이션 스킬과 능동적인 마인드를 소유하신 분","[인프라 관련 경험] 
• AWS 클라우드 플랫폼 사용에 익숙하신 분 
• 컨테이너 오케스트레이션 플랫폼 사용 경험이 있는 분 
• 인프라 자동화와 배포, 모니터링 환경을 구축한 경험이 있으신 분
• 고가용성의 스케일러블한 시스템 설계 및 운영 경험이 있으신 분

 [서비스 및 개발 경험] 
• 클라우드 서비스의 데이터 수집, 분석 경험이 있으신 분
• Stateful 게임 서버 개발 및 운영 경험이 있으신 분
• 게임 서비스 라이브 운영 경험이 있으신 분
• 서비스 장애를 경험하고 극복해본 경험이 있으신 분 
• Vue.js , React 등 웹 프레임워크를 이용한 웹 개발 경험이 있으신 분","경력
경력 3~15년","typescript
python
mysql
postgresql
redis
AWS",https://www.jumpit.co.kr/position/4437,"쿡앱스의 파트너로서 함께 일하는 분들을 위해 업계 최고 수준의 복지와 업무에 집중할 수 있는 환경을 제공하고 있습니다.

• 업무시간: AM 10:00 ~ PM 7:00 (점심 시간 2시간), 주 35시간 근무, 야근 지양 문화
• 직군 상관없이 신입 초봉 연 5,000만원▲, 계약직 3,500만원 / 연 2회 인센티브 지급, 연 4회 기본 보너스 지급
• 개인 성장을 위한 무제한 지원 정책 운영 (대학원 학비 지원, 도서 무제한 구매, 외부 강의 수강료 지원 등)
• 자발적 학습조직 CoP, 외부 강사 초빙 등 다양한 교육 정책 운영
• 자유로운 게임 개발 문화 장려를 위한 사내 정기 게임잼 운영
• 연차 외 병가 6일 추가 제공, 자율 휴가 사용 문화
• 조식, 중식, 석식 및 무제한 간식 제공
• 해외워크샵
• 사우회 운영 및 동아리 지원금 지급
• 각종 경조사 지원
• 3.6.9년마다 장기근속 휴가 및 보너스 지급
• 복지포인트 지급 (베네피아)
• 사내 마사지실 운영
• 정기 건강검진 지원


쿡앱스에 대해 더 궁금하시다면?
쿡앱스 스토리 Youtube: https://www.youtube.com/channel/UCpOylBBGTmdTkPGJhkkl_RA"
올거나이즈코리아,"마감일
상시",파이썬 백엔드 엔지니어,서버/백엔드 개발자,"• Python과 Python Framework (Django / Flask 등)를 이용한 백엔드 서버 개발 경력 3년 이상
• 고객이 직접 사용하는 프러덕션 서비스의 back-end 개발 및 배포 경험이 있으신 분
• Deep Learning 쪽을 배우고 싶은 열정이 있으신 분
• AI 의 미래에 대한 믿음이 있으신 분","• 본인이 알고 있는 지식을 팀원과 공유하는데 적극적이신 분
• 본인의 산출물을 영어로 발표하실 수 있으신 분. 혹은 그렇게 되기 위해서 노력하시는 분
• Redis, Kafka 등 데이터 파이프라인 쪽 처리 경험이 있으신 분
• Large scale web application 개발 경험이 있으신 분
• Lean Startup 및 Growth Hacking 경험이 있으신 분
• Google Analytics, Mailchimp, PhraseApp 등 3rd party service 와 integration 해 보신 경험이 있으신 분
• Open Source 를 사용하시는 것에 열려있지만, 가져다 쓰시는 코드의 내부는 가급적 들여다 보시는 분
• Agile process 에 익숙하신 분","경력
경력 3~10년","redis
nginx
django
postgresql
tensorflow
keras",https://www.jumpit.co.kr/position/15281,"[글로벌 인재로 성장할 수 있는 기회] 
• 미국 휴스턴 본사 및 실리콘 밸리, 일본 도쿄에 있는 팀과 일할 수 있는 글로벌한 업무 환경을 제공해드려요.
• 미국 본사로 Exchange Program(1-2개월)을 운영하며 희망할 경우 경비를 지원 해드려요.

[자율적이고 업무 몰입을 돕는 근무 환경]
• 근무시간은 9시 - 6시가 기본이지만 상황에 맞게 유연한 출/퇴근이 가능해요.
• 고사양의 노트북과 모니터를 지원해드려요. 그 외에도 필요한 장비를 적극 지원해드리고 있습니다.
• 주 2회 사무실 출근하는 Hybrid Work를 시행 중이에요.
• 사무실에 나오시는 날은 점심 걱정 하지 않도록, 점심 비용을 지원합니다.
• 당 떨어지는 일 없도록, 사무실에는 항시 간식을 구비하고 있어요.
• 재택 근무 하실 때 업무에 몰입할 수 있도록 재택 근무 환경 구축을 위한 비용을 지원해드려요.

[그 외에 제공 해드리는 것들]
• 자기계발비를 지원해드려요.
• 도서 구입비용을 지원해드려요.
• 설과 추석에는 명절 선물을 지급해드려요.
• 종합 건강 검진을 지원해드려요.
• 연차 외 유급 병가제도와 연말 약 1주 간의 전사 Off기간을 운영하고 있어요."
앤시정보기술,"마감일
상시",웹 프로그래머,서버/백엔드 개발자,"• 웹 프로그래밍 경험 2년 이상
• 대학졸업자(2, 3년)이상
• 기술스택 : JSP, Javascript",• 정보처리기사 자격증,"경력
경력 2~10년","JSP
JavaScript",https://www.jumpit.co.kr/position/13298,-
비스텔리젼스,"마감일
상시",R&E Backend 개발자,서버/백엔드 개발자,"• 3년 이상 Spring Boot 서버 개발 경험자
• RESTful API 설계 및 구축 경험자
• JPA, QueryDSL 개발 경험자
• Linux 기반 소프트웨어 개발 경험자","• 대용량 데이터에 대한 DB설계 및 Tuning 경험자
• Docker 환경에서의 개발 경험자
• 영어 가능자","경력
경력 3~10년","Spring Boot
REST API
Spring Data JPA
QueryDSL
Linux
Docker
Kubernetes",https://www.jumpit.co.kr/position/16278,"• 수평적 조직문화 (영어호칭, 님/닉네임 문화)
• 자유로운 분위기 (복장 자유, 유연근무제/재택근무, 눈치보지 않는 연차)
• 건강한 조직문화 (종합검진, 백신휴가 지원)
• 경조사 지원 (결혼, 출산, 돌, 자녀수능격려, 회갑/칠순, 상 지원 등)
• 선택적 복지제도 (매월 5만원, 개인건강 및 자기개발 지원)
• 장기근속포상 (포상휴가 및 포상금, 최대 500만원/7일)
• 사업부포상 (매월 우수사원 포상)
• 리프레쉬 휴가 (생일/기념일 특별휴가, 프로젝트 종료휴가)
• 사내 동호회
• 그외 지원사항
　- 퇴직연금, Onsite 수당, 출장수당, 직책수당, 4대보험, 명절선물/귀향비
　- 직무능력향상교육, 리더쉽 강화교육
　- 회의실, 전용사옥, 노트북, 사원증, 사무용품, 웰컴키트 지급
　- 출산전후휴가, 육아휴직 지원 등"
마크로젠,"마감일
2023-07-28",Web Service / Back-End 엔지니어,서버/백엔드 개발자,"[지원 자격]
• 관련 경력 6년 이상
• 초대졸(전문학사) 이상

[필요기술/지식 등]
• JAVA 혹은 Python 기반 웹서버 개발 경험
• 비즈니스로직에 대한 이해에 따른 시스템 설계 능력
• REST API 에 대한 이해 및 경험
• 로그 처리 및 대응 능력","• 대용량/고성능 서비스 개발 경험
• AWS 기반 서비스 개발 및 운영 경험
• 확장성, 안정성 고려한 서비스 설계 및 개발 경험
• Git을 통한 형상 관리 및 협업 경험
• 컴퓨터 및 전산학과 전공자","경력
경력 6~8년","Java
Python
REST API
AWS
Git",https://www.jumpit.co.kr/position/9950,"• 연금·보험 : 국민연금, 건강보험, 고용 및 산재보험
• 휴무·휴가 : 주5일근무, 경조휴가, 연차휴가 등
• 보상제도 : 장기근속/우수사원 포상 인센티브제, 우리사주조합운영, 생활운영자금대출
• 기타 : 건강검진, 사내동호회운영, 생일자 상품권 지급 外"
롯데e커머스,"마감일
상시",Product Developer(백엔드),서버/백엔드 개발자,"• 3년 이상  해당 분야 운영/개발 경력을 보유하신 분
• Java, Spring Framework 기반 웹 서비스 개발 경력을 보유하신 분
• Restful API 설계/구현 경험이 있으신 분","• AWS 환경 기반의 개발 경험이 있으신 분
• MSA 기반 개발 경험이 있으신 분
• 대용량 서비스 설계 경험이 있으신 분
• Git을 이용한 협업 경험이 있으신 분
• Websquare5, RabbitMQ, Redis 사용 경험이 있으신 분
• Netty, TCP/IP Socket 프로그램 개발 경험이 있으신 분
• SQS, Kafka, MQ 등을 활용한 비동기 메시지 기반 개발 경험이 있으신 분
• Open API 기반 서버 시스템의 개발 및 운영 경험이 있으신 분
• NoSQL 기반 대용량 데이터 처리 경험이 있으신 분
• e커머스 도메인 이해 및 시스템 설계 가능하신 분
• 장애인 복지법에 의한 등록 장애인 우대","경력
경력 3~8년","Java
Spring Framework
AWS
MSA
Git",https://www.jumpit.co.kr/position/17069,"주요 복리후생 (* 복리후생 항목은 회사 경영상황에 따라 변동될 수 있습니다.) 
• 롯데 임직원 W카드 발급 (롯데 계열사별 할인 5~40%)
• 자녀 학자금 (유아, 대학생)
• 복지포인트 지급
• 건강검진(복지포인트 활용)
• 자기계발지원금(외부교육/자격증취득) 지원
• 개인연금 지원
• 단체보험 지원
• 출산선물(과일바구니, 분유) 지급
• 유연근무제
• 자율적인 휴가 사용(자가 승인, 반차, 반반차, 기부 등)
• 3년 단위 안식 휴가 부여
• 여가/문화생활 지원
• 경조지원(경조금, 장례서비스)"
루시드랩,"마감일
2023-07-28",서버 개발자 채용 (신입/경력)-자격요건 미달시 지원불가,서버/백엔드 개발자,"• 경력 : 경력 2년 ~ 10년, 신입가능
• 학력 : 대학교졸업(4년)이상, 관련 전공자 필수(부전공 지원불가)
　 ※ 학력, 전공기준 미달하는 분은 검토하지 않습니다
• 남자의 경우 군필자 또는 면제자
• 해외여행에 결격사유가 없는 자

재택근무를 병행하고 있지만 매주 수요일은 전체 팀회의가 있기 때문에
거주지 거리가 너무 멀면 업무가 어려우실 수 있습니다. 오피스 위치 확인해주세요.","• 왜? 라는 질문을 항상 가지고 개발하시는 분
• 같이 공유하며 개발하는데 거부감이 없으신 분","경력
신입~10년","Kotlin
MySQL
React
Docker
JavaScript
Node.js
AWS
Hibernate
Vert.x",https://www.jumpit.co.kr/position/17426,"• 현재 자율출퇴근제도 운영중 
 (재택&사무실출근 병행, 매주 수요일 전체회의/오피스출근)
• 임직원 단체 실손 및 상해보험 가입 (보험료 전액 지원)
• 본인 종합건강검진 지원(무료) 
• 건강검진 당일 유급휴가 (연차소진없음)
• 생일자 1일 유급휴가 (연차소진없음)
• 고사양 노트북 지원 (맥북 등)
• 팀별 회식비 지원 (자율참석, 강요없음)
• 업무역량을 위한 교육 지원
• 연차 외 각종 경조사 휴가 별도 지급 

이외에도 다양한 복지를 계획중에 있습니다 :)"
이랜드이노플,"마감일
상시",이랜드몰 JAVA 개발자 (이커머스),서버/백엔드 개발자,"• 2년 이상의 경력 또는 그에 준하는 역량을 보유하신 분
• 이커머스 경험 보유하신 분
• Spring Framework (Spring Boot)
• JPA, Hibernate 등 ORM 사용과 도메인 모델링 경험
• 다양한 Database(PostgreSQL, Redis, ElasticSearch 등)에 대한 이해","• 이커머스 개발 경험
• AWS/GCP등 클라우드 경험
• 고성능, 대용량 시스템 개발 및 운영 경험이 있는 분
• 서비스 개선과 개발에 열정적이고 적극적이신 분
• 웹 Frontend 개발(html, css, js ...) 기초 지식 필수","경력
경력 2~7년","Java
Spring Boot
REST API
Spring Framework
Spring Data JPA
Hibernate
SQL
Redis",https://www.jumpit.co.kr/position/16162,"[근무환경]
• 시차 출퇴근제 운영
　- 7-10시 사이, 내가 가장 몰입할 수 있는 시간에 출근합니다.
• 직급 없는 ‘님’ 소통
• 사내 라운지 카페/스낵바 운영
　- 무료 커피와 저렴한 가격의 간식을 라운지에서 즐기며 쉬어갈 수 있습니다.
• 문화 행사
• 자율 근무복장

[소중한 날 지원]
• 생일반차
　- 생일 선물을 함께 드립니다.
• 이사휴가
• 학부모 특별휴가
　- 자녀의 입학식, 졸업식, 운동회가 있는 날, 가족분들과 행복한 시간을 보내세요.
• 경조휴가 및 경조금 지원

[일과 삶의 성장 지원]
• 도서구매, 온라인 강의 지원
　- 직무역량 향상을 위한 실물도서 구매 및 전자책 열람을 지원해드립니다.
• 사내 벤처 활성화&기술 동아리 운영
• 복지포인트 지급
• 이랜드그룹 계열사 할인 혜택 제공
　- 패션/유통/외식/호텔 등 다양한 그룹 계열사 할인 혜택 제공

[건강한 몸과 마음 지원]
• 연 1회 건강검진 지원
• 자유로이 이용 가능한 사내 상담실 운영
• 단체상해보험 지원
　- 예기치 못한 상황에서도 함께, 힘을 보태드립니다."
단디코리아,"마감일
상시",백엔드 프로그램 (ERP) 유지보수 경험자,서버/백엔드 개발자,"• ASP.NET MVC 5 프레임워크 이해
• SDK (개발툴) 개발
• .MS - SQL","• ERP , CRM , WMS등 기업 업무관리 시스템 유지보수 경험자
• 경력 2년이상","경력
경력 2~3년","ASP.NET
MSSQL
ERP",https://www.jumpit.co.kr/position/17111,"[업무 관련 복지]
• 우수사원 시상식
• 워크샵
• 신입사원교육(OJT)
• 직무능력 향상 교육
• 탄력근무제
• 4대 보험
• 여름 휴가
• 경조휴가제
• 반차
• 근로자의 날 휴무
• 포상휴가
• 인센티브제

[다양한 지원]
• 도서구입비 지원
• 교육비 지원
• 자기계발비 지원
• 노트북 지원
• 야간 교통비 지급
• 사무용품 지급

[기타 복지]
• 명절선물 / 귀향비
• 생일선물 / 파티
• 육아휴직
• 회의실
• 자유복장
• 음료 제공(차, 커피)"
