회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
화해(버드뷰),"마감일
상시",DevOps Team Lead,개발 PM,"• 팀 빌딩과 팀 성장을 위한 리더십 역할 경험 3년 이상이신 분
• 데브옵스 관련 업무를 최소 5년 이상 전담하시거나 그에 준하는 엔지니어링 역량 보유하신 분
• 애자일 관련된 방법론 중 스크럼, 칸반, XP를 통한 제품 개발 또는 플랫폼 구축 경험 보유하신 분
• AWS 또는 GCP를 활용한 서비스 환경 구축과 운영 경험이 있는 분
• CI/CD 배포 파이프라인 설계 및 구축 경험이 있으신 분
• 서비스 고가용성 구조 개선 경험이 있으신 분
• SQL 또는 NoSQL 기반 데이터베이스 아키텍처 설계와 구축, 운영 경험이 있으신 분
• 한 가지 이상의 프로그래밍 언어를 능숙하게 다루실 수 있으신 분","• 자사 서비스를 3년 이상 구축 및 운영해 보신 분
• Ansible, Packer, Terraform 등 IaC 도구 중에 하나 이상의 숙련도를 보유하신 분
• 통합 모니터링 시스템을 구축하고 이를 이용하여 품질관리 자동화 구축 경험이 있으신 분
• kafka, elsaticsearch 등을 이용하여 데이터 파이프라인을 위한 기술 환경 구축 및 운영 경험이 있으신 분
• cross-functional 방식으로 운영되는 조직들과 협업하며 기술 환경 제공 경험이 있으신 분
• 성능 테스트 환경을 구축하고 이를 이용해 서비스 성능의 진단 및 개선을 해 본 경험이 있으신 분","경력
경력 5~15년","AWS
Elasticsearch
GCP
Kafka",https://www.jumpit.co.kr/position/11906,"| 이 포지션에 지원하시면 드리는 혜택 💙
 ① 인터뷰 진행 시, 30만원 지급 (합격여부 무관)

【 화해팀이 제공 드리는 복리후생 】

🧑🏻‍💻 원하는 시간에, 원하는 곳으로 출근합니다.
• 시차 출퇴근제 운영 (8~11시 자율 출근)
• 하이브리드 근무제도 (집 or 오피스 or 워케이션 中 자유롭게 선택 가능!)

💻 쾌적하고 집중할 수 있는 업무환경을 제공합니다.
• 자율 좌석제 (개인 사물함 제공)
• 최신형 업무 장비 제공 (MacBook, 무빙데스크, 듀얼 모니터 등)
• 업무 능률 향상을 위한 안마의자실, 수면실 등 별도의 휴식 공간 마련

🍱 식대와 간식비는 회사가 전적으로 책임집니다.
• 오피스 출근 관계없이 식비 월 30만원 급여 외 별도 지급 (연간 360만원)
• 사내 스낵바 운영 (음료와 간식 365일 무제한 제공)

🍀 스스로 가꾸고 배우며 성장하는 모습을 응원합니다.
• 전사 목표 달성 시, 연간 최대 연봉 100%의 인센티브 지급
• 세미나, 컨퍼런스, 교육 참가비 지원 (금액 제한 없음)
• 도서 구입, 학습 등 성장에 필요한 자기 개발비 지원 (금액 제한 없음)
• 학자금 100만원 지원 (입사 후 업무 관련 학위를 시작한 경우)

👫🏻 활발한 교류를 통해 함께하는 성장을 적극 지원합니다.
• 관심사에 따른 구성원들간의 소모임 지원(드로잉, 영어스터디, 밴드 등)
• 온라인/오프라인 팀 회식비 지원

💊 구성원과 소중한 가족의 건강까지 중요하게 생각합니다.
• 무한 자율 휴가 (연속 최대 2주)
• 임직원 단체 상해보험 가입
• 본인 건강검진 무료 및 가족 할인 혜택 제공
• 장기근속자 포상금 및 리프레시 휴가 제공
• 생일 & 입사 기념일 상품권, 명절 상여금 지급
• 경조 휴가, 경조금(결혼/출산/조사) 지원
• 아빠새 휴가 제공 (배우자 출산 휴가, 1개월 유급)"
카티니,"마감일
상시",개발팀장(Tech Leader),개발 PM,"• 웹/앱 서비스 개발 7년 이상
• 비즈니스 요구사항을 이해하고 필요한 시스템 구조와 데이터 모델을 설계한 경험
• 2년 이상의 개발팀 리딩 경험","• 모빌리티 Biz에 대한 이해
• e-commerce 시스템에 대한 이해
• DDD 기반 Technical Architecting
• UX기반 Data Analysis 경험","경력
경력 7~15년","Node.js
React
PostgreSQL
AWS
AZURE
React Native
NestJS
TypeScript",https://www.jumpit.co.kr/position/14075,"카티니는 수평적이고 두려움없는 조직문화를 만들어갑니다.

• 8시~10사이 시차출퇴근제
• 본인 결재로 끝내는 자유로운 연차사용
• 점심시간 90분
• 댕댕이, 냥이, 거북이... 반려동물 동반 출근 가능
• 최고사양 업무기기지원
• 월 통신비 5만원 지원
• 24시 스낵바, 최상의 원두커피 제공
• 회사차량 운영(휴일엔 회사차 무료이용 가능)
• 여름휴가지원금 50만원
• 명절(설/추석), 창립기념일, 생일시 소정의 복지포인트 지급
• 생일반차
• 건강검진 지원! 배우자는 2년에 1번씩(33만원 상당)
• 마음챙김 프로그램(EAP) 지원
• 경조비, 의료비 지원
• SK패밀리카드 연회비 10만원 지원
• 타이어픽 임직원 타이어 쿠폰 매년 지급(50만원 상당)
• 단체상해보험 가입
• 도서지원
• 꽤 괜찮은 동료 지급"
버즈앤비,"마감일
상시",[버즈앤비] Tech Manager (4년 이상),개발 PM,"• 유관 경력이 4년 이상이신 분
• 비즈니스 요구사항을 이해하고 필요한 시스템 구조와 데이터 모델을 설계한 경험이 있으신 분
• 애자일한 조직문화를 경험하고 리딩한 경험이 있으신 분
• 다양한 직군과의 협업과 커뮤니케이션이 능숙하신 분
• React.js, Node.js, Graphql, mongodb 기술에 능숙하신 분","• 웹/앱 서비스, 플랫폼 사업에서 개발팀장 또는 개발리더를 경험하신 분
• 최적의 솔루션을 찾을 수 있는 해결능력을 갖추신 분
• 성장의 가치를 위한 능동적인 코칭 및 피드백을 주실 수 있는 분
• 스타트업에서의 근무 경험 또는 스타트업에 열정과 관심이 있는 사람","경력
경력 4~10년","Bitbucket
AngularJS
MongoDB
React
Node.js
AWS
Docker",https://www.jumpit.co.kr/position/12068,"* 우리의 업무 몰입도는 최고입니다, 이렇기 때문에 말이죠.

• 유연 출퇴근 제도
본인의 컨디션은 본인만이 알고 있습니다. 최상의 업무 퍼포먼스를 유지하는 것도 본인에게 달려 있다고 생각합니다. 그렇기에 스스로 업무에 집중하는 환경을 만들 수 있도록 우리는 08:00 ~ 11:00에 자유롭게 출근합니다.

• Remote-work(재택 근무) 제도 운영
근무 환경의 개선과 크루 분들의 효율적인 업무 프로세스를 구축하기 위하여 주 1~2회 재택 근무를 운영 중에 있습니다.

• 업무에 집중할 수 있는 사무실 환경을 제공합니다.
우리는 판교역 도보 0분인 ‘그레이츠 판교 4층 워크앤올’ 에 위치해 있습니다. (2번 출구 기준)
가끔씩 사무실이 답답하다면, 라운지에서 업무를 보셔도 좋아요. 또한 산책하기 최고의 환경인 스카이 타워와 수면 룸도 있으며, 커피와 에스프레소 또한 무제한으로 지원합니다.

• 업무용 도구를 적극적으로 활용합니다.
Slack, Notion 등 효율적인 업무 협업 툴을 적극적으로 사용하고 발굴합니다.

• 맥북 등 고사양 IT장비 지원
모든 분들에게 업무용 노트북을 지원하며, 듀얼 모니터 또한 지급합니다.

• 그 외 다른 것을 말씀드린다면..
자유 복장, 식대 지원, 건강 검진 지원, 리프레시 장기 근속 휴가 및 휴가비 지원 등..
버즈앤비 크루 분들이 몰입하고, 더 나은 환경에서 근무하실 수 있도록 늘 고민하고 있습니다.


* 크루 분들의 지속적인 성장을 중요하게 생각합니다.

• 교육비 지원
버즈앤비의 성장은 크루 분들의 업무 퀄리티와 프로페셔널리즘에서 나온다고 믿습니다. 성장의 가치를 위하여 연간 200만원의 교육비를 지원합니다.

• 도서 구매비 지원, 사내 도서관 운영
개인의 성장을 위한 도서 구매 또한 회사에서 지원하고 있어요. 필요한 책은 언제든 구매가 가능하며 사내의 작은 도서관에서 도서 목록도 공유하고 있습니다.


* 회사의 성공 = 개인의 성공, 잊지 않겠습니다.

• 스톡옵션 제공
회사의 성공이 개인의 성공으로 인식되고 지켜질 수 있도록 멋진 모습을 보여준 크루분들에게 스톡옵션을 제공합니다."
제로원에이아이,"마감일
상시",AI 연구개발 Lead,개발 PM,"• 자격대상 : 이공계 박사학위 소지자
• 필수경험 : 인공지능 기술 이해, 국가연구사업 연구기획
• 우대경험 : 의료 인공지능 식약처 2등급 소프트웨어

• 아래 사항 중 해본 적이 있거나, 기술 방향을 아래 키워드로 바꾸려는 리더
: LangChain, AutoGPT, LlamaIndex, LLM(Vicuna, Koala, Alpack, LLaMA, Dolly, Falcon)
: AIOps, autoML, CNCF, Kubernetes, Bigdata(spark, hadoop, kafka), Hybrid Cloud, OpenStack
: AWS Sagemaker, GCP Vertex AI, Azure ML Studio
: Secure AI, AI for Time-Series data, Causal Inference, AI Uncertainty, AI Confidence
: AI Finance, Medical AI, Education AI

• 3가지 기술방향에 공감 하고, 기술 면접 때 설명할 수 있어야 함 
- Cloud Native : https://github.com/cncf/toc/blob/main/DEFINITION.md
- Software2.0 : https://karpathy.medium.com/software-2-0-a64152b37c35
- Shcillace Laws of Semantic AI : https://learn.microsoft.com/en-us/semantic-kernel/howto/schillacelaws","• LLM fine-tuning경험, LLMOps 구축경험, LangChain 개발경험, CKA, CKS, CNCF, CNCF 에코시스템 개발경험, Golang서버개발경험, 빅데이터(Big Data) 에코시스템 개발경험, AI 파이프라인경험(MLOps, AIOps, CI/CD), AWS 등 클라우드 서비스경험, Database/API 개발경험, 데이터센터인프라개발경험, 블록체인 프로젝트 개발경험, AI모델개발 경험(캐글 및 주요대회 상위입상), AI 모델서빙 및 운용경험, 탑티어 컨퍼러스 및 저널 출판 경험, 보안AI(secure AI, federated learning)개발경험, 시계열데이터 AI 개발경험, 인과추론 AI 개발경험, MOOC(cs329s, cs231n, cs224n)","경력
경력 2~10년","AI/인공지능
Spark
Hadoop
Kubernetes
OpenStack",https://www.jumpit.co.kr/position/17368,"• 국민연금, 고용보험, 산재보험, 건강보험
• 연차제도, 반차제도, 반반차제도
• 인센티브, 명절선물/명절상여
• 유연근무제, 자율복장, 주 3일 대면 오피스 출근, 주 2일 재택근무
• 헬스시설, 샤워실
• 건강검진, 점심 식대 지원, 저녁 식사 지원, 간식 제공"
한류뱅크,"마감일
상시",AI 개발팀 팀장급,개발 PM,"• AI 모델링 관련 프로젝트 진행 경험자
• 실행형/비실행형 파일 처리 경험자
• 기본 통계 분석 지식 보유자
• Python 기반 딥러닝 프레임워크 숙련자 및 AI 모델 개발 경험자
• 부서장으로서 팀을 운영했던 경험자","• IT 관련 자격증 보유
• 관련 전공자 (컴퓨터 공학, 수학, 정보 보안외 사이버 보안 관련 분야)
• SCI(E) 급 해외 저널 저자 우대(3년 이내)
• AWS 등 클라우드 서비스 경험 우대
• 포트폴리오(프로젝트 진행 건) 제출 필수
• 영어 가능자
• 최신 기술 트랜드를 따라가고자 하는 의지가 있고, 커뮤니케이션이 원활한자
• 악성코드 분석 경험이 있거나, 악성코드 관련 분류 모델링 경험이 있는자","경력
경력 10~20년","AI/인공지능
Python
MachineLearning
DeepLearning",https://www.jumpit.co.kr/position/17675,"• 중식
• 여름휴가
• 최신장비
• 경조사비
• 교육비
• 도서비
• 야근X"
인그래디언트,"마감일
상시",[인그래디언트] 개발 팀장 (Lead software developer),개발 PM,"• 웹(앱) 개발 경력 7년 이상(개발팀 리더 경력 2년 이상 포함) 또는 그에 준하는 역량을 갖추신 분
• Typescript, React 및 한 가지 이상의 Backend 기술 개발과 DB 성능 튜닝 경험이 있으신 분
• 요구사항을 파악하여 데이터 모델과 시스템을 설계한 경험이 있으신 분
• 프로젝트 초기 구축부터 배포까지의 A-Z 경험이 있으신 분
• 문제 해결 관점의 접근 방식에 능숙하고 분석적이며 논리적 사고를 즐기시는 분","• 영어로 소통 가능하신 분
• AI 관련 스타트업에서 개발팀을 리드해본 경험이 있으신 분
• RDBMS를 이용한 개발 또는 운영 경험이 있으신 분
• 컴퓨터공학 또는 AI 관련 전공 혹은 그에 준하는 전공 및 지식 보유자
• 대용량 트래픽 처리를 경험해본 적이 있으신 분
• 실시간 데이터 처리/분석 경험이 있으신 분
• 애자일 관련 개발 방법론에 대한 경험이 있으신 분
• 클라우드 환경에서 일한 경험이 있으신 분
• B2B 상용 서비스 플랫폼을 개발 경험이 있는 분","경력
경력 7~10년","typescript
node.js
mysql
aws
nestjs
typeorm
rest api
docker
react",https://www.jumpit.co.kr/position/15027,"[근무환경 및 형태]
• 프론트엔드: TypeScript, ReactJS, Storybook(예정)
• 백엔드: NodeJS, MySQL, AWS, Nest.js, TypeORM, REST API, Docker, Portainer, Kubernetes, Python, CI/CD
• QA: Selenium (구축중), Python
• 기획 및 디자인: Figma (Design Tokens & Component 구축중)
• 개발 공통: Github, Notion(이슈, 기술 문서 및 업무 관리), Google Chat(업무챗)

• 전 직원 원격 근무
• 수평적인 커뮤니케이션 (XX님)
• 탄력근무제(출퇴근 시간 조절가능)
• 수습기간 3개월 후 정규직 전환
• OKR & 애자일 & 비동기식 업무방식 적용

[인재상]
• 열정이 있는 팀원
• 신뢰와 책임감이 있는 팀원
• 항상 성장하고자 하는 팀원
• 유연성을 기반으로 최대 효율을 추구하는 팀원
• 업계를 리딩하여 사회에 영향력을 주고자 하는 팀원

[사내문화]
• 노션 자동화와 대쉬보드 사용으로 업무소통 극대화

[복지사항]
• 자유로운 연차사용
• 커피타임 비용 지원
• 워크샵 및 세미나 운영
• 사무실 출근시 식대 지원
• 명절선물, 생일선물, 경조사비 지원
• 업무 관련 소프트웨어, 교육비, 도서 및 비품 제공"
엔터플(synctree),"마감일
2023-08-31",IT 시스템 개발 기획 (Team Lead),개발 PM,"• 최소 7년 이상의 SW 및 솔루션 기획 및 설계 경험
• 팀장 또는 팀 리더로서의 역할을 경험하신 분
• SaaS 서비스 기획 및 운영 경험
• 다양한 환경에서의 UI/UX 기획 및 설계 경험
• 스토리보드, 유스케이스, 플로우차트와 같은 수준 높은 문서 작성 능력
• 시스템 구조와 데이터 흐름에 대한 이해도가 있는 분
• 서비스 데이터 분석을 통한 인사이트 도출 및 전략 수립 가능
• 개발자로서의 경험 또는 이에 준하는 기획 및 설계 경험

※ 포트폴리오 제출 필수","• PO(Product Owner) 경험이 있으신 분(PM)
• 서비스 기획의 A to Z 경험
• No-code, Low-code 솔루션에 대한 이해도
• 소프트 스킬과 하드 스킬을 조화롭게 갖춘 분
• 도전적이고 혁신적인 마인드를 갖춘 분","경력
경력 7~15년","Java
Amazon API Gateway
Jira
Cloud CMS
Notion
Slack
jQuery UI
UXPin
GUI
HTML5",https://www.jumpit.co.kr/position/17338,"• 파격적이고 혁신적인 주 30시간 근무 (10 to 5)
• 수평적 조직문화(영어 닉네임&님 문화)/최소한의 직책 적용/직급 폐지 
• 매월 다채로운 소식과 맛있는 간식이 함께하는 '올핸즈미팅'
• 매년 종합건강검진 시행
• 최신형 모니터 및 IT장비 지원
• 본인 및 가족 생일 지원 (반차 연 3회)
• 폭 넓은 경조사 지원 
• 복지포인트제도 운영 및 지원
• 팀빌딩을 위한 회식비 지원
• 입사 후 1년 차부터 장기근속 휴가 및 휴가비 지원 (단계별)
• 자녀의 입학 및 졸업 축하를 위한 연차 및 선물 지원
• 사내 스낵바 및 다양한 음료 & 고퀄의 원두 커피머신 제공
• 출산전후휴가, 육아휴직, 임신기 단축근무제도 운영
• 외근자를 위한 경비 및 교통비를 지원
• 외부 파견자를 위한 파견정책 운영
• 명절 선물 제공 (상품권)
• 카페테리아와 폰부스 제공
• 그 외 석식비, 야근교통비, 잔여연차수당, 연장/야간/주말근로 보상 등 혜택 지원"
엑셈,"마감일
상시",[코스닥상장사] Product Manager (경력 5년 이상),개발 PM,"• 5년 이상의 PM 경험
• 개발, 디자인팀 등 타 부서와의 원활한 커뮤니케이션 능력
• 새로운 영역의 지식을 빠르게 학습하고 내재화하는 능력

*PM/기획/설계에 참여한 포트폴리오 제출 필수
*경력 기술 시 PM 또는 기획자으로서 실제 진행했던 경험 기재","• UX/UI에 대한 지식
• UI 기획 및 요구사항(유저스토리) 작성 경험
• IT System 모니터링 영역의 제품 기획 경험
• B2B SaaS 서비스 기획 및 운영 경험
• SaaS 비즈니스 지표 분석 능력
• 구글 애널리틱스 사용 경험
• Cross Functional 조직 리딩 경험
• IT 시스템 개발 경험","경력
경력 5~10년","SQL
React
CSS 3
Java
JavaScript
TypeScript
Spring Framework
Kubernetes",https://www.jumpit.co.kr/position/17619,"엑셈은 개인의 성장이 곧 회사의 성장이라는 '전개일여(全個一如)' 경영 원칙이 있습니다. 회사라는 환경과 개인은 서로 깊은 영향을 주는 관계입니다. 조직의 성장과 성공은 우리의 제품과 서비스를 이용하는 '고객'의 가치경험/가치충족을 바탕으로 하며, 구성원인 우리의 성장과 성공 없이는 이루어질 수 없습니다. 우리 개인의 성장과 성공 또한, 일/관계/커뮤니케이션 관점에서 하나로 연결될 때 이루어지죠. 이처럼 전체(全)와 개인(個)은 서로 깊은 영향을 주고 받는 관계입니다.
엑셈은 ‘전개일여’를 통해 끊임없이 혁신하며 성장하고, 고객에게 차별화된 가치를 전달하도록 노력합니다.

근무환경
• 엑셈사옥, 사내식당, 사내카페, 피트니스센터, 휴게공간, 게임공간, 회의실, 사원증, 사무용품 지급

지원금/보험
• 건강검진, 직원대출제도, 각종 경조사 지원, 업무활동비 지급, 통신비 지원

급여제도
• 장기근속자 포상, 우수사원포상, 4대 보험

선물
• 명절 상품권

교육/생활
• 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 멘토링제도, 교육비 지원, 저녁식사 제공, 사내동호회 운영

조직문화
• 회식강요 안함, 야근강요 안함, 자유복장

리프레시
• 연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직"
롯데정보통신,"마감일
상시",[온라인채널운영팀] PM/PL,개발 PM,"• 채널서비스 운영 현장 PM 경험 
• 웹기반의 프로젝트 수행 PM 경험 
• 유연하고 원활한 커뮤니케이션 능력 소유자

[Skill Set]
• Java, RDBMS(MS-SQL)","• UX트렌드 이해, JAVA, RDBMS(MS-SQL 우대) 개발 및 운영 경험자 우대
• Spring 프레임워크 경험자, 모바일 프로젝트 경험자 우대


[지원서 접수]
• 접수기간 : 상시
• 전형절차 : 지원서 접수 – 서류전형 - 1차면접/인성진단 - 2차면접 – 평판조회 – 채용검진 – 최종합격

[근무지]
• 본사 또는 수도권 PJT

[응시자격]
• 해외 여행 및 건강상 결격 사유가 없는 분
• 남성의 경우, 군필 혹은 면제자 외 국가유공자
• 국가보훈대상자 및 장애인은 관련 법규에 의거 우대함
• 4년제 학사 학위 보유 필수

[기타 사항]
• 전형 결과는 개별 통보 예정입니다.
• 입사 지원사항 및 자격사항이 사실과 다를 경우, 입사가 취소될 수 있습니다.
• 채용청탁 등 부정한 행위에 관련된 경우 입사(합격)가 취소되며 향후 응시자격 제한 등 불이익을 받을 수 있음
• 상기 일정은 상황에 따라 변경될 수 있으며, 입사 후 배치 직무 및 지역 또한 회사의 사정에 의해 개인과 협의 후 변경될 수 있음","경력
경력 7~19년","Java
JavaScript
SQL
Spring
MSSQL",https://www.jumpit.co.kr/position/7459,-
딥엑스,"마감일
상시",[AI반도체] 딥엑스 SW 기술 개발 리드,개발 PM,"• 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력
• 조직 단위로 개발되는 각종 SW 기술 개발 지식 및 기술 
• 전체 개발되는 SW 코드의 품질 관리
• CI/CD 및 기타 소프트웨어 엔지니어링 관행을 따르는 애자일/스크럼 환경에 대한 경험
• SW 개발 프로젝트를 매니지 해본 경험 및 직무 능력
• 상용 SW 결과물 배포와 관리 및 개선 경험
• 신규 개발자 역할을 신설하고 전체 조직에 유기적 협력이 가능하도록 Integration해 본 경험
• C++, Python 및/또는 CUDA에 대한 프로페셔널한 지식 및 경험","• 최신 딥러닝 기법과 응용 분야에 대한 지식을 보유한 분
• NPU SDK 기술을 개발해 본 경험
• 큰 조직 단위 SW 기술 개발 경험","경력
경력 5~20년","SW
C++
Python",https://www.jumpit.co.kr/position/8998,"• 회사와 함께 성장을 위한 전 직원 스톡옵션 증여
• 일 3식(아침, 점심, 저녁) 식사 지원
• 명절 상여 금 등 별도 상여 총 100만원/년 지급 
• 스탠딩 데스크, 최신 사양의 노트북, 듀얼 모니터 등 업무 환경 지원
• 경조휴가 및 경조금 지원
• 구성원의 건강증진을 위한 종합 건강검진 지원(연1회)
• 커피, 티, 두유, 비타음료, 각종 스낵 등 다양한 음료와 간식 무한 지원 
• 국민연금, 건강보험, 산재보험, 고용보험 4대 보험 가입 

복지제도는 (주)딥엑스와 함께 성장해 나아갈 예정입니다."
아인잡,"마감일
상시",개발팀장/리더,개발 PM,"• 학력 : 대졸 이상 (4년) Computer 공학, 혹은 Software 공학 혹은 관련학과 학사
• 경력 : 경력 7년 이상(부장, 이사, 팀장급)
• Java/Spring로 서비스 platform 개발 경험 5년 이상
• DBMS 논리적 설계/물리적 설계/구현/운영
• 결재기능, Filter Matching 프로그램 logic 개발 경험
• B2C 상용 서비스 플랫폼을 개발 경험이 있는 분
• AWS 기반 인프라 설치 및 서버 운영 경험
• 서비스 기획부터 개발, test, 운영까지 프로젝트를 주도적으로 관리한 분","• Large Language Model/Deep learning/Data 분석/Python/Tensorflow 기타 머신러닝 library 활용도 높은 분
• 대졸 소프트웨어 공학 전공, java 경력 7년 이상 우대","경력
경력 7~15년","Java
REST API
Spring
Spring Boot
MySQL
AWS
Amazon RDS
RDB
Git
Confluence",https://www.jumpit.co.kr/position/16758,• 연봉: 1~1.5억원
아이쿠카,"마감일
상시",개발팀장,개발 PM,"• 소프트웨어 엔지니어 경험이 7년 이상이거나 그에 준하는 경험이 있으신 분
• React Native + Java SpringBoot 개발 가능자
• 개발 조직을 만들고 이끌어본 경험이 있으신 분
• 대규모 트래픽이 발생하는 웹서비스를 운영한 경험이 있으신 분
• 개발 생산성에 대해 고민하고 동료들에게 제안해주시는 분
• 소프트웨어 품질에 대해 깊게 고민하고 개선하는 분","• C-Level 경험이 있으신 분
• B2B SaaS에 대한 경험이 있으신 분
• 데이터 분석, 정보보안 관련 경험이 있으신 분","경력
경력 7~20년","MySQL
Java
Spring Boot
SW
React Native
JavaScript",https://www.jumpit.co.kr/position/17376,"• 개인 장비를 모두 지원합니다.
• 8시~10시 사이에 자유로운 출근제를 운영합니다.
• 점심시간은 11:30~13:00로 운영합니다.
• 야근없는 문화입니다."
엠로,"마감일
상시",프로그램 개발 엔지니어[PM/PL],개발 PM,"• 관련 경력 7년 이상(PL급)
• 시스템 분석/설계 경험을 보유하신 분
• Java, Spring, Javascript 개발 가능자
• RDBMS(Oracle, MS-SQL, MySQL등) 활용 가능자
• 고객과 원활한 업무 협의 능력을 보유하신 분","• 구매관련 프로젝트 수행 경력
• 엠로 프레임워크 개발 경험
• 구매 SCM/B2B 프로젝트 수행 경력","경력
경력 7~10년","Java
JavaScript
Spring
Oracle
MSSQL
MySQL",https://www.jumpit.co.kr/position/4793,"• 年 2회 성과급 지급(PS/PI)
• 프로젝트 파견 수당 
• 출/퇴근 교통비 지원(법인카드 사용)
• 중식대 월 20만원 제공(법인카드 사용)
• 직원대출제도(주택자금대출 및 생활안정자금 대출 지원)
• 종합건강검진 지원
• 장기근속 포상 (여행상품권 및 유급휴가, 상해보험 지원 등)
• 경조지원/상조회 운영
• 국내 콘도 이용 (대명리조트 외)
• 명절선물 및 생일선물
• 멘토링 제도 (신입/경력)
• 심리상담 서비스 운영
• 교육지원(직무교육, 기본소양교육, 도서비)"
팜클,"마감일
상시",SW 개발 PM(Project Manager),개발 PM,"• 학력 : 학사이상
• 경력 : 경력 3년 이상 
• ICT , IoT SW 개발 (관리) 경력자
• 제품 기획, 개발, 양산의 상품화 프로세스 및 Life Cycle 이해도
• 외주 개발사, 협력사등과의 원활한 소통역량 보유
• SW 신기술 검토
• 향후 AI 기술 개발에 대한 적극성과 관심도","• Android Framework / application 개발 경험 
• Front-end / Back-end 개발 경험 
• Protocol (5G, LTE, LoRa, BLE 등) Stack 개발 경험 
• AI, 영상 및 이미지 분석 개발 경험 
• SW 플랫폼 Architecture 설계 경험 
• MS-OFFICE 사용 가능자","경력
경력 3~10년",SW,https://www.jumpit.co.kr/position/15654,"[지원금/보험]
• 법정 건강검진, 공가 제공
• 각종 경조사 지원
• 자녀 대학 학자금
• 자녀 초/중/고 입학 축하금
• 임직원 단체보험 가입 

[급여제도]
• 퇴직연금
• 장기근속자 포상
• 자격수당, 직책수당 

[선물]
• 생일자
• 결혼기념일 조기퇴근
• 생일자 상품권
• 명절 선물

[교육/생활]
• 법정의무교육
• 신규입사자 교육
• 사외위탁교육
• 중/석식 제공
• 커피머신/제빙기 보유
• 이달의 간식, 삼복행사

[근무 환경]
• 휴게실,회의실
• 전용사옥, 테라스

[리프레시]
• 연차,반차
• 유연근무제
• 장기근속자 리프레시 휴가"
이커넥트,"마감일
상시",[이커넥트] CTO 개발총괄 모집,개발 PM,"• 관련 경력 5년 이상
• 하나의 연결된 프로덕트를 완성해보고, 출시 및 운영까지 참여한 경험
• PHP 언어 및 다양한 개발 관련 기술 스택에 대한 높은 이해도를 보유하신 분
• 풀스택 개발 가능자(개발 가능 언어 최소 2개)
• 신사업 및 신기술에 대한 두려움이 없으신 분","• 음성 플랫폼 서비스 런칭 및 운영 경험이 있으신 분
• 스타트업 개발 조직 리드 경험이 있으신 분
• 데이터분석을 기반으로 빠르게 실행하실 수 있는 분
• 스스로 문제를 찾아서 해결하고, 그로부터 성취감을 느끼시는","경력
경력 5~10년","Java
JavaScript
PHP
jQuery
iOS
REST API
SW",https://www.jumpit.co.kr/position/14447,"[이커텍트에서 누릴 수 있는 혜택]
• 구성원들이 자기 계발을 할 수 있도록 교육&도서를 지원합니다.
• 자유로운 연차/반차 사용으로 쉴 때는 확실하게 쉬어갑니다.
• 사주나루를 통해서 점술가 무료 컨설팅을 받을 수 있습니다.
• 명절 상여금, 경조사 지원, 중식 지원 등의 다양한 복지가 갖춰져 있습니다."
