회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
써머스플랫폼,"마감일
상시",[에누리가격비교] 안드로이드 개발자,안드로이드 개발자,"• 학력 : 대졸이상
• 경력 : 5년이상
• 안드로이드 개발 경험이 5년 이상이신 분
• App 배포/유지보수 경험이 있으신 분
• Android , Git, Java, Kotlin, Zeplin","• 자기 주도적으로 일하고, 동료들과 소통이 원활하신 분
• MVP/MVVM 등의 디자인 패턴에 대한 이해도가 있으신 분
• 안드로드 UI/UX에 대한 관심과 이해도가 높으신 분
• 오픈소스 분석 및 사용을 경험하신 분
• 쇼핑몰 앱 개발에 대한 이해도가 있으신 분
• 문제 해결에 적극적이신 분
• 개인정보 보안에 대한 이해도가 있으신 분","경력
경력 5~10년","Kotlin
Android OS
Git
Java
Zeplin",https://www.jumpit.co.kr/position/18094,"• 워라밸 중심의 기업문화를 만들어갑니다
• 자유복장, 자유로운 연차사용, 편안하게 일할 수 있는 최선의 환경을 제공합니다.
• 카페테리아, 휴게실, 회의실, 공기청정기, 웰컴키트제공, 음료제공(차,커피)
• OJT(신입사원교육), 리더십 강화교육, 직무능력 향상 교육, 교육비 지원, 사내동호회 운영, 콘도/리조트 이용권
• 연차, 경조 휴가제, Refresh 휴가 & 장기근속휴가/지원금 지원, 산전 후 휴가, 육아휴직, 남성출산휴가, 누리데이(매월 셋째주 금요일 3시간 조기퇴근)",www.enuri.com,• 안드로이드 개발 및 운영 유지보수
디지타이드,"마감일
상시",안드로이드 개발자 정규직 경력 채용,안드로이드 개발자,"• computer science 관련 전공 또는 부전공자 (정보처리기사 등 자격증 보유)
• 안드로이드 등 app UI 개발 가능자
• 엡개발관련 개인 포트폴리오 제출
• 병역 필또는 면제자",• 모바일 HTS 거래 개발 경험자 우대,"경력
경력 3~5년","Android OS
HTML5",https://www.jumpit.co.kr/position/4663,"• 체력단련비 지급
• 생일, 경조사, 결혼기념일 축하금 지급
• 근무 6개월 경과이후, 기본 연봉 이외에 업무 기여도 평가에 따라 성과급 지급","디지타이드㈜는 중소기업청이 지정한 기술혁신형 중소기업으로서, 2002년도 설립되어 현재 19년째 은행 및 증권사 등 
대형 금융기관들이 요구하는 상품거래시스템 및 리스크관리 소프트웨어를 개발, 공급하며 Business Consulting을 
주사업으로 하고 있는 IT 관련 기업입니다.

구체적인 사업 분야는
- 주식 선물 등의 거래소 상품 거래를 위한 Online Trading System 및 Risk 관리 System S/W개발
- 외환 및 비거래소 상품 거래를 위한 Online Trading System 및 Risk 관리 System S/W개발
- 글로벌 거래소의 실시간 거래정보를 사용하기 위한 Global Market Data System S/W개발
- 금융상품거래시스템을 위한 IT 인프라 및 컨설팅의 제공 등을 주 사업으로 하고 있으며, 

회사 소재지는 서울 종로구 광화문입니다.","• global trading system U/I 개발 및 지원
• 모바일 UI 및 Window U/I 개발"
태주실업,"마감일
상시",[AOS] 앱 개발자 모집,안드로이드 개발자,"• 앱 개발 경력 4년 이상 또는 그에 준하는 실력을 보유한 분
• Java 및 Kotlin 을 이용한 Native Android 앱 개발 경험자
• Rest API 등 서버 및 네트워크 간 데이터 전송 이해 
• 각종 라이브러리 사용 경험 (Glide , Retrofit2 등) 
• Coroutine 사용 경험","• 구글플레이 스토어 서비스 출시 경험
• 각 디바이스, OS 별 특징을 잘 아는 분
• AAC 를 통한 개발 경험
• MVVM 사용경험 혹은 MVVM 리팩토링 경험
• 코드리뷰, 코드 리팩토링에 적극적이신 분","경력
경력 4~10년","Android OS
Java
Kotlin
REST API
blockchain",https://www.jumpit.co.kr/position/11640,"• 급여 제도: 퇴직금, 4대 보험
• 교육/생활: 간식 및 음료 제공
• 조직 문화: 수평적 조직 문화, 회식 강요 및 야근 강요 없음 / 자율 복장
• 리프레시: 연차, 반차 제도 / 여름 휴가","태주실업(주) 의 블록체인 프로젝트 '아이톡투'

아이톡투는 기존 SNS 모델에 블록체인 기술을 접목시켜, 플랫폼 내에서 직접적인 CNE(Create&Earn) 형태의 부가가치를 창출할 수 있는 웹3.0 네트워크를 구축해 놓은 플랫폼으로 현재 앱스토어 및 구글플레이스토어 에서 서비스 중에 있습니다.

또한 자체 발행된 블록체인 인 아이코인투(ICT) 는 클레이튼 계열의 토큰으로 국내 가상자산거래소인 ""캐셔레스트""에 상장 되어 있으며, 디지털 지갑인 클립 및 카이카스에 리스팅 되어 있습니다.","• 블록체인 기반 소셜네트워크서비스, 아이톡투 앱 개발 및 유지보수"
오래,"마감일
상시",[제로아이즈] 안드로이드 App 개발자,안드로이드 개발자,"• 자유 양식의 국문 이력서 또는 포트폴리오(PDF)
• Android 개발 경력 3년 이상이신 분
• 카드결제기, QR스캐너, IoT 제품 등 하드웨어 연동 경험
• 분업화, 자동화 등 개발 효율성을 높이기 위해 끊임없이 고민하시는 분
• Engineer로서 기능 안정성에는 항상 주의를 기울이시는 분
• 팀 코드 리뷰, 기술 노트 등 함께 성장하는 문화를 중요하게 생각하시는 분
• 프로젝트 관리를 위한 협업툴 사용 또는 문서 작성에 거부감이 없으신 분","• Android 기반 키오스크 개발 경험 (태블릿 원격제어 등)
• 사용자 데이터 트랙킹/분석, 클라이언트 머신러닝에 대한 이해나 경험
• 언택트/무인 관련 업종에 대한 높은 이해도나 비전을 가지고 있으신 분
• 개발, 디자인(UX), 마케팅 등 다른 분야에 대한 이해나 경험","경력
경력 3~10년","android os
Kotlin
flutter",https://www.jumpit.co.kr/position/17951,"책임감에 기반한 자유로운 근무 환경을 만들어 나가고 있습니다
# 근무는 자유롭게, 결과는 책임감있게
• 맡은 업무만 책임진다면, 자유로운 출퇴근 및 월차 사용이 가능합니다
• 정해진 출/퇴근 시간 없이 효율적인 업무 시간을 스스로 선택할 수 있는 '자율출퇴근제'를 시행 중에 있습니다
• 사무실, 재택, 카페 등 효율적인 업무 장소를 선택할 수 있는 '재택근무제'를 시행 중에 있습니다
• 연차는 눈치보지 않고 반차, 일차 등으로 자유롭게 사용할 수 있습니다

기업/개인의 성장에 따른 적절한 보상 및 복지가 제공됩니다
# 먹거리는 나누고, 일거리는 함께
• 직급/직위 대신 '성명 + 님' 문화로 우리만의 수평적인 조직 구조를 만들어가고 있습니다
• 리모트 업무 환경 구축을 위한 고사양의 '개인 노트북'을 지원합니다
• 분기별로 팀별/개별 성과에 따른 '인센티브'를 지급하고 있습니다
• 사내 음료 및 스낵 무제한 제공, 회식은 점심 맛집 탐방으로 대체 등의 복지가 시행 중에 있습니다

매년 임직원이 원하는 사내 복지를 만들어가고 있습니다
# 고객 다음은 임직원의 만족
• 기본 연차 외에도 '하계 휴가, 백신 휴가'가 추가 지급됩니다
• 직무 관련 교육 및 세미나 등 교육비, 도서 구입비를 무제한 지원하고 있습니다
• 매년 건강검진을 지원하고, 명절 및 경조사를 지원하고 있습니다

합리적이면서 조화로운 의사 결정을 내립니다
• 기업 철학과 상식에 부합하면서 임직원의 화합을 중요시하는 의사결정을 내리기 위해 함께 고민하고 노력합니다

오래 DNA
• 'Mission(사명)'은 모든 의사 결정 과정에서 항상 최우선합니다
• 모든 구성원과 기밀을 제외한 모든 정보를 '투명'하게 '공유'합니다
• 변화와 실패를 두려워하지 않고, '도전'과 실패 속에서 끊임없이 배우고 '성장'합니다
• 함께하기 위한 '소통'과 '배려'를 가장 중요하게 생각합니다","이용권 기반의 맞춤형 무인 매장 운영 서비스 '제로아이즈(ZeroEyes)'를 개발, 운영하고 있는 오래입니다.

우리는 '공간-사람-컨텐츠'를 연결하는 O2O 서비스를 제공하여 언제 어디서든, 쉽고 편하게, 배우고 즐길 수 있는 세상을 만들고자 합니다.

제로아이즈는 2019년도 6월 런칭하여 키오스크-IoT 연동-모바일APP-관리자WEB을 하나의 서비스로 전국 300개 이상의 스터디카페/독서실 가맹점에 제공하고 있으며, 50만명의 고객들이 문제없이 '무인' 스터디카페를 이용할 수 있도록 24시간 연중무휴 안정적으로 시스템을 운영하고 있습니다.

런칭 이후 제로아이즈는 연평균 200% 성장해오고 있지만, 2022년에는 이용권-레슨 기반 B2B 사업 영역 확장과 B2C 서비스 출시로 한 걸음 더 나아가려 합니다.

오래 사명에 부합하는 서비스를 함께 고민하고 성장시켜나갈 크루를 언제나 기다립니다 :)","• Android 기반 키오스크에 들어가는 다양한 사이즈의 Android 태블릿 개발
• Android 모바일 Native App 개발
• IoT 제품 포함 하드웨어 연동 개발"
예티소프트,"마감일
2023-08-16","[보안솔루션개발] 안드로이드개발 신입, 경력직 채용",안드로이드 개발자,• 경력 : 신입/경력 7년 이하,"• 컴퓨터/시스템공학
• Android 앱개발 경험자
• Java, Kotlin, ndk","경력
신입~7년","Android OS
Java
Kotlin",https://www.jumpit.co.kr/position/18058,"• 지원금/보험
　- 건강검진, 각종 경조사 지원, 헬스비 지급, 선택적복리후생
• 급여제도
　- 퇴직연금, 장기근속자 포상, 4대 보험
• 선물
　- 명절선물/귀향비, 생일선물/파티
• 교육/생활
　- 워크샵, 도서구입비지원, 저녁식사 제공, 음료제공(차, 커피)
• 근무 환경
　- 휴게실, 회의실, 공기청정기, 사무용품 지급
• 조직문화
　- 자유복장
　- 출퇴근
　- 야간교통비지급
• 리프레시
　- 연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무","예티소프트는 암호.인증 기술을 기반으로 한 보안 전문 업체입니다. 

예티소프트는 보안을 위해 불편을 감수해야 했던 인터넷 환경에서, 안전하고 편리한 사용자 중심의 환경을 만들어가고자 하는 사람들이 모여서 시작한 기업 입니다.

설치 없이 사용자가 알 필요 없이, 뒤에서 묵묵히 튼튼히 지켜주는 키다리 아저씨 같은 소프트웨어 새로움이 처음으로 이어져 남들이 가지 않았던 새로운 길을 만드는 새로운 기업 예티소프트 입니다.",• 보안 솔루션/서비스 개발
스마트올리브,"마감일
상시","[플랫폼] 기존 앱에 대한 운영, 개발 및 유지보수",안드로이드 개발자,"• 경력 5년 이상 Android(Java) 개발자
• Firebase 내 라이브러리 경험자(RemoteConfig, Cloud Messaaging)
• Realm 데이터베이스 경험자
• Git 사용 가능자
• 기존 운영중인 서비스에 대해서 서비스 개선 경험 있으신 분
• 모바일 앱 개발 및 운영 경험자
• Notion 사용 가능자
• Flutter 개발 가능자","• 자기 주도적 업무를 지향하시는 분
• 새로움에 도전을 주저하지 않으며, 조직문화를 함께 만들어 나갈 분
• 기획한 기능이 현실화 되어 사용자의 피드백을 개선하려는 의지가 강하신 분
• 기존 운영중인 서비스에 대해서 서비스 개선 경험 있으신 분
• PL/PM 경험자
• Notion 사용 가능자","경력
경력 5~10년","JavaScript
Google Cloud Messaging
Firebase
GitHub
Android OS
Java
Realm
notion.so
Flutter",https://www.jumpit.co.kr/position/13099,"저희 회사는 자율과 책임을 중요시 하는 회사입니다. 
자율이 보장되어 있되, 각 자 맡은 바 그리고 기획한 바에 대한 책임을 확실히 하여 공동의 목표를 추구하는 문화를 가지고 있습니다. 
휴가를 자율로 도입하여, 근무 시간에 대한 유연함을 가지고 있으며, 조직 구성원의 발전이 회사의 발전과 동일하다는 모토를 가지고 업무에 임하고 있습니다.","올리브 패스는 기업체 모바일 전자식권 플랫폼을 운영하는 회사입니다. 현재는 기업 및 관공 그리고 B2C로 확장을 준비중에 있으며, 통합 복지 플랫폼으로 컨버팅중에 있습니다.","• 기존 운영중인 앱에 대한 운영 및 유지보수
• 신규 기능 구현에 대한 기획 및 개발"
슈프리마,"마감일
상시",[슈프리마에이아이] SW/솔루션 경력직 채용공고,안드로이드 개발자,"• C/C++ 을 이용한 개발에 능숙하신 분 
• Android, iOS 앱 개발에 능숭하신 분 
• 웹 어플리케이션 경험이 있으신 분
• Python을 이용한 개발이 가능하신 분","• 영상처리, 컴퓨터비전, 패턴인식, 딥러닝 관련 분야 석사 이상 또는 2년 이상 경력을 가지신 분
• 중급 이상 영어 작문 및 독해가 가능하신 분
• 출입 통제 및 바이오 인식 제품 개발 경험이 있으신 분
• 얼굴인식 데이터의 수집, 정제 및 Augmentation 개발 경험이 있으신 분
• 웹 크롤링 경험이 있으신 분","경력
경력 2~10년","C
C++
Android OS
iOS
Python
SW",https://www.jumpit.co.kr/position/16892,"• 4.5일제 (금요일 4시간 근무)
• 시차출근제도 (8시~10시 사이 자율출근)
• 네이버포인트 연 120만원 지급 / 자기계발비 연 180만원 지원 중 택1
• 이주비 100만원 지원 (오피스 근방 이주시)
• 생활안정자금 매월 30만원 지원 (오피스 근방 이주시 2년간)
• 양육비 및 학자금 지원
• 경조금 지급
• 무이자 주택 대출 지원
• 재직자 내일채움공제 지원
• 사내 어학 아카데미 운영
• 리조트 지원
• 스낵바 운영 (음료, 커피, 시리얼, 제과 등)
• 건강검진, 예방접종 지원
• 문화/레저생활 지원","Join Us, Shape the Future.
Global Leading Provider of Biometric AI Solutions

세계 최고의 AI기반 바이오인식(Biometric) 원천 기술을 보유한 슈프리마는 업계를 선도하는 지문인식 AI 기술과 얼굴인식 AI 기술을 기반으로 다양한 영역에서 고객사가 가장 혁신적으로 도약할 수 있는 제품과 솔루션을 제공하고 있으며 뛰어난 품질에 기반한 프리미엄 브랜드를 바탕으로 바이오인식 AC/TA 분야의 세계시장 점유율 2위, 국내시장 점유율 1위를 달성하였으며, 세계 50대 보안제조사 랭킹에 등재된 바이오인식 - 보안 전문 기업입니다","[근무부서]
• AI CORE 개발팀
• 담당업무: 소프트웨어 개발(SDK, API, Android, iOS, 웹페이지)

[합류하면 함께 할 업무에요!]
• 얼굴인식 알고리즘 관련 소프트웨어 개발 : API/SDK/라이브러리 개발, Edge Device(Arm CPU, GPU, NPU)에 알고리즘 포팅 및 최적화
• 비디오 분석 알고리즘 관련 소프트웨어 개발 : API/SDK/라이브러리 개발, Edge Device(Arm CPU, GPU, NPU)에 알고리즘 포팅 및 최적화 
• Anroid, iOS 앱 개발 
• 웹 어플리케이션 개발 및 서버 구축
• 데이터 구축(웹 크롤링, 라벨링 노이즈 클린징) 및 데이터 특성 분석

[우리 팀을 소개합니다!]
• 슈프리마에이아이 (Suprema AI Inc.) 는 슈프리마의 자회사로 2021년 10월에 신설되서, AI 기반 바이오인식 알고리즘, 영상처리 및 컴퓨터비전 알고리즘 등에 대한 연구 및 Edge 디바이스 개발을 하고 있어요.
• 미션은 ""Bringing AI to Edge"", AI 기술을 다양한 Edge 디바이스에 적용하여 편리하고 안전한 세상을 만들려고 해요!

[팀 구성은 어떻게 되나요?]
• 얼굴 인식 및 비디오 분석 알고리즘을 연구하고 개발하는 Alogorithm 파트와 여러 영상들을 수집하고 특징을 추출하여 알고리즘 성능을 높이는 Data analysis 파트가 있어요. 또한 개발된 알고리즘을 Arm CPU, Embedded GPU 및 NPU용으로 변환하여 실시간으로 빠르게 처리할 수 있도록 하는 Optimization 파트도 있는 알고리즘의 시작부터 제품 적용까지 유기적으로 협업하는 프로페셔널한 조직이에요. 각 파트마다 3~5명 정도의 팀원들이 서로 도와가며 협업하고 배우고 있습니다.

[우리 팀은 이렇게 일합니다!]
• MEMBER 들 간의 의견을 서로 존중해요 (팀 기술 공유 및 자신의 관심 분야에 대한 사이드 프로젝트를 장려해요. 회사 성장뿐 아니라 동료의 성장을 함께 독려해요!)
• TEAM WORK 를 중요하게 생각해요 (멘토와 멘티, 팀장과 팀원, 같은 파트의 동료 등 여러 관계 속에서 자유롭게 이야기하고 서로의 모르는 부분을 알려주고 도와가며 일해요)
• 자율적인 업무 분위기이며, 많은 부분에 있어 스스로 업무를 계획하고 진행해요 (자율출근제 와 주 4.5일제를 통해 자신의 리듬에 맞게 일할 수 있어요.)
• 함께 공부해요(일주일에 한번씩 동료들과 논문 및 코드 리뷰를 통해 새로운 것을 배우고, 그것들을 실제 구현해보며 자신의 커리어를 쌓아요! 회사 업무와 관련없어도 자신이 관심있어하는 주제를 공부하기를 장려해요.)"
씨유박스,"마감일
상시",신규 APP 서비스 개발 담당자 채용,안드로이드 개발자,"• 학력 : 초대졸 이상
• 개발 경력 2년 이상, Flutter(프레임워크) 개발 필수 
• 기획, 디자이너와 커뮤니케이션을 잘 하시는 분","• Sketch, Figma 툴 사용 경험이 있으신 분
• PM /개발 PL 경험이 있으신 분
• 서비스를 처음부터 런칭까지 경험하신 분
• B2C 서비스 운영 경험이 있는 분
• 운세서비스 개발 경험이 있거나 관심이 있으신 분","경력
경력 2~10년","React Native
Android OS",https://www.jumpit.co.kr/position/17698,"[안정된 생활을 지원합니다.]
• 각종 경조사 지원

[직원들의 열정에 보답하고 싶습니다.]
• 퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험

[우리 회사만의 특별한 복지!]
• 웰컴키트 지급

[직원들의 자기계발을 존중합니다!]
• 창립일행사, 우수사원시상식, 신입사원교육(OJT), 도서구입비지원, 자기계발비 지원, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)

[편안하게 일할 수 있는 최선의 환경을 제공합니다.]
• 카페테리아, 사무용품 지급

[직원 중심의 조직문화를 만들어갑니다.]
• 수평적 조직문화, 자유복장, 자유로운 연차사용

[직원들의 편의를 위한 출퇴근과 다양한 근무 제도를 제공해요!]
• 주 40시간제 시행

[최고의 복지는 휴가죠!]
• 연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 육아휴직, 남성출산휴가","우리가 꿈꾸던 미래, AI가 현실로 만듭니다.

AI 기술 혁신을 통해 우리의 일상은 놀라운 변화를 맞이할 것입니다.
AI 인공지능 및 로봇 기술을 통해 삶의 가치를 더욱 풍요롭게 바꾸는 변화
CUBOX가 추구하는 기술의 지향점 입니다.

[얼굴 인식 기술]
글로벌 최고의 AI 얼굴 인식 기술을 보유하고 있으며, 금융, 생활, 교통, F&B 등 다양한 사업 부문과 융합하여 최상의 퍼포먼스를 제공합니다.","• 얼굴인식 APP 서비스 개발
• 신규 APP 개발 및 스토어 등록 지원, 서비스 운영"
테이크아웃,"마감일
상시",안드로이드 개발자,안드로이드 개발자,"• Android 개발 경력 1년 이상이신 분
• Android 플랫폼에 대해 깊은 이해를 가지신 분
• 컴퓨터공학 전공 혹은 그에 준하는 지식을 보유하신 분
• Kotlin 를 이용한 서비스 개발 및 런칭 경험이 있는 분
• MVVM 이해가 있으신 분
• RESTful API 기반 앱 개발 경험이 있으신 분","• 빌드/테스트/배포 자동화 경험이 있는분
• 하이브리드 앱 개발 경험이 있는 분

[주도적인 분]
• 주도적인 분들을 원합니다. 문제의 발견, 정의, 해결 등 제품 개발의 많은 과정들을 스스로 아이디어를 내고 해결할 수 있는 분들을 찾습니다.

[원활한 의사소통]
• 회사 내 다양한 업무 담당자들, 외부 이해 관계자들과 원활하게 의사소통 할 수 있어야 합니다.
• 새로운 기술 학습에 즐거움을 느끼시는 분

[일정 관리]
• 자기 주도적 일정 관리로, 외부로 부터가 아닌 스스로 일정을 관리하고 지키는데 익숙하신 분을 선호합니다.","경력
경력 1~5년","Kotlin
REST API
Android OS",https://www.jumpit.co.kr/position/9488,"• 문화생활에 대한 지원
• 영화, 연극, 뮤지컬, 전시회등 여가생활에 필요한 티켓 지원","문화공연 플랫폼 ""덕스티켓"" 을 비롯하여 여러 서비스의 (Android, iOS) 플랫폼 제품을 개발합니다.
현재 신규 프로젝트로 (Android, iOS) 플랫폼 개발을 계획하고 있으며, 이러한 프로젝트들의 프로토타이핑, MVP, 정식 출시 등 제품 기획 및 개발의 전 과정을 함께 참여하시게 됩니다.","• Kotlin을 이용한 Android 앱 개발, 테스트 및 운영
• 모니터링과 경험을 통한 사용자 기술적 문제 도출 및 제안
• 기술적 목표 달성을 위한 방법론 제안 및 실행
• 자체 운영 서비스 유지 보수"
브이씨,"마감일
2023-08-31",[코스닥 상장기업] Android 개발자,안드로이드 개발자,"• 안드로이드 3년 이상
• 안드로이드 프레임워크에 대한 이해
• Kotlin, Swift, Java, Object C 중 1개 이상","• 웨어러블 디바이스(안드로이드 스마트워치, 애플워치 등)용 앱 개발 경험이 있으신 분
• 앱 서비스 상용화 경험이 있으신 분
• 블루투스 개발 경험이 있으신 분","경력
경력 3~15년","Git
Xcode
Swift
Objective-C
Android Studio
Kotlin
Java
Android SDK
Google Analytics",https://www.jumpit.co.kr/position/18333,"• 시차 출퇴근제 운영 (오전8시~10시 사이 자유롭게 출근)
• 중식 제공 (지정식당 이용) 
• 간식 제공 (스낵바 운영)
• 선물 제공 (명절, 창립기념일, 생일, 기념일)
• 패밀리데이 (매주 수요일 1시간 일찍 퇴근)
• 자유로운 휴가 사용
• 장기근속수당
• 자기계발비용 지원
• 건강검진 지원
• 각종 경조사 지원","VOICE CADDIE는 골프를 사랑하는 사람들이 모여 만든 Golf IT BRAND입니다.
우리는 소비자들의 다양한 경험을 연구하고 그들에게 필요한 것이 무엇인지 끊임없이 고민합니다.

우리는 골프의 더 나은 미래를 상상하는 브랜드입니다. 
실력과 관계 없이 모든 골퍼의 플레이스타일을 존중하는 VOICE CADDIE는 최고의 기술을 바탕으로 골프를 즐기는 모든 이들에게 더 나은 경험을 선사하기 위한 진화를 거듭해오고 있습니다.

브이씨에서 기술과 열정을 가진 여러분들을 기다리고 있습니다.","• 자사 신규 서비스 앱 개발 ('단골', 단 하나의 골프)"
와그,"마감일
2023-08-09",[WAUG] 와그 안드로이드 개발자 모집,안드로이드 개발자,"• 안드로이드 앱 개발 경력 3년 이상
• Kotlin, Rxjava3, Retrofit2, Jetpack 등 기술스택에 전문성을 보유하신 분","• Google Play에 본인이 만든 앱을 등록, 운영해 본 경험","경력
경력 3~10년","Kotlin
RxJava
Android OS",https://www.jumpit.co.kr/position/17921,"1. 업무에 몰입할 수 있는 최고의 환경 제공
• 선택 출근제 오전 9시, 10시 중 선택 가능 (퇴근시간 저녁 6시, 7시)
• 4.5일만 일하세요! 매주 월요일 오후 2시 출근 (주35시간 근무)
• 점심시간 1시간 30분 제공 (광화문 맛집 탐방)
• 쾌적한 사무실 환경
• 직군별 고사양 데스크탑 & 노트북 선택 가능
• 오랜시간 앉아있는 팀원을 위해 시디즈 의자 제공
• 몰입에 반드시 필요한 개인 공기청정기 지급

2. 팀원의 성장과 커리어를 지원합니다.
• 자기계발서 및 업무 관련 도서 지원
• 매월 별도 자기계발비 지급

3. 노력과 성과에 따른 완벽한 보상
• 업계 최상위 연봉 및 인상률
• 성과에 따른 인센티브 지급

4. 일상을 여행으로!
• 입사 시 와그 포인트 지급 (숙소 & 액티비티 예약 가능)
• 매월 10% 와그 전 상품 할인 무제한 제공
• 명절 선물 제공
• 경조 휴가 지원

5. 완벽한 휴식을 위한 휴가 문화
• 자유로운 휴가 사용
• 생일 반차 제공
• 대체휴가, 육아휴직, 보건 휴가 등 법정 휴가 지원","Explore More.
경험하세요. 더 많은 것들을. 

'와그'는 자유여행자의 모든 여행 경험을 혁신하는 회사로 누적 앱 다운로드 300만건, 누적 거래액 1,600억, 액티비티 앱 사용자 수 1위를 달성하며 여행 엽계에서 가장 빠르게 성장하고 있어요. 우리는 성장성과 IT 기술력을 모두 인정 받아 누적 350억원의 투자 유치를 완료했고, 포스트 코로나 시대의 여행을 준비하고 있어요.

'와그'는 2016년 앱 론칭 후 매년 700% 매출 성장을 하며 국내에서 가장 빠르게 성장했어요. 또한 싱가포르 자회사 설립 후 동남아시아 사람들도 사용하는 글로벌 숙소 & 액티비티 예약 앱으로 거듭났어요.

이제 더 높은 꿈을 꾸기 위해 함께 할 동료를 구하고 있어요.
 
[관련 정보]
• 앱 다운 200만 돌파
https://url.kr/y6vp8a
• 와그 135억원 투자 유치 글로벌 공략 가속
https://url.kr/k17e25

또한 최근 코로나 시대에도 성장한 가능성을 인정받아 추가 투자 유치도 성공했어요.
'와그'와 함께 IT기술로 여행을 함께 혁신할 좋은 분들을 기다리고 있어요.","• 와그 여행자 안드로이드 앱, 파트너사 안드로이드 앱 개발"
오투오페이먼트,"마감일
상시",안드로이드 경력 개발자,안드로이드 개발자,"• MVVM
• Rx,반응형 프로그래밍에 대한 이해","• Coroutines, Flow, ViewBinding, Compose 등 Android 최신 기술 동향 및 최신 라이브러리에 익숙하신 분
• DI 라이브러리 사용 경험이 있으신 분
• firebase sdk 기반 개발환경을 경험해 보신 분 (firestore / storage / crashlytics)
• Opensource Library를 통한 생산성 향상에 관심이 있으신 분","경력
경력 5~15년","RxJava
Java
Android OS
Kotlin",https://www.jumpit.co.kr/position/17456,"• 눈치 볼 일 없는 퇴근
• 자유로운 연차 사용
• 여름 휴가 별도 지급
• 수평적인 조직 문화
• 회식 강요 없음
• 자율 복장
• 신입 사원 교육
• 직무 인강&도서 제공
• 명절 상품권 지급
• 건강 검진 지원
• 무제한 간식과 음료 제공
• 음악과 함께하는 즐거운 근무
• 최고 성능 컴퓨터
• 퇴직금
• 야근수당

※ 쾌적한 근무 환경을 위해 2023년 사무실 확장 이전 예정",http://www.o2opayment.co.kr/,"• 안드로이드 앱 서비스 유지 보수
 (UI, 서버 통신, 결제 모듈, 주변 기기 인터페이스)"
헥토헬스케어,"마감일
상시",Android 앱 개발자,안드로이드 개발자,"• Android 앱 개발 관련 경력 5년 이상(중급이상) / 7년 이상(중급이상)
• Kotlin, Coroutines, JetPack, MVVM, Retrofit, ConstraintLayout, WebView","• 하이브리드 App 개발 경험자 우대
• Custom UI 개발 경험자 우대
• IOS 개발 경력자 우대","경력
경력 5~10년","Android OS
Kotlin
RxJava
REST API",https://www.jumpit.co.kr/position/17482,"• 복지포인트 연간 연간 300만원 제공
• 조,중,석식 무료제공
• 임직원 대출 / 경조사 / 콘도 지원
• 명절선물
• 우수사원 포상
• 자사 제품 할인 및 매월 드시모네 제공
• 입사 시 웰컴백 제공",(주)헥토헬스케어는 '좋은균으로 만드는 새로운 건강 생활'을 모토로 명품 프로바이오틱스 드시모네부터 헬스케어서비스까지 글로벌 헬스케어 기업의 새로운 기준을 만들어가고 있습니다.,"• Android 앱 개발 관련 업무
• 헬스케어서비스 앱 개발 및 운영"
에덴룩스,상시,유니티 개발자(경력자) / 게임 개발자 / unity 채용,안드로이드 개발자,"• Unity게임 엔진에 대한 이해와 개발 경험 필수
• 기획/디자인/운영 등 다양한 직군과 협업 역량
• 본인의 개발경험이나 코딩수준을 어필할 수 있는 포트폴리오 첨부 필수
• 유니티 플러그인 (Android/iOS) 개발 가능하신 분","• 중국 서비스 개발경험이 있는분
• 새로운 프로그래밍 언어를 습득하는데 어려움이 없거나 혹은 흥미를 갖고 있는 분
• 외국인가능","경력
경력 1~5년","Unity
React
Python
C#
Android OS
iOS",https://www.jumpit.co.kr/position/2183,"1. 수평적인 구조로 영어이름을 부르며 친근하며 즐겁게 일합니다.
2. 평균 10~15일 휴가 사용","에덴룩스는 현직 의사와 안과 박사가 모여 2016년 설립 이후 연구개발에서 생산,판매에 이르기까지 자체적인 시스템을 구축하고 미국 검안협회에서 제안하는 눈 건강 관리 방법인 Vision Therapy와 IoT기술을 접목시켜 아이 홈 케어라는 새로운 시장을 선도하고 있습니다. 당사는 헬스케어 제품을 시작으로 의료기기 인증 등록을 통한 아이케어 전문 기업으로 거듭나도록 기술 연구와 제품개발에 대해 지속적으로 투자할 것이며, 고객의 삶과 사회를 생각하는 글로벌 기업으로 성장하며 나아가겠습니다.",• 눈 건강 어플리케이션 개발 및 유지보수 관리
