대분류,소분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,언어,출처
web-development,Express Framework,"【한글자막】 NodeJS 완벽 가이드 : MVC, REST APIs, GraphQL, Deno",모든 수준,"17,000","₩88,000",38.5시간 주문형 동영상,"배울 내용
가장 널리 사용하는 웹 개발 프로그래밍 언어 중 하나인 NodeJS를 배우게 됩니다.
NodeJS의 기본 개념 및 심화 내용을 자세히 배우게 됩니다.
NodeJS와 SQL 및 MongoDB 등의 데이터베이스를 통해 빠르고 확장 가능한 최신 서버 측 웹 애플리케이션을 구축하게 됩니다.
NodeJS 생태계를 이해하고 서버 측에서 렌더링 된 앱이나 REST API 및 GraphQL API를 구축하게 됩니다.
DenoJS에 대해 자세히 소개합니다.",한국어,https://www.udemy.com/course/nodejs-mvc-rest-apis-graphql-deno/
web-development,Bootstrap,부트스트랩 4와 함께하는 웹 디자인 마스터 코스 (Bootstrap 4 Web Design Tutorial),초급자,"17,000","₩79,000",9시간 주문형 동영상,"배울 내용
HTML, 자바스크립트, CSS의 기본
jQuery 라이브러리 기본
부트스트랩 4 기본 및 활용
다양한 웹 디자인 템플릿 제작",한국어,https://www.udemy.com/course/bootstrap-4-web-design-tutorial/
web-development,ChatGPT,ChatGPT API 활용한 수익형 웹 서비스 만들기 - 바닥부터 실전 배포까지,초급자,"59,000",,4시간 주문형 동영상,"배울 내용
ChatGPT 기초 및 고급 활용 방법
ChatGPT API 활용 방법
ChatGPT로 디자인 및 코딩을 하는 방법
DALLE 2를 이용해 웹사이트에 사용될 이미지를 제작하는 방법
ChatGPT를 적용한 나만의 웹 서비스를 만드는 방법
챗GPT로 수익형 웹 서비스 만드는 방법
HTML, CSS, JavaScript로 채팅 웹 서비스 구축하는 방법
대용량 트래픽 감당 가능한 비용 효율적인 서버 구조를 만드는 방법
Cloudflare Pages를 활용한 웹 서비스 Deploy 방법
AWS Lambda를 활용한 서버리스 API 서버 구축 방법
광고 및 후원을 웹 서비스에 녹여서 수익화 하는 방법
더 보기",한국어,https://www.udemy.com/course/chatgptapi/
web-development,Vue JS,【한글자막】 Vue - 완벽 가이드 (Router 및 Composition API 포함),모든 수준,"17,000","₩88,000",31.5시간 주문형 동영상,"배울 내용
멋진 Vue. js 애플리케이션 만들기(작고 단순한 APP에서 대규모 엔터프라이즈급 APP까지)
Vue. js의 이론을 이해하고 실제 프로젝트에 적용하기
멀티 페이지 애플리케이션(MPA) 및 싱글 페이지 애플리케이션(SPA)에서 Vue. js를 활용하기
새로운 컴포지션 API를 포함하여 Vue의 최신 버전인 Vue 3에 대해 알아보기",한국어,https://www.udemy.com/course/vue-router-composition-api/
web-development,Django,【한글자막】 Django 4 및 Python 풀스택 개발자 마스터 클래스,모든 수준,"17,000","₩88,000",17시간 주문형 동영상,"배울 내용
HTML 사용법
Bootstrap으로 반응형 레이아웃 만들기
CSS로 웹사이트 스타일 지정하기
HTML, CSS 및 랜딩 페이지와 같은 정적 웹사이트 요소에 대한 이해
Django 함수 기반 뷰 사용법
Django 템플릿 언어를 사용하여, Django로 프런트 엔드와 상호 작용하기
Django 모델을 사용하여, SQL 백엔드 데이터베이스와 상호 작용하기
고급 클래스 기반 뷰를 사용하여, 웹 사이트를 빠르게 만드는 방법
Django에 내장된 인증 / 관리 시스템 사용법
Django Form 사용법
데이터베이스의 모델 테이블 간 관계 생성하기
더 보기",한국어,https://www.udemy.com/course/django-4-python/
web-development,Typescript,【한글자막】 TypeScript 마스터 with Webpack & React,초급자,"17,000","₩88,000",10.5시간 주문형 동영상,"배울 내용
TypeScript에 대한 모든 것 마스터하기
TypeScript 인터페이스, 제네릭, 클래스, 모듈 등 이해하기
TypeScript를 Webpack과 통합하기
TypeScript를 ReactJS와 함께 사용하기",한국어,https://www.udemy.com/course/typescript-with-webpack-react/
web-development,Project Planning,"잘나가는 PM, PO가 말하는 기획자의 커리어",초급자,"17,000","₩69,000",2.5시간 주문형 동영상,"배울 내용
고객 중심의 서비스 기획 스킬
평범한 PO/PM/기획자가 일상에서 할 수 있는 자기개발 팁
서비스 기획자의 성장과정과 목표
PO/PM/기획자의 직무 구분과 커리어패스",한국어,https://www.udemy.com/course/growschool_pmpo/
web-development,Web Development,누구나 따라할 수 있는 웹 서비스 만들기( Feat . 컴공선배 라이징캠프 ),초급자,"17,000","₩69,000",7.5시간 주문형 동영상,"배울 내용
웹사이트의 화면을 스스로 구성하고 기능을 구현합니다.
서버 연동을 통해 데이터 관리를 경험합니다.
HTML, CSS, JavaScript에 대한 전반적인 이해를 합니다.
웹에 대한 기초적인 지식을 쌓습니다.",한국어,https://www.udemy.com/course/comgongbro_webservice/
web-development,JavaScript,처음시작하는 JavaScript Tutorials 강사 윤재성,모든 수준,"23,000",,5시간 주문형 동영상,"배울 내용
본 강좌는 JavaScript 언어에 대한 개요, 기초 문법, 제공 라이브러리까지 JavaScript에 대한 전반적인 내용을 학습할 수 있습니다.
학습 후에는 jQuery, BootStrap 등 웹 애플리케이션 프레임워크를 학습할 수 있으며 서버 개발을 위한 node js도 학습하실 수 있습니다.
최근 JavaScript 언어를 이용한 다양한 개발 분야가 새롭게 등장하고 있는데 그러한 개발 분야 모두를 다룰 수 있습니다.",한국어,https://www.udemy.com/course/softcampus-javascript/
web-development,Angular,【한글자막】 Angular 2 : 기초 문법부터 TypeScript 기반 최신 문법까지,모든 수준,"17,000","₩88,000",32.5시간 주문형 동영상,"배울 내용
Angular 12를 사용하여 복잡하지만 빠르고 확장 가능한 웹 애플리케이션을 개발할 수 있게 됩니다.
Angular 작동 원리에 대한 심층적인 이해를 바탕으로 프론트엔드 개발자로 빠르게 자리매김 할 수 있습니다.
Angular 애플리케이션 이면의 아키텍처와 사용 방법을 완벽히 이해합니다.
Angular를 사용하여 싱글 페이지 애플리케이션 개발합니다.",한국어,https://www.udemy.com/course/angular-2021/
web-development,MERN Stack,"【한글자막】 React, NodeJS, Express 및 MongoDB - MERN 풀스택 가이드",모든 수준,"17,000","₩88,000",18.5시간 주문형 동영상,"배울 내용
ReactJS를 NodeJS, Express 및 MongoDB와 연결하는 방법
처음부터 전체 프로젝트를 구축해보세요!
ReactJS, NodeJS, Express 및 MongoDB에 대한 기본 개념 복습
인증(Authentication) 및 권한 부여(Authorization) 구현 방법
ReactJS + Node/Express 애플리케이션에 파일 업로드 추가 방법",한국어,https://www.udemy.com/course/react-nodejs-express-mongodb-mern/
web-development,Spring Boot,【한글자막】 Spring Boot 3 & Spring Framework 6 마스터 (2023 Java 최신),모든 수준,"17,000","₩23,000",38시간 주문형 동영상,"배울 내용
Spring Boot Framework 와 Spring Framework 을 이용해 웹 애플리케이션, REST API, 풀 스택 애플리케이션을 빌드하는 방법을 배웁니다.
Spring Framework 의 기초를 처음부터 마스터할 수 있으며 사전 경험이 필요하지 않습니다.
실제 프로젝트에서 사용하는 최신 방식으로 Spring Framework 에 대해 배웁니다.
Spring Boot 의 장점인 자동 설정, Spring Initializr, Starter Project 에 대해 배웁니다.
20년간 프로그래밍 경험을 쌓은 전문가로부터 탁월한 Java Spring 애플리케이션을 개발하는 최고의 방법을 배웁니다.
Spring Boot 웹, Spring Boot Data JPA 를 비롯해 다양한 Spring Boot Starter Project 를 사용하는 방법을 배웁니다.
구직 면접에서 Spring Framework 관련 전문성을 증명할 수 있는 모든 기술을 습득하게 됩니다.
React 및 Spring Boot를 사용해 실시간 프로젝트를 처음부터 개발합니다.
프로젝트에서 발생한 Java Spring Framework 문제를 해결하는 믿을 수 있는 해결사가 됩니다.
Spring Boot, Maven, Eclipse, JUnit, Mockito를 비롯한 최신 프레임워크 및 기술을 이해하게 됩니다.",한국어,https://www.udemy.com/course/spring-boot-and-spring-framework-korean/
web-development,Web Development,너무 쉬운 HTML/CSS 입문,초급자,"17,000","₩79,000",6시간 주문형 동영상,"배울 내용
웹 프로그래밍에 대한 이해
HTML 기본 태그들
CSS 스타일링 기법 이해
CSS 의 강력한 스타일링 기능",한국어,https://www.udemy.com/course/so_easy_html_css/
web-development,NFT (Non-Fungible Tokens),【한글자막】 NFT 웹 개발 완벽 마스터 – 기초부터 전문가까지,모든 수준,"17,000","₩88,000",24시간 주문형 동영상,"배울 내용
포트폴리오를 위해 인상적인 NFT 마켓플레이스 예제를 처음부터 코딩하고 개발하는 과정
React, Truffle, Mocha, Web3, Bootstrap 등을 포함한 최신 도구 & 라이브러리를 사용하여 전문 웹 애플리케이션과 NFT를 개발하는 방법
Solidity와 EVM(Ethereum Virtual Machine)의 실제로 어떻게 작동하는지에 대한 이해로 면접 대비 가능
객체 지향 프로그래밍: 생성자 함수, 계약과 클래스, 인터페이스, 추상적 계약(virtual과 override), 상속과 해시 테이블
디버깅, 배포, 이더리움 Remix IDE로 컴파일을 위한, 이더리움 네트워크와 Web3를 사용하는 전문 블록체인 기술
템플릿 모델(인터페이스 계약)로 코드를 작성하는 법과 사고 과정을 명확하게 문서화하는 방법
수많은 예시, 실습 문제와 과제에서 배운 내용으로 여러 애플리케이션을 처음부터 구축 가능
수천 명의 개발자와 실습 팀으로 구성된 온라인 커뮤니티에서 교류하고 의사소통 중심의 전문적인 능력 습득",한국어,https://www.udemy.com/course/nft-web-development/
web-development,Go (programming language),【한글자막】 Google Go 프로그래밍 언어로 웹 개발하기,중급자,"17,000","₩88,000",19시간 주문형 동영상,"배울 내용
최근 사용되는 모범 사례를 이용해 서버측 애플리케이션을 구축하는 법을 배웁니다.
웹 프로그래밍의 기본기를 탄탄하게 쌓습니다.
20년 이상의 강의 경력이 있는 컴퓨터 공학과 대학 교수의 강의를 수강할 기회를 얻습니다.
웹 개발 분야를 뛰어난 수준으로 이해하고 응용할 수 있습니다.
서버, 라우팅, RESTful 애플리케이션, JSON, 템플릿, 파일 서버에 대해 배웁니다.
쿠키, 상태, UUID, HTTP 메서드, HTTP 응답 코드, 세션에 대해 배웁니다.
Go 프로그래밍 언어의 표준 라이브러리만을 이용해 웹 애플리케이션을 만듭니다.
서드 파티 프레임워크를 사용하지 않고 웹 애플리케이션을 만듭니다.
동적으로 확장 가능하며 성능 기준에 부합하는 배포형 애플리케이션을 구축합니다.
최신 웹 개발 사례에 적용할 수 있습니다.
더 보기",한국어,https://www.udemy.com/course/google-go-web-development/
web-development,Git,취업 준비생을 위한 Git (소스코드 버전관리),초급자,"17,000","₩23,000",41분 주문형 동영상,"배울 내용
소스 코드 형상 관리 기본 이해
macOS / Windows 터미널 명령어 이해
Command Line Interface 이해
Github 계정과 저장소 개념 이해",한국어,https://www.udemy.com/course/command-line-git-basic/
web-development,Svelte Framework,【한글자막】 Svelte.js - 완벽 가이드 (Sapper.js 포함),모든 수준,"17,000","₩88,000",12.5시간 주문형 동영상,"배울 내용
관련 지식이 전혀 없다는 가정하에 Svelte의 완전 기초부터 실습까지 알려드립니다.
Svelte의 모든 이론부터 실제 활용법을 통해 효율적으로 애플리케이션을 구축하는 방법을 배웁니다
Svelte 애플리케이션을 구축하기 위한 핵심 개념 및 고급 기술을 배웁니다
Svelte의 작동 방식, 핵심 기능 및 실제 서버에서 완성한 앱을 실행하는 방법을 모두 배웁니다.",한국어,https://www.udemy.com/course/svelte-js-korean/
web-development,WordPress,DIY WordPress Theme - 내 손으로 직접 만들어보는 워드프레스 테마 코딩,모든 수준,"17,000","₩69,000",11시간 주문형 동영상,"배울 내용
워드프레스에 대한 전반적인 구조와 기능, 문법을 이해할 수 있습니다.
부트스트랩의 프레임워크를 이해하고 이를 워드프레스에 접목시킬 수 있습니다.
이를 통해 나만의 워드프레스 테마를 코딩하고 원하는 웹사이트를 구축할 수 있습니다.
또한 좀 더 복잡한, 좀 더 다양한 기능을 가진 웹사이트를 만들 수 있는 방법론을 습득하게 됩니다.
결국, 다이내믹한 워드프레스의 관리자 페이지에서 포스트, 페이지를 생성하고 관리할 수 있습니다.
그것도 업체에 유지보수 비용을 지불하지 않고도 말입니다!!!",한국어,https://www.udemy.com/course/diy-wordpress-theme/
web-development,TDD Test Driven Development,TDD로 배우는 웹 프론트엔드,중급자,"99,000",,3.5시간 주문형 동영상,"배울 내용
TDD적인 사고 방식으로 해결하고자 하는 문제의 핵심부터 생각할 수 있습니다.
당장 해결하기 어려운 문제를 작게 나누어 정복할 수 있습니다.
내가 작성한 코드에 대해 테스트 코드로 빠른 피드백을 받을 수 있습니다.
위 학습 목표를 웹 프론트엔드의 기초인 HTML, CSS, JavaScript로 작성할 수 있습니다.
Cypress를 이용하여 프론트엔드 웹 애플리케이션에 대한 테스트를 할 수 있습니다.",한국어,https://www.udemy.com/course/tdd-for-frontend/
web-development,Spring MVC,만들면서 배우는 Spring MVC 5,중급자,"39,000",,29.5시간 주문형 동영상,"배울 내용
Spring MVC에서 제공하는 다양한 기능을 활용해 웹 애플리케이션을 개발하는 방법을 학습하게 됩니다.
Spring MVC는 XML과 Java로 셋팅하는 방식 두가지가 제공되는데 본 강좌에서는 두 가지 모두 소개하고 있습니다.
Spring MVC의 다양한 기능부터 이를 모두 활용한 미니프로젝트까지 수행하게 됩니다.",한국어,https://www.udemy.com/course/spring-mvc5/
web-development,Microsoft Azure,【한글자막】 Azure Functions 및 Logic Apps 을 통한 서버리스 컴퓨팅,초급자,"17,000","₩59,000",2시간 주문형 동영상,"배울 내용
‘서버리스’의 의미를 알아봅니다.
Azure 플랫폼의 어떤 기능이 서버리스에 해당하는지 배웁니다.
트리거, 입력 바인딩, 출력 바인딩을 익힙니다.
직접 Azure 함수와 로직 앱을 구축할 수 있는 자신감을 기릅니다.",한국어,https://www.udemy.com/course/best-azure-serverless/
web-development,Bootstrap,Bootstrap 4 & 3 Framework Tutorial 윤재성,모든 수준,"23,000",,10시간 주문형 동영상,"배울 내용
본 과정은 jQuery 라이브러리를 기반으로 만들어진 BootStrap에 대한 강좌입니다.
BootStrap은 HTML5 기반의 웹 프레임워크로써 Front End 개발을 위한 각종 UI 요소들을 손쉽게 사용할 수 있도록 만들어진 라이브러리입니다.
오늘날 가장 많이 사용하고 있으며 웹 퍼블리셔나 디자이너들도 BootStrap 라이브러를 적용하고 수정하여 Front End 개발을 하고 있습니다
약간에 프로그래밍 만으로 멋진 웹 애플리케이션을 개발할 수 있습니다.
본 강좌를 마치면 바로 Front End 개발을 손쉽게 하실 수 있습니다.",한국어,https://www.udemy.com/course/softampus-bootstrap4/
web-development,HTML,[실전웹사이트제작(초.중급)]따라하면서 쉽게 배우는 반응형 웹-크루알라모드제작,초급자,"17,000","₩69,000",3시간 주문형 동영상,"배울 내용
실무에 적합한 레이아웃 제작 방법
풀사이즈 동영상이 들어간 반응형 웹사이트 제작 방법
스크롤 애니메이션 적용 방법
스크롤시 디자인이 변경되는 헤더와 이미지 애니메이션
글자별 텍스트 애니메이션
GNB 오픈메뉴 제작 방법",한국어,https://www.udemy.com/course/atwyzbcg/
web-development,React JS,【한글자막】 고급 React 테스팅: Redux Saga 및 React Router,전문가,"17,000","₩69,000",7시간 주문형 동영상,"배울 내용
redux-saga-test-plan 통합 및 단위 테스트로 Redux Sagas 테스트하기
Redux store와 React Router history를 위한 사용자 지정 React 테스팅 라이브러리인 ‘render’ 메서드 생성하기
URL 매개변수와 쿼리 매개변수가 있는 경로를 포함한 React Router 탐색 테스트하기
React Router를 사용한 React 앱에서 인증 보호된 경로 테스트하기
테스트 중 모의 (mock) 네트워크 응답을 위해 Mock Service Worker 사용하기
Jest의 .each() 메서드를 사용하여 테스트 매개변수화 (동일한 테스트를 다른 데이터로 여러 번 실행하기)",한국어,https://www.udemy.com/course/react-redux-saga-react-router/
web-development,MEAN Stack,【한글자막】 Angular & NodeJS - MEAN 스택 가이드,모든 수준,"17,000","₩79,000",12.5시간 주문형 동영상,"배울 내용
실제 Angular + NodeJS 애플리케이션 구축
Angular의 원리와 Angular가 백엔드와 상호 작용하는 방식 이해
NodeJS 백엔드와 모든 Angular 프론트엔드 연결
Mongoose와 함께 MongoDB를 사용하여 백엔드의 데이터와 상호 작용
ExpressJS를 NodeJS 프레임워크로 사용
프론트엔드에서 낙관적 업데이트를 사용하여 훌륭한 사용자 경험 제공
오류 처리를 추가하여 모든 Angular(+NodeJS) 애플리케이션을 개선",한국어,https://www.udemy.com/course/angular-nodejs-mean-2022/
web-development,CSS,[실전 웹사이트제작(초.중급)]따라하면서 쉽게 배우는 인터렉티브웹 _ 라한호텔 사이트제작,초급자,"17,000","₩69,000",4시간 주문형 동영상,"배울 내용
HTML Markup
CSS Style
스크롤 시 디자인이 변경되는 FixHeader jQuery
스크롤 이벤트 애니메이션 jQuery(scrolla js) 활용과 응용
애니메이션이 들어간 이미지 슬라이드 jQuery(slick js) 활용과 응용
Open 버튼 클릭 시 나타나는 GNB navBar 제작하기",한국어,https://www.udemy.com/course/_-bgqqwt/
web-development,CSS,"초보자를 위한 반응형 웹 (HTML, CSS)",초급자,"17,000","₩59,000",2시간 주문형 동영상,"배울 내용
웹 페이지 기본 구조 이해
반응형 웹 UI 이해
jQuery load를 이용한 UI 구성
jQuery 선택자와 클릭 이벤트 개념 이해",한국어,https://www.udemy.com/course/responsive-web/
web-development,CSS,"[실전 웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹_뮤자인반응형웹",초급자,"17,000","₩23,000",5시간 주문형 동영상,"배울 내용
HTML과 CSS를 기반으로 한 레이아웃 제작 실력을 얻을 수 있습니다.
다양한 디바이스에 최적화된 반응형웹 퍼블리싱 (Media query)을 할 수 있게됩니다.
실무에서 필요로 하는 스크립트, 플러그인, 애니메이션 등을 인터렉티브한 웹사이트를 구현할 수 있습니다.
업무 역량을 드러내고 새로운 기회를 잡을 수 있는 고퀄리티 포트폴리오를 만들 수 있습니다.
SVG Animation을 제작할 수 있습니다.
스크롤에 반응하는 애니메이션을 구현할 수 있습니다.
화려한 텍스트 애니메이션을 구현할 수 있습니다.",한국어,https://www.udemy.com/course/_-qropvl/
web-development,CSS,[실전웹사이트제작(초.중급)]풀페이지 레이아웃제작_포메인제작,초급자,"17,000","₩48,000",2.5시간 주문형 동영상,"배울 내용
실무에 적합한 html과 css를 이용한 정확한 레이아웃 제작 방법
Fullpage 스크롤 레이아웃 제작 방법
Depth GNB 네이이션 제작 방법
숫자 카운트업 제작 방법
다양한 스크롤시 진행되는 애니메이션
애니메이션이 들어간 이미지 슬라이드 제작 방법",한국어,https://www.udemy.com/course/_-loihgb/
web-development,Sass,실무자를 위한 Sass (CSS 프리프로세서),초급자,"17,000","₩23,000",2시간 주문형 동영상,"배울 내용
CSS 프리프로세서(전처리기) 이해
프로그래밍 언어 기본 개념 이해
기존 CSS 문법과 비교하여 차이점 숙지
기존 CSS에서 제공하지 않는 완성도 높은 기능 구현",한국어,https://www.udemy.com/course/css-preprocessor/
web-development,Spring Boot,스프링부트 2.0(스프링 5.0)으로 작성하는 RESTful API 서비스,모든 수준,"109,000",,5시간 주문형 동영상,"배울 내용
최신 스프링부트 2.0의 어노테이션 사용법을 익힌다.
Google, Amazon, Flickr, Tweeter와 같은 Open Source 업체 및 공공기관의 연동에 필요한 REST API의 개발 방법을 학습한다.
REST API를 통한 데이터 연동간 보안 인증 방법을 학습한다.
REST API를 통한 예외 처리 기법을 학습한다.",한국어,https://www.udemy.com/course/restful-api_hihrd/
web-development,CSS,"[실전 웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹_대방산업사이트",초급자,"17,000","₩23,000",5시간 주문형 동영상,"배울 내용
마우스 오버시 2depth가 보여지는 GNB jQuery
스크롤시 디자인이 변경되는 FixHeader jQuery
텍스트 애니메이션 jQuery활용과 응용
스크롤 이벤트 애니메이션 jQuery 활용과 응용
애니메이션이 들어간 이미지슬라이드 jQuery활용과 응용",한국어,https://www.udemy.com/course/_-kkihru/
web-development,CSS,"[실전 웹사이트제작(초급)]따라하면서 쉽게 배우는 HTML,CSS_한국소비자원사이트제작",초급자,"17,000","₩39,000",2시간 주문형 동영상,"배울 내용
웹페이지 레이아웃 제작
CSS Animation제작
Hover효과
Transform효과
Transition효과
가상콘텐츠 사용법
개발자도구 사용법",한국어,https://www.udemy.com/course/htmlcss_/
web-development,HTML,"[실전웹사이트제작(초,중급)]따라하면서 쉽게 배우는 인터렉티브웹 -돕다 반응형웹",초급자,"17,000","₩39,000",4.5시간 주문형 동영상,"배울 내용
HTML, CSS 기초
CSS 기초 문법
HTML, CSS 레이아웃 디자인
Position 개념에 대한 이해와 적용
가상선택자 이해와 적용
Float 개념 이해와 적용
웹사이트 레이아웃 제작 이해와 적용
CSS Animation 적용
스크롤 시 디자인이 변경되는 FixHeader jQuery
스크롤 이벤트 애니메이션 jQuery(scrolla .js) 활용과 응용
애니메이션이 들어간 이미지 슬라이드 (slick. js) 활용과 응용
Open 버튼 클릭 시 나타나는 GNB navBar 제작하기",한국어,https://www.udemy.com/course/flduilug/
web-development,HTML,[생활코딩] WEB - HTML & Internet 기초 #1,초급자,무료,,,,한국어,https://www.udemy.com/course/web-html-internet-1/
web-development,Docker,[생활코딩] 도커(Docker) 기초,초급자,무료,,,,한국어,https://www.udemy.com/course/docker-ky/
web-development,Django,[생활코딩] WEB - Python - Django Web Framework,초급자,무료,,,,한국어,https://www.udemy.com/course/web-python-django-web-framework/
web-development,Flask,[생활코딩] WEB - Python - Flask Web Framework,초급자,무료,,,,한국어,https://www.udemy.com/course/web-python-flask-web-framework/
web-development,HTML,[생활코딩] WEB - HTML & Internet 기초 #2,초급자,무료,,,,한국어,https://www.udemy.com/course/web-html-internet-2/
web-development,ReactVR,[생활코딩] WEB - JavaScript - React (*2022 개정판),초급자,무료,,,,한국어,https://www.udemy.com/course/web-javascript-react-2022/
web-development,PHP,[생활코딩] WEB - PHP 기초 #1,초급자,무료,,,,한국어,https://www.udemy.com/course/web-php-1/
web-development,OAuth,[생활코딩] WEB - OAuth 2.0,모든 수준,무료,,,,한국어,https://www.udemy.com/course/web-oauth-20/
