대분류,소분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,언어,출처
data-science,Python,【한글자막】 Python : 통계 분석을 위한 파이썬,초급자,"₩179,000","₩39,000",총 13시간,"What you'll learn
데이터에 대한 더 깊은 인사이트
파이썬을 사용하여 일반적 또는 복잡한 통계 및 머신 러닝 관련 프로젝트 해결
시각적 출력 및 그래픽 탐색을 통합하여, 결과를 해석하고 시각화하는 방법
파이썬으로 가설을 검증하고 효율적으로 검정을 구현하는 방법
데이터 분석 탐색(데이터 로딩, 아웃라이어, 1D분포 등)
특성화(평균 중간값 모드, 폭, 왜도 및 첨도, 백분위수 등)
확률(확률분포, 확률 함수, 경험적 분포, 샘플링 및 중심극한정리 등)
가설검증(기본검증, 비율 검증 등)",Korean,https://www.udemy.com/course/best-python-statistics/
data-science,R (programming language),【한글자막】 R 프로그래밍 A-Z™: 직접 코딩하며 배우는 R 프로그래밍 !,초급자,"₩179,000","₩39,000",총 13시간,"What you'll learn
R 프로그래밍을 잘 하는 방법
R 스튜디오 사용법
프로그래밍의 핵심 원칙
R에서 벡터를 만드는 방법
변수를 만드는 방법
R의 정수형, 실수형, 논리형, 문자형 등 여러 자료형
R에서 while() 루프 및for() 루프를 만드는 방법
R에서 행렬을 만들고 사용하는 방법
matrix() 함수, rbind() 및 cbind()
R에서 패키지를 설치하는 방법
R 스튜디오를 내 취향대로 사용자 정의하는 방법
큰 수의 법칙 이해
정규 분포 이해
R에서 통계 데이터를 다루는 연습
R에서 금융 데이터를 다루는 연습
R에서 스포츠 데이터를 다루는 연습",Korean,https://www.udemy.com/course/best-r-coding/
data-science,Apache Spark,【한글자막】 Apache Spark 와 Scala로 빅 데이터 다루기,초급자,"₩179,000","₩39,000",총 13시간,"What you'll learn
빅데이터 분석 문제를 Apache Spark 스크립트로 프레임화
Scala 프로그래밍 언어를 사용하여 분산 코드 개발
파티셔닝, 캐싱 및 기타 기술을 통해 Spark 작업 최적화
Hadoop 클러스터에서 Spark 스크립트 구축, 디플로이 및 실행
Spark Streaming으로 연속적인 데이터 스트림 처리
SparkSQL, DataSets 및 DataFrames를 사용하여 구조화된 데이터 변환
GraphX를 사용하여 그래프 구조 순회 및 분석
Spark의 머신 러닝으로 방대한 데이터 세트 분석",Korean,https://www.udemy.com/course/best-scala-apache-spark/
data-science,Data Analysis,아빠가 들려주는 [데이터 수집과 정리의 기본],초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터를 효과적으로 수집하는 방법
데이터 분석하기 좋도록 데이터를 정리하는 방법
잘못된 데이터를 예방하고 찾고 수정하는 방법",Korean,https://www.udemy.com/course/data_basic/
data-science,Python,"【한글자막】 머신러닝의 모든 것 with Python, R",초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
Python과 R로 Machine Learning 핵심 모델 완벽 마스터
다양한 모델의 디테일한 동작 원리와 개념들(Regression, SVM, Random Forest, Logistic Regression, k-NN, Naive Bayes, Clustering, 인공신경망, CNN, PCA 등)
차원 축소(PCA)의 핵심 개념
Machine Learning 모델의 성능 향상을 위한 과정(XGBoost, k-Fold Cross Validation, Grid Search)
문제에 따라 적용할 적절한 Machine Learning 모델을 선택하는 방법
강화학습과 Deep Learning의 핵심 모델 일부(UCB, 톰슨 샘플링, 인공신경망, CNN 등)
Machine Learning 모델을 통해 비즈니스를 성장시키는 법",Korean,https://www.udemy.com/course/machine-learning-atoz/
data-science,Deep Learning,"【한글자막】 딥러닝의 모든 것 with Python, Tensorflow, Pytorch",초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
딥러닝 핵심 모델에 대한 깊은 이해와 실제 데이터 적용 실습
ANN(인공 신경망) 모델의 이해와 적용
CNN(합성곱 신경망) 모델의 이해와 적용
RNN(순환 신경망) 모델의 이해와 적용
SOM(자기조직화지도)의 이해와 적용
볼츠만 머신의 이해와 적용
AutoEncoder의 이해와 적용",Korean,https://www.udemy.com/course/best-artificial-neural-networks/
data-science,Data Analysis,ADsP 2주 합격 올인원 패스,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
상황에 따른 분석 방법론과 전반적인 데이터분석 프로세스 학습
데이터분석 실무에 필수적인 통계적 지식과 R 지식 습득
필수 이론 및 요점 정리를 통해 자격 검정 시험 완벽 준비
과목별 최신 기출문제 풀이로 시험 준비 완성",Korean,https://www.udemy.com/course/maso-ds-r-onc2005/
data-science,Data Analysis,데이터 리터러시 - 데이터 읽고 쓰기의 기술,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
실무에서 익숙하게 다루는 엑셀로 데이터 분석 방법 학습
데이터에 맞는 시각화를 하는 방법 학습
데이터 분석을 통해 문제해결 방법을 습득하고 설득력 향상
실제 데이터셋을 기반으로 직접 실습해보며 실무 능력 확보",Korean,https://www.udemy.com/course/maso-ds-excel-onc39/
data-science,Data Analysis,아빠가 들려주는 [데이터 수집과 정리의 기본],초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터를 효과적으로 수집하는 방법
데이터 분석하기 좋도록 데이터를 정리하는 방법
잘못된 데이터를 예방하고 찾고 수정하는 방법",Korean,https://www.udemy.com/course/data_basic/
data-science,Statistics,역학조사관을 위한 통계,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
역학조사에 필요한 기본적인 통계적 개념
역학조사에 활용할 수 있는 통계적 도구의 실제 사용법",Korean,https://www.udemy.com/course/ez-epidem/
data-science,Math,【한글자막】 Machine Learning 라이브러리 수학적 기초,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
모든 Machin Learning 및 Data Sciencedml 기초가 되는 중요한 수학 과목인 선형 대수와 미적분학의 기초 이해
가장 중요한 세 가지 세 가지 Python 텐서 라이브러리인 NumPy, TensorFlow 및 PyTorch를 모두 사용하여 텐서를 조작합니다.
머신러닝과 데이터 사이언스에 필수적인 벡터와 행렬 계산을 활용하는 방법
고유벡터, SVD, PCA를 활용하여 복잡한 데이터의 차원을 가장 유익한 요소로 축소하는 방법
심화 기술 (예, 유사역행렬) 및 기본 기술 (소거법)를 활용한 미지수에 대한 해결
파이썬의 interactive code 데모를 통해 미적분 원리의 상세 이해
연쇄 법칙과 같은 심화 미분 법칙 상세 이해
머신러닝 비용 함수의 편도함수를 TensorFlow와 PyTorch를 이용하여 뿐만 아니라 직접 계산
그래디언트에 대한 정확한 이해와 경사하강법을 통해 ML 실행에 있어서 이의 필수성을 이해
주어진 곡선의 하위면적을 계산하기 위한 적분의 활용
Show more",Korean,https://www.udemy.com/course/best-ml-math/
data-science,Machine Learning,【한글자막】 Machine Learning 완벽 실습 : 6가지 실제 사례 직접 해결하기,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
실제 데이터 과학 프로젝트가 어떤지 배우게 됩니다.
이 사례 연구를 이력서에 포함할 수 있습니다.
머신 러닝 실무자로 자신을 홍보할 수 있습니다.
데이터 과학 직무 면접에서 자신감을 느낄 것입니다.
여러 머신 러닝 알고리즘을 연결하여 목표를 달성하는 방법을 배우게 됩니다.
Seaborn과 Matplotlib를 사용한 고급 데이터 시각화 기술을 배우게 됩니다.
로지스틱 회귀에 대해 배우게 됩니다.
L1 정규화(Lasso)에 대해 배우게 됩니다.
랜덤 포레스트 분류기에 대해 배우게 됩니다.",Korean,https://www.udemy.com/course/best-machine-learning-6/
data-science,Data Analysis,【한글자막】 Pandas 및 Python 을 이용한 데이터 분석 : 마스터 클래스,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터를 관리, 정렬 및 시각화하는 고급 파이썬 도구 마스터
과학적 컴퓨팅을 위한 넘파이, 데이터 분석을 위한 판다스 등 파이썬 주요 라이브러리 사용 방법
맷플롯립 및 씨본 라이브러리를 통해 데이터를 시각화하고 인사이트를 얻어 정보에 입각한 결정 내리기
피처 엔지니어링을 통한 대용량 데이터 세트 관리, 머신 러닝 및 데이터 사이언스에 적용하기 위한 데이터 정리
히트맵, 상관관계 분석, 산점도, 파이 차트, 페어 플롯, 벤다이어그램, 3D 플롯, 히스토그램, 워드 클라우드 및 군집 플롯 생성",Korean,https://www.udemy.com/course/best-pandas-python/
data-science,Amazon Sagemaker,【한글자막】 초보자를 위한 AWS SageMaker 실습 | 6개 프로젝트 구축하기,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
AWS SageMaker를 활용한 AI/ML 모델 훈련 및 구현
하이퍼 파라미터 최적화 검색을 통한 모델 파라미터 최적화
선형 회귀 모형 개발, 훈련, 테스트 및 구현을 통한 미래 예측
생산 수준 다중 다항 회귀 분석 모델을 구현해 주어진 특징을 기반으로 매장 매출 예측
이미지 분류를 수행하기 위한 딥러닝 기반 모델 개발
DeepAR을 사용해 미래의 제품 가격을 예측하는 시계열 예측 모델 개발
SageMaker를 사용하여 정서 분석 모델을 개발 및 구현
훈련된 NLP 모델을 구현하고 보안 API를 사용하여 상호 작용 및 예측
SageMaker 내 알고리즘을 사용한 객체 감지 모델 훈련 및 평가",Korean,https://www.udemy.com/course/best-aws-sagemaker/
data-science,Oracle SQL,데이터 분석의 첫걸음! 오라클 SQL 쉽게 배우기,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
실무에서 필요한 데이터를 직접 뽑아낼 수 있습니다.
엑셀에서 처리할 수 없는 큰 데이터베이스를 관리할 수 있습니다.
수작업으로 수정하지 않고도 몇 개의 스크립트만으로 빅데이터를 이해, 관리할 수 있습니다.
보고서 작성을 위한 단계별로 체계적인 로지컬 뷰를 작성할 수 있습니다.",Korean,https://www.udemy.com/course/cloom-sql-oracle/
data-science,TensorFlow,【한글자막】 TensorFlow 2.0 : 딥러닝 모델 구현 마스터 패키지,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터 사이언스에서 TensorFlow 2.0을 사용하는 방법
TensorFlow 1.x와 Tensorflow 2.0의 주요 차이점
TensorFlow 2.0에서 인공 신경망을 구현하는 법
TensorFlow 2.0에서 CNN을 구현하는 법
TensorFlow 2.0에서 RNN을 구현하는 법
TensorFlow 2.0으로 자신만의 전이 학습 애플리케이션을 구축하는 법
강화학습(Deep Q-Learning) 모델을 통해 주식 거래 봇을 만드는 방법
TensorFlow 2.0에서 머신러닝 데이터 파이프라인을 구축하는 법
Tensorflow 변환을 사용하여 데이터 유효성 검사 및 데이터셋 전처리를 수행하는 법
TensorFlow 2.0로 구현한 모델을 실제 서비스에서 운영하는 법
Flask와 TensorFlow 2.0으로 실제 패션 API를 만드는 방법
RESTful API가 있는 TensorFlow 모델을 서빙하는 방법
Show more",Korean,https://www.udemy.com/course/best-keras-api-tensorflow-20/
data-science,Artificial Intelligence,【한글자막】 AI : 인공 지능 마스터 클래스,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
AI를 만드는 방법
하이브리드 지능 시스템을 만드는 방법
완전 연결형 신경
컨볼루션 신경망
반복 신경망
오토 인코더
가변 오토 인코더
혼합 밀도 네트워크
심층 강화 학습
정책 경사
유전 알고리즘
진화 전략
공분산 행렬 적응 진화 전략(CMA-ES)
컨트롤러
메타 학습
심층 신경 진화",Korean,https://www.udemy.com/course/best-ai-masterclass/
data-science,PySpark,【한글자막】 PySpark 로 빅데이터 분석하기 with Python,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
Python과 Spark를 함께 사용하여 빅데이터 분석하기
새로운 Spark 2.0 DataFrame 신텍스을 사용하는 방법 알아보기
실제 상황을 모방한 컨설팅 프로젝트를 진행하기
로지스틱 회귀로 고객 이탈 분류하기
분류를 위해 랜덤 포레스트와 함께 Spark 사용하기
Spark의 Gradient Boosted Tree 사용 방법 알아보기
Spark의 MLlib를 사용하여 강력한 기계 학습 모델 만들기
DataBricks 플랫폼에 대해 알아보기
빅데이터 분석을 위한 Amazon Web Services EC2 설정하기
AWS Elastic MapReduce 서비스 사용 방법을 알아보기
Spark 환경에서 Linux의 성능을 활용하는 방법을 알아보기
Spark와 자연어 처리를 사용하여 스팸 필터 구축하기
Show more",Korean,https://www.udemy.com/course/best-pyspark-spark-python/
data-science,Data Visualization,【한글자막】 Python 을 사용한 데이터 시각화,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터 시각화를 위한 가장 중요한 구성 요소를 이해
Python 라이브러리를 사용하여 다양한 유형의 그래프를 작성
Flotly, Matplotlib 및 Seaborn 사용 방법을 학습
새로운 통찰력을 얻고 데이터 또는 결과를 명확하게 설명하는 데 도움이 되는 도구를 구축
대화형 시각화를 생성",Korean,https://www.udemy.com/course/best-python-data-visualization/
data-science,Python,파이썬 머신러닝 Starter 강의 (초급),초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
파이썬 머신러닝 실행 가능
Orange3를 통한 메뉴 클릭 버전의 머신러닝 수행
분류(classification) 문제에 대한 4가지 머신러닝 모델 실행
머신러닝 및 딥러닝 개요 학습",Korean,https://www.udemy.com/course/stroke-starter/
data-science,Machine Learning,사무직 직장인 맞춤 | 실전예제로 배우는 파이썬 10시간 완성 | 판다스+크롤링+머신러닝,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
판다스 - 데이터프레임, 필터, 그룹바이, 머지, 컨캣
크롤링 - Beautifulsoup, requests, selenium, HTML
머신러닝 - 아래 내용들
데이터전처리
선형회귀
오버샘플링, 언더샘플링
로지스틱회귀
분류모델의 성능확인
서포트 벡터 머신
결정트리, 앙상블 모델
교차검증, 크로스밸리데이션
그리드서치
파이프라인",Korean,https://www.udemy.com/course/6-pthfaw/
data-science,Data Science,왕초보 데이터 분석 with R,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
R의 기초문법을 배웁니다.
R을 활용한 데이터 전처리, 시각화 등을 배웁니다.
R을 활용하여 캐글데이터를 배웁니다.
R을 활용하여 기초 통계를 배웁니다.",Korean,https://www.udemy.com/course/beginner_with_r/
data-science,ChatGPT,"직장인맞춤 | ChatGPT 로 배우는 초단기 파이썬 코딩 | 실전 문제 13개 | 판다스, 크롤링 포함",초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
코드 작성 없이 코딩 하는법
ChatGPT 활용하는 법
파이썬 기본 개념
판다스
크롤링(스크레이핑)",Korean,https://www.udemy.com/course/code_with_chatgpt/
data-science,Artificial Intelligence,【한글자막】 Deep Reinforcement Learning :딥 강화형 러닝 2.0,초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
Q러닝
딥 Q러닝
정책 그래디언트
액터 크리틱
심층 확정적 정책 그래디언트(DDPG)
트윈 딜레이 DDPG(TD3)
딥 강화형 러닝의 기초 기술
까다로운 가상 애플리케이션 이상의 최첨단 AI 모델을 실행하는 방법",Korean,https://www.udemy.com/course/best-deep-reinforcement-learning/
data-science,Apache Spark,【한글자막】 스파크 스트리밍과 Scala 로 빅 데이터 스트리밍하기 (실전편),초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
스파크스트리밍을 사용하여 실시간 대용량 데이터를 스트림 처리합니다
카프카, 플룸, 키네시스와 같은 데이터 소스를 스파크스트리밍을 이용하여 통합합니다
구조화된 스파크 2의 스트리밍 응용 프로그램 인터페이스를 사용합니다
스칼라 프로그래밍 언어를 사용하여 스파크 응용 프로그램을 만듭니다
출력된 결과는 실시간 데이터를 카산드라 또는 파일 시스템으로 변환시킨 것을 배웁니다
스파크 스트리밍을 스파크 구조화 질의어와 통합하여 실시간으로 스트리밍 데이터를 질문합니다
스트리밍 데이터를 사용하여 실시간 교육에 사용하고 머신러닝 모델을 가르쳐서 실시간 예측에 이용합니다
아파치 로그 액세스 데이터를 수집하고 스트림을 변환합니다
실시간 트위터 피드 스트림을 수용합니다
연속적인 입력 데이터 스트림을 거쳐 네트워크 연결 상태를 추적할 수 있는 데이터를 유지합니다
Show more",Korean,https://www.udemy.com/course/best-scala/
data-science,Data Analysis,아빠가 들려주는 [데이터 수집과 정리의 기본],초급자,"₩17,000","₩39,000",총 13시간,"What you'll learn
데이터를 효과적으로 수집하는 방법
데이터 분석하기 좋도록 데이터를 정리하는 방법
잘못된 데이터를 예방하고 찾고 수정하는 방법",Korean,https://www.udemy.com/course/data_basic/
